prompt,completion
"Between Lahori Taste and Bamboo Cafe Chinese Restaurant, the restaurant at a greater distance is", Lahori Taste
"Someone is looking for restaurants further away. Between Beach Fish House and No Bull Burgers, this person should go to", No Bull Burgers
"Between Chinese Burger and Seoulicious, the restaurant at a smaller distance is", Chinese Burger
"Someone doesn't like the restaurants nearby. Between Sushitto On the Road and Casey's Bar & Grill, this person should go to", Sushitto On the Road
"I don't like the restaurants nearby. Between Magic Oven and Richmond Kosher Bakery, I should go to", Richmond Kosher Bakery
"Between Ferg's Bar & Grill and Richmond Kosher Bakery, the restaurant at a smaller distance is", Ferg's Bar & Grill
"Between What A Bagel and Sushitto On the Road, the nearest restaurant is", What A Bagel
"You are looking for an affordable restaurant. If I were you, between Peter's No Frills and Magic Oven I would go to", Peter's No Frills
"Between Red Lobster and Andrea's Gerrard Street Bakery, the restaurant at a smaller distance is", Andrea's Gerrard Street Bakery
"Between Casey's Bar & Grill and The Calvin Bar, the more affordable restaurant is", Casey's Bar & Grill
"Between Flaky Tart and Kenzo Ramen, the restaurant with higher price is", Flaky Tart
"Someone doesn't like the restaurants nearby. Between Epicure Cafe & Grill and Pizzeria Libretto, this person should go to", Epicure Cafe & Grill
"You are looking for restaurants further away. If I were you, between Ali's Tandoori Curry House and Waterfront Deli I would go to", Ali's Tandoori Curry House
"I don't like expensive restaurants. Between Brussels Bistro and Sauce on the Danforth, I should go to", Sauce on the Danforth
"Between Waterfront Deli and Victory Cafe, the restaurant at a greater distance is", Victory Cafe
"You are looking for restaurants nearby. If I were you, between Bamboo Cafe Chinese Restaurant and Sushi Q I would go to", Bamboo Cafe Chinese Restaurant
"Someone is looking for an affordable restaurant. Between Tosto Quickfire Pizza Pasta and Pizza Nova, this person should go to", Pizza Nova
"I don't like expensive restaurants. Between L'Unita Enoteca and Ace's Place Bar Grill Hub, I should go to", Ace's Place Bar Grill Hub
"Between Waterfront Deli and Epicure Cafe & Grill, the restaurant at a greater distance is", Epicure Cafe & Grill
"Someone is looking for restaurants nearby. Between Peter's No Frills and Beach Fish House, this person should go to", Beach Fish House
"You don't like expensive restaurants. Between Pho Phuong and Vesta Lunch, you should go to", Vesta Lunch
"Someone is looking for an affordable restaurant. Between Chandni Chowk Restaurant and Ravi Soups, this person should go to", Chandni Chowk Restaurant
"Between Omg Oh My Gyro and Chinese Burger, the farthest restaurant is", Omg Oh My Gyro
"I don't like expensive restaurants. Between 808 Social and Mong-Kut Thai, I should go to", 808 Social
"I don't like expensive restaurants. Between Starbucks and Astoria Shish Kebob House, I should go to", Starbucks
"Between Casey's Bar & Grill and Rajput's Bistro 111, the farthest restaurant is", Rajput's Bistro 111
"Between Hero Certified Burgers and Peter's No Frills, the restaurant with higher price is", Hero Certified Burgers
"Between Mong-Kut Thai and Peter's No Frills, the restaurant with lower price is", Peter's No Frills
"Between Zavida Coffee Roasters and Omg Oh My Gyro, the restaurant with lower price is", Omg Oh My Gyro
"Between Seoulicious and Kom Jug Yuen Restaurant, the restaurant with lower price is", Kom Jug Yuen Restaurant
"You are looking for an affordable restaurant. Between The Big Carrot and The Grover Pub, you should go to", The Grover Pub
"Between Peter's No Frills and Lageez, the farthest restaurant is", Peter's No Frills
"Between Brussels Bistro and 808 Social, the restaurant with lower price is", 808 Social
"Between Golden Joy Hakka Restaurant and Lahori Taste, the more expensive restaurant is", Lahori Taste
"Between Garden Restaurant and Cocina Economica, the nearest restaurant is", Garden Restaurant
"You are looking for an affordable restaurant. Between Bulk Barn and City Fried Chicken, you should go to", City Fried Chicken
"Between Yes To Fresh and Hero Certified Burgers, the farthest restaurant is", Hero Certified Burgers
"I'm looking for restaurants further away. Between Ace's Place Bar Grill Hub and The Mountain Grill and Juice Bar, I should go to", The Mountain Grill and Juice Bar
"Between Asuka Japanese Restaurant and Bibab Express, the more expensive restaurant is", Asuka Japanese Restaurant
"Between Ali Baba's Middle Eastern Cuisine and The Calvin Bar, the restaurant with lower price is", Ali Baba's Middle Eastern Cuisine
"Between Chandni Chowk Restaurant and Ichiban Sushi, the restaurant with higher price is", Ichiban Sushi
"Between Athletes Kitchen and Populus, the restaurant at a smaller distance is", Athletes Kitchen
"Between Kom Jug Yuen Restaurant and Cinnabon, the restaurant at a smaller distance is", Kom Jug Yuen Restaurant
"You don't like cheap restaurants. Between Xawaash and Waterfront Deli, you should go to", Xawaash
"You don't like restaurants further away. Between Rajput's Bistro 111 and Xawaash, you should go to", Xawaash
"Between Sushi Cafe and City Fried Chicken, the farthest restaurant is", Sushi Cafe
"Between Rajput's Bistro 111 and Chandni Chowk Restaurant, the restaurant at a smaller distance is", Rajput's Bistro 111
"I'm looking for an expensive restaurant. Between Peter's No Frills and Epicure Cafe & Grill, I should go to", Epicure Cafe & Grill
"I'm looking for restaurants further away. Between Kom Jug Yuen Restaurant and 808 Social, I should go to", 808 Social
"Between Ichiban Sushi and The Big Carrot, the restaurant at a greater distance is", Ichiban Sushi
"Someone is looking for an affordable restaurant. Between Golden Joy Hakka Restaurant and Kingsmen Pub & Grill, this person should go to", Golden Joy Hakka Restaurant
"You are looking for an expensive restaurant. If I were you, between Poorani Vilaas and Andrea's Gerrard Street Bakery I would go to", Andrea's Gerrard Street Bakery
"Between Populus and Zavida Coffee Roasters, the restaurant at a smaller distance is", Zavida Coffee Roasters
"I don't like cheap restaurants. Between Gorhegorhe and Poorani Vilaas, I should go to", Gorhegorhe
"I don't like restaurants further away. Between Bibab Express and Sushi Cafe, I should go to", Bibab Express
"Between Kom Jug Yuen Restaurant and Pho Phuong, the more expensive restaurant is", Pho Phuong
"You are looking for restaurants nearby. If I were you, between The Calvin Bar and Ace's Place Bar Grill Hub I would go to", Ace's Place Bar Grill Hub
"Between Conviction and Cafe Cocoro, the restaurant with lower price is", Cafe Cocoro
"Between No Bull Burgers and L'Unita Enoteca, the restaurant at a smaller distance is", L'Unita Enoteca
"Someone is looking for restaurants nearby. Between Vesta Lunch and What A Bagel, this person should go to", Vesta Lunch
"Between Ferg's Bar & Grill and Omg Oh My Gyro, the restaurant with higher price is", Ferg's Bar & Grill
"Someone doesn't like cheap restaurants. Between Hanoi Bistro and King Palace, this person should go to", King Palace
"I'm looking for restaurants further away. Between The Calvin Bar and King Palace, I should go to", The Calvin Bar
"You are looking for restaurants nearby. Between Brussels Bistro and Tosto Quickfire Pizza Pasta, you should go to", Brussels Bistro
"Between Nikko Sushi and Kom Jug Yuen Restaurant, the restaurant with lower price is", Kom Jug Yuen Restaurant
"Between Hero Certified Burgers and Chandni Chowk Restaurant, the restaurant with higher price is", Hero Certified Burgers
"Between Brussels Bistro and Pizza Nova, the more affordable restaurant is", Pizza Nova
"Between Yes To Fresh and Lageez, the more affordable restaurant is", Yes To Fresh
"You are looking for restaurants further away. Between Sakura Ichiban Restaurant and Cinnabon, you should go to", Cinnabon
"Between Sweet Trolley Bakery and The Calvin Bar, the nearest restaurant is", Sweet Trolley Bakery
"Between Sushi Q and Richmond Kosher Bakery, the restaurant at a smaller distance is", Sushi Q
"Between Noah's Natural Foods and Waterfront Deli, the farthest restaurant is", Noah's Natural Foods
"Between Asuka Japanese Restaurant and Astoria Shish Kebob House, the farthest restaurant is", Astoria Shish Kebob House
"Between Kanga Pies and Thobors Boulangerie Patisserie Café, the farthest restaurant is", Thobors Boulangerie Patisserie Café
"Between Zavida Coffee Roasters and Garden Restaurant, the restaurant at a greater distance is", Garden Restaurant
"Between Conviction and Snakes & Lattes College, the restaurant with higher price is", Conviction
"I don't like the restaurants nearby. Between Sunnyside Pavilion Cafe and Riverdale Perk Cafe, I should go to", Riverdale Perk Cafe
"Between Beach Fish House and City Fried Chicken, the nearest restaurant is", Beach Fish House
"You don't like expensive restaurants. If I were you, between Rol Jui Seafood Restaurant and L'Unita Enoteca I would go to", Rol Jui Seafood Restaurant
"I don't like expensive restaurants. Between Kenzo Ramen and Cafe Cocoro, I should go to", Cafe Cocoro
"Someone is looking for an affordable restaurant. Between Shell and Ravi Soups, this person should go to", Ravi Soups
"I don't like cheap restaurants. Between Mong-Kut Thai and Peter's No Frills, I should go to", Mong-Kut Thai
"Someone doesn't like restaurants further away. Between Conviction and Pizzeria Libretto, this person should go to", Pizzeria Libretto
"Between Ali Baba's Middle Eastern Cuisine and Riverdale Perk Cafe, the restaurant at a greater distance is", Riverdale Perk Cafe
"You don't like cheap restaurants. Between Ferg's Bar & Grill and Omg Oh My Gyro, you should go to", Ferg's Bar & Grill
"You don't like cheap restaurants. If I were you, between Shell and Kenzo Ramen I would go to", Shell
"Between Conviction and Bamboo Cafe Chinese Restaurant, the restaurant with higher price is", Conviction
"Between Bibab Express and Xawaash, the more expensive restaurant is", Xawaash
"You are looking for an affordable restaurant. Between Hero Certified Burgers and Shell, you should go to", Hero Certified Burgers
"Between Vesta Lunch and L'Unita Enoteca, the more expensive restaurant is", L'Unita Enoteca
"You don't like cheap restaurants. Between Aroma Espresso Bar and L'Unita Enoteca, you should go to", L'Unita Enoteca
"Between Ali's Tandoori Curry House and Pizzeria Libretto, the restaurant at a smaller distance is", Pizzeria Libretto
"Between Ali's Tandoori Curry House and Gorhegorhe, the restaurant with higher price is", Gorhegorhe
"Someone is looking for restaurants nearby. Between Pita Lite and Nikko Sushi, this person should go to", Nikko Sushi
"Between Brussels Bistro and Athletes Kitchen, the more expensive restaurant is", Brussels Bistro
"I'm looking for an affordable restaurant. Between Starbucks and The Grover Pub, I should go to", Starbucks
"You are looking for restaurants nearby. If I were you, between Tosto Quickfire Pizza Pasta and The World Carribean Bistro I would go to", The World Carribean Bistro
"You are looking for an affordable restaurant. Between Zavida Coffee Roasters and Golden Joy Hakka Restaurant, you should go to", Golden Joy Hakka Restaurant
"Between Nikko Sushi and Ali's Tandoori Curry House, the nearest restaurant is", Nikko Sushi
"You don't like the restaurants nearby. If I were you, between Chandni Chowk Restaurant and Vesta Lunch I would go to", Chandni Chowk Restaurant
"Between Ali's Tandoori Curry House and The World Carribean Bistro, the nearest restaurant is", The World Carribean Bistro
"Between The Friendly Thai and Noah's Natural Foods, the restaurant at a greater distance is", Noah's Natural Foods
"Between Bibab Express and L'Unita Enoteca, the restaurant with higher price is", L'Unita Enoteca
"I don't like the restaurants nearby. Between Cinnabon and Pizzeria Libretto, I should go to", Cinnabon
"Between Brussels Bistro and Barcelona Tavern, the restaurant at a smaller distance is", Brussels Bistro
"I'm looking for an expensive restaurant. Between Victory Cafe and 808 Social, I should go to", Victory Cafe
"Between Bamboo Cafe Chinese Restaurant and Rajput's Bistro 111, the nearest restaurant is", Bamboo Cafe Chinese Restaurant
"Between City Fried Chicken and Chandni Chowk Restaurant, the restaurant at a smaller distance is", City Fried Chicken
"Between Ace's Place Bar Grill Hub and Cocina Economica, the farthest restaurant is", Cocina Economica
"You are looking for restaurants nearby. Between Dim Sum King Seafood Restaurant and Magic Oven, you should go to", Magic Oven
"Between Sushi Cafe and Starbucks, the farthest restaurant is", Sushi Cafe
"Between Hue's Kitchen and Cygnet Coffee, the restaurant at a smaller distance is", Cygnet Coffee
"Someone doesn't like cheap restaurants. Between Bibab Express and The Porch Toronto, this person should go to", The Porch Toronto
"You don't like restaurants further away. Between Pita Lite and Victory Cafe, you should go to", Pita Lite
"Between Thobors Boulangerie Patisserie Café and Vesta Lunch, the restaurant with lower price is", Vesta Lunch
"Between Zavida Coffee Roasters and Flaky Tart, the restaurant with higher price is", Flaky Tart
"You don't like restaurants further away. Between The Big Carrot and Hanoi Bistro, you should go to", The Big Carrot
"I don't like expensive restaurants. Between Seoulicious and Chandni Chowk Restaurant, I should go to", Chandni Chowk Restaurant
"You are looking for restaurants nearby. If I were you, between Sakura Ichiban Restaurant and Dim Sum King Seafood Restaurant I would go to", Sakura Ichiban Restaurant
"I don't like the restaurants nearby. Between No Bull Burgers and Snakes & Lattes College, I should go to", No Bull Burgers
"Between Starbucks and Andrea's Gerrard Street Bakery, the more expensive restaurant is", Andrea's Gerrard Street Bakery
"Between Mymy Chicken and Nikko Sushi, the restaurant at a greater distance is", Mymy Chicken
"Between The Grover Pub and Ali Baba's Middle Eastern Cuisine, the restaurant with lower price is", Ali Baba's Middle Eastern Cuisine
"Someone is looking for an expensive restaurant. Between Omg Oh My Gyro and Rajput's Bistro 111, this person should go to", Rajput's Bistro 111
"Between Le Tibet and Pita Lite, the restaurant at a smaller distance is", Pita Lite
"You don't like expensive restaurants. If I were you, between Sushitto On the Road and Shell I would go to", Sushitto On the Road
"Between Zavida Coffee Roasters and Ali Baba's Middle Eastern Cuisine, the more expensive restaurant is", Zavida Coffee Roasters
"Between The Grover Pub and Hanoi Bistro, the restaurant with higher price is", The Grover Pub
"You don't like restaurants further away. If I were you, between Populus and Tosto Quickfire Pizza Pasta I would go to", Tosto Quickfire Pizza Pasta
"Between Le Tibet and Xawaash, the restaurant at a smaller distance is", Xawaash
"Between L'Unita Enoteca and Seoulicious, the farthest restaurant is", Seoulicious
"Between Epicure Cafe & Grill and Starbucks, the restaurant with lower price is", Starbucks
"Between Chandni Chowk Restaurant and Bamboo Cafe Chinese Restaurant, the restaurant at a greater distance is", Chandni Chowk Restaurant
"Between Ichiban Sushi and Nikko Sushi, the restaurant at a greater distance is", Ichiban Sushi
"Between Bamboo Cafe Chinese Restaurant and Golden Joy Hakka Restaurant, the restaurant with higher price is", Bamboo Cafe Chinese Restaurant
"Between Rol Jui Seafood Restaurant and Riverdale Perk Cafe, the farthest restaurant is", Riverdale Perk Cafe
"You are looking for an expensive restaurant. Between Pho Phuong and Hue's Kitchen, you should go to", Pho Phuong
"You don't like cheap restaurants. Between Asuka Japanese Restaurant and Conviction, you should go to", Conviction
"Between L'Unita Enoteca and Pizzeria Libretto, the farthest restaurant is", L'Unita Enoteca
"Between The Calvin Bar and Kenzo Ramen, the restaurant with lower price is", Kenzo Ramen
"You don't like the restaurants nearby. If I were you, between Rol Jui Seafood Restaurant and Sunnyside Pavilion Cafe I would go to", Rol Jui Seafood Restaurant
"Between Kenzo Ramen and Flaky Tart, the farthest restaurant is", Kenzo Ramen
"I don't like restaurants further away. Between Shell and The World Carribean Bistro, I should go to", The World Carribean Bistro
"You are looking for restaurants nearby. If I were you, between Nikko Sushi and United Bakers Dairy Restaurant I would go to", Nikko Sushi
"Someone is looking for an affordable restaurant. Between Kingsmen Pub & Grill and Hue's Kitchen, this person should go to", Hue's Kitchen
"Between Starbucks and Ace's Place Bar Grill Hub, the restaurant at a greater distance is", Starbucks
"You are looking for an expensive restaurant. If I were you, between Kanga Pies and Yes To Fresh I would go to", Kanga Pies
"Between Vesta Lunch and Victory Cafe, the more expensive restaurant is", Victory Cafe
"Someone is looking for restaurants nearby. Between Tosto Quickfire Pizza Pasta and The Calvin Bar, this person should go to", Tosto Quickfire Pizza Pasta
"Between Thobors Boulangerie Patisserie Café and Bibab Express, the more expensive restaurant is", Thobors Boulangerie Patisserie Café
"Someone doesn't like expensive restaurants. Between L'Unita Enoteca and Le Tibet, this person should go to", Le Tibet
"Between Xawaash and Kenzo Ramen, the restaurant at a smaller distance is", Xawaash
"You don't like expensive restaurants. If I were you, between Brussels Bistro and Populus I would go to", Populus
"Between Cygnet Coffee and Ali's Tandoori Curry House, the farthest restaurant is", Ali's Tandoori Curry House
"I'm looking for restaurants nearby. Between Sushi Q and Bamboo Cafe Chinese Restaurant, I should go to", Bamboo Cafe Chinese Restaurant
"I'm looking for restaurants further away. Between Xawaash and Pizza Nova, I should go to", Pizza Nova
"You don't like restaurants further away. If I were you, between Yes To Fresh and The Grover Pub I would go to", Yes To Fresh
"Someone is looking for restaurants nearby. Between Ali's Tandoori Curry House and The Porch Toronto, this person should go to", The Porch Toronto
"Between The Friendly Thai and Magic Oven, the restaurant at a smaller distance is", The Friendly Thai
"You are looking for restaurants further away. Between Athletes Kitchen and Cocina Economica, you should go to", Cocina Economica
"Someone doesn't like expensive restaurants. Between Ali Baba's Middle Eastern Cuisine and The Calvin Bar, this person should go to", Ali Baba's Middle Eastern Cuisine
"Between Thobors Boulangerie Patisserie Café and Cygnet Coffee, the more expensive restaurant is", Thobors Boulangerie Patisserie Café
"Between Rol Jui Seafood Restaurant and Waterfront Deli, the more affordable restaurant is", Waterfront Deli
"Between Rol Jui Seafood Restaurant and The Porch Toronto, the restaurant at a smaller distance is", The Porch Toronto
"Between Hero Certified Burgers and Zavida Coffee Roasters, the farthest restaurant is", Hero Certified Burgers
"Between The Grover Pub and Brussels Bistro, the nearest restaurant is", Brussels Bistro
"Between Shell and Richmond Kosher Bakery, the more affordable restaurant is", Richmond Kosher Bakery
"Between Hue's Kitchen and Rol Jui Seafood Restaurant, the restaurant with higher price is", Rol Jui Seafood Restaurant
"You are looking for restaurants nearby. If I were you, between Richmond Kosher Bakery and Ferg's Bar & Grill I would go to", Ferg's Bar & Grill
"You are looking for restaurants further away. Between Cinnabon and Ali Baba's Middle Eastern Cuisine, you should go to", Cinnabon
"You don't like expensive restaurants. Between Pho Phuong and Brussels Bistro, you should go to", Pho Phuong
"Between L'Unita Enoteca and Aroma Espresso Bar, the more expensive restaurant is", L'Unita Enoteca
"Between Zavida Coffee Roasters and Tosto Quickfire Pizza Pasta, the nearest restaurant is", Zavida Coffee Roasters
"You are looking for restaurants further away. If I were you, between Richmond Kosher Bakery and Golden Joy Hakka Restaurant I would go to", Richmond Kosher Bakery
"Between Riverdale Perk Cafe and Red Lobster, the restaurant at a greater distance is", Riverdale Perk Cafe
"I'm looking for an affordable restaurant. Between What A Bagel and Sushitto On the Road, I should go to", What A Bagel
"Between Richmond Kosher Bakery and Pizzeria Libretto, the restaurant at a smaller distance is", Pizzeria Libretto
"Between Pizzeria Libretto and Sushitto On the Road, the restaurant at a greater distance is", Sushitto On the Road
"Between Red Lobster and Cafe Cocoro, the more affordable restaurant is", Cafe Cocoro
"Between No Bull Burgers and Hanoi Bistro, the restaurant with higher price is", No Bull Burgers
"Between Sauce on the Danforth and Bulk Barn, the nearest restaurant is", Bulk Barn
"Between The Calvin Bar and Loaded Pierogi, the more expensive restaurant is", The Calvin Bar
"You are looking for restaurants further away. Between Sakura Ichiban Restaurant and Kenzo Ramen, you should go to", Kenzo Ramen
"Between King Palace and No Bull Burgers, the restaurant at a greater distance is", No Bull Burgers
"Between What A Bagel and Populus, the more expensive restaurant is", Populus
"I don't like the restaurants nearby. Between Ravi Soups and Pho Phuong, I should go to", Pho Phuong
"Between Epicure Cafe & Grill and King Palace, the restaurant at a greater distance is", Epicure Cafe & Grill
"You don't like the restaurants nearby. If I were you, between Golden Joy Hakka Restaurant and The Grover Pub I would go to", The Grover Pub
"Between Omg Oh My Gyro and Mymy Chicken, the more affordable restaurant is", Omg Oh My Gyro
"Between Tosto Quickfire Pizza Pasta and Seoulicious, the farthest restaurant is", Seoulicious
"You don't like cheap restaurants. If I were you, between The Friendly Thai and Cafe Cocoro I would go to", The Friendly Thai
"Between Thobors Boulangerie Patisserie Café and King Palace, the farthest restaurant is", Thobors Boulangerie Patisserie Café
"You are looking for restaurants further away. Between Epicure Cafe & Grill and Kom Jug Yuen Restaurant, you should go to", Epicure Cafe & Grill
"I don't like expensive restaurants. Between Hanoi Bistro and Casey's Bar & Grill, I should go to", Hanoi Bistro
"Between Mymy Chicken and Aroma Espresso Bar, the farthest restaurant is", Mymy Chicken
"Between Sweet Trolley Bakery and Bamboo Cafe Chinese Restaurant, the more affordable restaurant is", Sweet Trolley Bakery
"Someone is looking for restaurants nearby. Between Epicure Cafe & Grill and Xawaash, this person should go to", Xawaash
"Between Mong-Kut Thai and Pizza Nova, the restaurant with higher price is", Mong-Kut Thai
"Between The Mountain Grill and Juice Bar and Pizzeria Libretto, the restaurant at a smaller distance is", Pizzeria Libretto
"Someone is looking for an affordable restaurant. Between 808 Social and Thobors Boulangerie Patisserie Café, this person should go to", 808 Social
"Between Zavida Coffee Roasters and Shell, the restaurant at a smaller distance is", Zavida Coffee Roasters
"Between Hue's Kitchen and Nikko Sushi, the more affordable restaurant is", Hue's Kitchen
"I'm looking for an expensive restaurant. Between Tosto Quickfire Pizza Pasta and Gorhegorhe, I should go to", Gorhegorhe
"Between Waterfront Deli and Bamboo Cafe Chinese Restaurant, the more expensive restaurant is", Bamboo Cafe Chinese Restaurant
"Between City Fried Chicken and Victory Cafe, the more expensive restaurant is", Victory Cafe
"I don't like the restaurants nearby. Between Pizza Nova and 808 Social, I should go to", 808 Social
"Between Shell and Sunnyside Pavilion Cafe, the nearest restaurant is", Sunnyside Pavilion Cafe
"Between Brussels Bistro and Athletes Kitchen, the restaurant at a greater distance is", Athletes Kitchen
"Between Kingsmen Pub & Grill and Ali Baba's Middle Eastern Cuisine, the more affordable restaurant is", Ali Baba's Middle Eastern Cuisine
"You don't like the restaurants nearby. If I were you, between Cocina Economica and Zavida Coffee Roasters I would go to", Cocina Economica
"Someone is looking for restaurants further away. Between Garden Restaurant and Le Tibet, this person should go to", Le Tibet
"You don't like the restaurants nearby. Between Ace's Place Bar Grill Hub and Athletes Kitchen, you should go to", Athletes Kitchen
"Between 808 Social and Sakura Ichiban Restaurant, the farthest restaurant is", 808 Social
"Between Golden Joy Hakka Restaurant and The Calvin Bar, the restaurant at a greater distance is", The Calvin Bar
"Between Rajput's Bistro 111 and Gorhegorhe, the more expensive restaurant is", Gorhegorhe
"You don't like expensive restaurants. Between King Palace and Hanoi Bistro, you should go to", Hanoi Bistro
"You are looking for restaurants further away. Between Thobors Boulangerie Patisserie Café and Sunnyside Pavilion Cafe, you should go to", Thobors Boulangerie Patisserie Café
"You don't like the restaurants nearby. Between Astoria Shish Kebob House and What A Bagel, you should go to", Astoria Shish Kebob House
"Between Athletes Kitchen and Shell, the restaurant with higher price is", Shell
"I don't like the restaurants nearby. Between Sushi Cafe and Bamboo Cafe Chinese Restaurant, I should go to", Sushi Cafe
"Between Poorani Vilaas and Snakes & Lattes College, the more expensive restaurant is", Snakes & Lattes College
"Between Red Lobster and Ravi Soups, the farthest restaurant is", Red Lobster
"Between What A Bagel and Seoulicious, the restaurant at a smaller distance is", What A Bagel
"You are looking for restaurants nearby. If I were you, between Pizzeria Libretto and Athletes Kitchen I would go to", Pizzeria Libretto
"You don't like restaurants further away. If I were you, between Ferg's Bar & Grill and Epicure Cafe & Grill I would go to", Ferg's Bar & Grill
"Someone doesn't like expensive restaurants. Between Poorani Vilaas and Snakes & Lattes College, this person should go to", Poorani Vilaas
"Between Omg Oh My Gyro and Chinese Burger, the restaurant at a greater distance is", Omg Oh My Gyro
"Between Kenzo Ramen and The Friendly Thai, the restaurant at a greater distance is", Kenzo Ramen
"Between 808 Social and Bulk Barn, the restaurant with higher price is", Bulk Barn
"Someone doesn't like the restaurants nearby. Between Casey's Bar & Grill and Sushi Q, this person should go to", Sushi Q
"Someone is looking for an expensive restaurant. Between Conviction and Lageez, this person should go to", Conviction
"Between Le Tibet and Flaky Tart, the more affordable restaurant is", Le Tibet
"You are looking for an expensive restaurant. If I were you, between Cafe Cocoro and Bulk Barn I would go to", Bulk Barn
"You are looking for restaurants nearby. Between Rajput's Bistro 111 and Zavida Coffee Roasters, you should go to", Zavida Coffee Roasters
"You are looking for restaurants further away. If I were you, between Bibab Express and Sauce on the Danforth I would go to", Sauce on the Danforth
"Between Sushi Q and Waterfront Deli, the restaurant with lower price is", Waterfront Deli
"I don't like restaurants further away. Between Sushitto On the Road and Andrea's Gerrard Street Bakery, I should go to", Andrea's Gerrard Street Bakery
"Between Peter's No Frills and Sauce on the Danforth, the more affordable restaurant is", Peter's No Frills
"Between Conviction and Kom Jug Yuen Restaurant, the restaurant with lower price is", Kom Jug Yuen Restaurant
"Between The Friendly Thai and City Fried Chicken, the more affordable restaurant is", City Fried Chicken
"You don't like the restaurants nearby. If I were you, between Kenzo Ramen and Waterfront Deli I would go to", Kenzo Ramen
"You are looking for restaurants nearby. Between The Mountain Grill and Juice Bar and Nikko Sushi, you should go to", Nikko Sushi
"Between Sakura Ichiban Restaurant and Sushitto On the Road, the nearest restaurant is", Sakura Ichiban Restaurant
"You don't like the restaurants nearby. Between Ace's Place Bar Grill Hub and Noah's Natural Foods, you should go to", Noah's Natural Foods
"Someone doesn't like the restaurants nearby. Between Kanga Pies and Cocina Economica, this person should go to", Cocina Economica
"Between Vesta Lunch and Sunnyside Pavilion Cafe, the more expensive restaurant is", Sunnyside Pavilion Cafe
"You are looking for an affordable restaurant. If I were you, between Cafe Cocoro and Andrea's Gerrard Street Bakery I would go to", Cafe Cocoro
"Between Vesta Lunch and City Fried Chicken, the restaurant at a greater distance is", City Fried Chicken
"Someone doesn't like restaurants further away. Between City Fried Chicken and Barcelona Tavern, this person should go to", City Fried Chicken
"Someone is looking for restaurants further away. Between Snakes & Lattes College and Zavida Coffee Roasters, this person should go to", Snakes & Lattes College
"Someone is looking for restaurants nearby. Between Ali's Tandoori Curry House and Bamboo Cafe Chinese Restaurant, this person should go to", Bamboo Cafe Chinese Restaurant
"Between Lahori Taste and Hanoi Bistro, the farthest restaurant is", Lahori Taste
"I'm looking for restaurants nearby. Between Waterfront Deli and Omg Oh My Gyro, I should go to", Waterfront Deli
"You are looking for restaurants further away. Between Le Tibet and Ravi Soups, you should go to", Le Tibet
"Between Mymy Chicken and The Big Carrot, the restaurant at a smaller distance is", The Big Carrot
"Someone is looking for restaurants nearby. Between Cocina Economica and Golden Joy Hakka Restaurant, this person should go to", Golden Joy Hakka Restaurant
"Between Chandni Chowk Restaurant and Bulk Barn, the restaurant with higher price is", Bulk Barn
"Between Hanoi Bistro and Bibab Express, the farthest restaurant is", Hanoi Bistro
"You don't like the restaurants nearby. Between Xawaash and Mong-Kut Thai, you should go to", Mong-Kut Thai
"Between Ferg's Bar & Grill and Vesta Lunch, the restaurant with lower price is", Vesta Lunch
"You are looking for restaurants nearby. If I were you, between Kom Jug Yuen Restaurant and Le Tibet I would go to", Kom Jug Yuen Restaurant
"You don't like the restaurants nearby. Between The Friendly Thai and Rol Jui Seafood Restaurant, you should go to", Rol Jui Seafood Restaurant
"Between Cinnabon and Lahori Taste, the nearest restaurant is", Cinnabon
"Between King Palace and Zavida Coffee Roasters, the restaurant at a smaller distance is", Zavida Coffee Roasters
"Between Sushi Cafe and L'Unita Enoteca, the restaurant at a smaller distance is", L'Unita Enoteca
"You don't like expensive restaurants. Between Kom Jug Yuen Restaurant and Ace's Place Bar Grill Hub, you should go to", Kom Jug Yuen Restaurant
"Between Pho 88 Viet Thai Cuisine and Sweet Trolley Bakery, the more expensive restaurant is", Pho 88 Viet Thai Cuisine
"Between Brussels Bistro and Peter's No Frills, the more affordable restaurant is", Peter's No Frills
"Between Hue's Kitchen and The Big Carrot, the restaurant at a greater distance is", Hue's Kitchen
"Between Ali's Tandoori Curry House and 808 Social, the more expensive restaurant is", Ali's Tandoori Curry House
"Between Conviction and Waterfront Deli, the more affordable restaurant is", Waterfront Deli
"I don't like cheap restaurants. Between Shell and Lageez, I should go to", Shell
"I'm looking for restaurants further away. Between Richmond Kosher Bakery and Cygnet Coffee, I should go to", Richmond Kosher Bakery
"I don't like cheap restaurants. Between Shell and Starbucks, I should go to", Shell
"I don't like expensive restaurants. Between Sushi Q and The Big Carrot, I should go to", Sushi Q
"Between The World Carribean Bistro and Loaded Pierogi, the farthest restaurant is", Loaded Pierogi
"You are looking for an affordable restaurant. If I were you, between Pizza Nova and The Friendly Thai I would go to", Pizza Nova
"You are looking for an affordable restaurant. Between Red Lobster and Pita Lite, you should go to", Pita Lite
"Between Sushi Cafe and Gorhegorhe, the farthest restaurant is", Sushi Cafe
"Someone is looking for restaurants nearby. Between Snakes & Lattes College and Mymy Chicken, this person should go to", Snakes & Lattes College
"Between The Porch Toronto and Garden Restaurant, the restaurant at a greater distance is", Garden Restaurant
"You don't like expensive restaurants. Between King Palace and The Big Carrot, you should go to", King Palace
