prompt,completion
"In terms of distance, Mirage Grill & Lounge is", 7.5 miles away
"In terms of price, from 1 being affordable and 5 expensive, Mt Everest Restaurant is a", 2
"In terms of distance, Mt Everest Restaurant is", 6.0 miles away
"In terms of price, from 1 being affordable and 5 expensive, Bao Bao Plus Dim Sum is a", 2
"In terms of distance, Bao Bao Plus Dim Sum is", 4.25 miles away
"In terms of price, from 1 being affordable and 5 expensive, Mövenpick Café is a", 2
"In terms of distance, Mövenpick Café is", 4.0 miles away
"In terms of price, from 1 being affordable and 5 expensive, Sheriff Broaster Chicken is a", 2
"In terms of distance, Sheriff Broaster Chicken is", 1.25 miles away
"In terms of price, from 1 being affordable and 5 expensive, The Friendly Thai is a", 2
"In terms of distance, The Friendly Thai is", 0.5 mile away
"In terms of price, from 1 being affordable and 5 expensive, Cinnabon is a", 2
"In terms of distance, Cinnabon is", 5.25 miles away
"In terms of price, from 1 being affordable and 5 expensive, Topham Corner is a", 2
"In terms of distance, Topham Corner is", 6.75 miles away
"In terms of price, from 1 being affordable and 5 expensive, Le Tibet is a", 1
"In terms of distance, Le Tibet is", 6.25 miles away
"In terms of price, from 1 being affordable and 5 expensive, Cafe Cocoro is a", 1
"In terms of distance, Cafe Cocoro is", 2.75 miles away
"In terms of price, from 1 being affordable and 5 expensive, Lageez is a", 2
"In terms of distance, Lageez is", 1.25 miles away
"In terms of price, from 1 being affordable and 5 expensive, Bonne Journee is a", 1
"In terms of distance, Bonne Journee is", 7.5 miles away
"In terms of price, from 1 being affordable and 5 expensive, Beach Fish House is a", 2
"In terms of distance, Beach Fish House is", 0.5 mile away
"In terms of price, from 1 being affordable and 5 expensive, Ali's Tandoori Curry House is a", 2
"In terms of distance, Ali's Tandoori Curry House is", 8.0 miles away
"In terms of price, from 1 being affordable and 5 expensive, Warung Indonesia D'Eglinton is a", 2
"In terms of distance, Warung Indonesia D'Eglinton is", 0.75 mile away
"In terms of price, from 1 being affordable and 5 expensive, FreshCo is a", 2
"In terms of distance, FreshCo is", 4.0 miles away
"In terms of price, from 1 being affordable and 5 expensive, Itamae Ayce Sushi is a", 2
"In terms of distance, Itamae Ayce Sushi is", 1.5 miles away
"In terms of price, from 1 being affordable and 5 expensive, Hapa Toronto is a", 3
"In terms of distance, Hapa Toronto is", 2.0 miles away
"In terms of price, from 1 being affordable and 5 expensive, Banjara Indian Cuisine is a", 2
"In terms of distance, Banjara Indian Cuisine is", 5.75 miles away
"In terms of price, from 1 being affordable and 5 expensive, Sauce on the Danforth is a", 2
"In terms of distance, Sauce on the Danforth is", 6.25 miles away
"In terms of price, from 1 being affordable and 5 expensive, The World Carribean Bistro is a", 2
"In terms of distance, The World Carribean Bistro is", 1.0 mile away
"In terms of price, from 1 being affordable and 5 expensive, Harry's Char Broil & Dining Lounge is a", 2
"In terms of distance, Harry's Char Broil & Dining Lounge is", 2.25 miles away
"In terms of price, from 1 being affordable and 5 expensive, Rajput's Bistro 111 is a", 2
"In terms of distance, Rajput's Bistro 111 is", 4.0 miles away
"In terms of price, from 1 being affordable and 5 expensive, Chandni Chowk Restaurant is a", 1
"In terms of distance, Chandni Chowk Restaurant is", 6.5 miles away
"In terms of price, from 1 being affordable and 5 expensive, Evoo Ristorante is a", 4
"In terms of distance, Evoo Ristorante is", 1.25 miles away
"In terms of price, from 1 being affordable and 5 expensive, Ici Bistro is a", 4
"In terms of distance, Ici Bistro is", 7.25 miles away
"In terms of price, from 1 being affordable and 5 expensive, Villa Madina is a", 1
"In terms of distance, Villa Madina is", 3.25 miles away
"In terms of price, from 1 being affordable and 5 expensive, Peter's No Frills is a", 1
"In terms of distance, Peter's No Frills is", 4.75 miles away
"In terms of price, from 1 being affordable and 5 expensive, Ace's Place Bar Grill Hub is a", 2
"In terms of distance, Ace's Place Bar Grill Hub is", 1.5 miles away
"In terms of price, from 1 being affordable and 5 expensive, Green Room is a", 1
"In terms of distance, Green Room is", 5.75 miles away
"In terms of price, from 1 being affordable and 5 expensive, Asuka Japanese Restaurant is a", 2
"In terms of distance, Asuka Japanese Restaurant is", 2.5 miles away
