{'statement': 'Someone is looking for a small city to visit. Between Chicago and Mandalay, this person should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a small city to visit. Between Denver and Rabat, this person should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a small city to visit. Between Lahore and Pontianak, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Paris and Palmerston North, this person should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Lima and Rome, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Lima'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Tirana, this person should visit Tirana.', 'answer': 'Tirana', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Guangzhou and Alexandria, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a small city to visit. Between Santiago and Ségou, this person should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a small city to visit. Between Beijing and Vienna, this person should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Lahore and Antsiranana, this person should visit Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Saint Petersburg and Hamilton, this person should visit Hamilton.', 'answer': 'Hamilton', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a small city to visit. Between Manila and San Juan, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Sydney and Chihuahua, this person should visit Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a small city to visit. Between Johannesburg and Ottawa, this person should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between Paris and Managua, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Sydney and Dodoma, this person should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a small city to visit. Between Addis Ababa and Upington, this person should visit Upington.', 'answer': 'Upington', 'candidate': 'Addis Ababa'}
