{'statement': 'Someone is looking for a big city to visit. Between Ljubljana and Phoenix, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a big city to visit. Between Viedma and Baku, this person should visit Baku.', 'answer': 'Baku', 'candidate': 'Viedma'}
{'statement': 'Someone is looking for a big city to visit. Between Tashkent and Wau, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Pontianak, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Pontianak'}
{'statement': 'Someone is looking for a big city to visit. Between Phnom Penh and Manila, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a big city to visit. Between Makurdi and Karachi, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Makurdi'}
{'statement': 'Someone is looking for a big city to visit. Between Fairbanks and Baghdad, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a big city to visit. Between Yakutsk and Yaoundé, this person should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a big city to visit. Between Ottawa and Los Angeles, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a big city to visit. Between Juba and London, this person should visit London.', 'answer': 'London', 'candidate': 'Juba'}
{'statement': 'Someone is looking for a big city to visit. Between Viedma and Santiago, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Viedma'}
{'statement': 'Someone is looking for a big city to visit. Between Irkutsk and Kabul, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Phoenix, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a big city to visit. Between Douala and Houston, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a big city to visit. Between Brisbane and Houston, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Brisbane'}
{'statement': 'Someone is looking for a big city to visit. Between Bogotá and Harare, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Harare'}
{'statement': 'Someone is looking for a big city to visit. Between Lima and Canberra, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Canberra'}
