{'statement': "I'm looking for a city with cold weather. Between Abéché and Córdoba, I should visit Córdoba.", 'answer': 'Córdoba', 'candidate': 'Abéché'}
{'statement': "I'm looking for a city with cold weather. Between Mahajanga and Yerevan, I should visit Yerevan.", 'answer': 'Yerevan', 'candidate': 'Mahajanga'}
{'statement': "I'm looking for a city with cold weather. Between Sapporo and Guadalajara, I should visit Sapporo.", 'answer': 'Sapporo', 'candidate': 'Guadalajara'}
{'statement': "I'm looking for a city with cold weather. Between Port-Gentil and Christchurch, I should visit Christchurch.", 'answer': 'Christchurch', 'candidate': 'Port-Gentil'}
{'statement': "I'm looking for a city with cold weather. Between San Juan and Belgrade, I should visit Belgrade.", 'answer': 'Belgrade', 'candidate': 'San Juan'}
{'statement': "I'm looking for a city with cold weather. Between Sucre and Nur-Sultan, I should visit Nur-Sultan.", 'answer': 'Nur-Sultan', 'candidate': 'Sucre'}
{'statement': "I'm looking for a city with cold weather. Between Suwałki and Palermo, I should visit Suwałki.", 'answer': 'Suwałki', 'candidate': 'Palermo'}
{'statement': "I'm looking for a city with cold weather. Between Phoenix and Nur-Sultan, I should visit Nur-Sultan.", 'answer': 'Nur-Sultan', 'candidate': 'Phoenix'}
{'statement': "I'm looking for a city with cold weather. Between Vientiane and Calgary, I should visit Calgary.", 'answer': 'Calgary', 'candidate': 'Vientiane'}
{'statement': "I'm looking for a city with cold weather. Between Sokoto and Omaha, I should visit Omaha.", 'answer': 'Omaha', 'candidate': 'Sokoto'}
{'statement': "I'm looking for a city with cold weather. Between Aden and Zagreb, I should visit Zagreb.", 'answer': 'Zagreb', 'candidate': 'Aden'}
{'statement': "I'm looking for a city with cold weather. Between Toamasina and Yakutsk, I should visit Yakutsk.", 'answer': 'Yakutsk', 'candidate': 'Toamasina'}
