{'statement': 'Someone is looking for a small city to visit. Between Manila and Mexicali, this person should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Moscow and Houston, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Cairo and Harare, this person should visit Harare.', 'answer': 'Harare', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a small city to visit. Between Riyadh and Anchorage, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a small city to visit. Between Ankara and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between Berlin and San Juan, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a small city to visit. Between Phnom Penh and Napier, this person should visit Napier.', 'answer': 'Napier', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a small city to visit. Between Bangkok and Manaus, this person should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a small city to visit. Between Chicago and Bucharest, this person should visit Bucharest.', 'answer': 'Bucharest', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a small city to visit. Between Kunming and Dublin, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a small city to visit. Between Lagos and Kunming, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a small city to visit. Between Cairo and Conakry, this person should visit Conakry.', 'answer': 'Conakry', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a small city to visit. Between Shanghai and Zürich, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a small city to visit. Between Kabul and Makurdi, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a small city to visit. Between Surabaya and Florianópolis, this person should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a small city to visit. Between Melbourne and Kathmandu, this person should visit Kathmandu.', 'answer': 'Kathmandu', 'candidate': 'Melbourne'}
