{'statement': 'Someone is looking for a city with cold weather. Between Dar es Salaam and Indianapolis, this person should visit Indianapolis.', 'answer': 'Indianapolis', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a city with cold weather. Between Phoenix and Yerevan, this person should visit Yerevan.', 'answer': 'Yerevan', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a city with cold weather. Between Kuwait City and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a city with cold weather. Between Antofagasta and Novosibirsk, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Antofagasta'}
{'statement': 'Someone is looking for a city with cold weather. Between Kuwait City and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a city with cold weather. Between Hat Yai and Chicago, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Hat Yai'}
{'statement': 'Someone is looking for a city with cold weather. Between Viedma and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Viedma'}
{'statement': 'Someone is looking for a city with cold weather. Between Wau and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a city with cold weather. Between Addis Ababa and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Addis Ababa'}
{'statement': 'Someone is looking for a city with cold weather. Between Lomé and Zagreb, this person should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Lomé'}
{'statement': 'Someone is looking for a city with cold weather. Between Luanda and Bogotá, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a city with cold weather. Between Bujumbura and Lyon, this person should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Bujumbura'}
{'statement': 'Someone is looking for a city with cold weather. Between London and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'London'}
{'statement': 'Someone is looking for a city with cold weather. Between San José and Copenhagen, this person should visit Copenhagen.', 'answer': 'Copenhagen', 'candidate': 'San José'}
{'statement': 'Someone is looking for a city with cold weather. Between Lake Havasu City and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Lake Havasu City'}
{'statement': 'Someone is looking for a city with cold weather. Between Hamilton and Milwaukee, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Hamilton'}
{'statement': 'Someone is looking for a city with cold weather. Between Phnom Penh and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a city with cold weather. Between Garissa and Paris, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Podgorica and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a city with cold weather. Between Aden and Denver, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Aden'}
