{'statement': 'Someone is looking for a city with cold weather. Between Garoua and Belgrade, this person should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Garoua'}
{'statement': 'Someone is looking for a city with cold weather. Between Podgorica and Novosibirsk, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a city with cold weather. Between Panama City and Milan, this person should visit Milan.', 'answer': 'Milan', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a city with cold weather. Between Luanda and Bishkek, this person should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a city with cold weather. Between Cairo and Amsterdam, this person should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a city with cold weather. Between Dodoma and Ankara, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Dodoma'}
{'statement': 'Someone is looking for a city with cold weather. Between Tirana and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Tirana'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangkok and Yerevan, this person should visit Yerevan.', 'answer': 'Yerevan', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a city with cold weather. Between Cayenne and Kansas City, this person should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Cayenne'}
{'statement': 'Someone is looking for a city with cold weather. Between Paramaribo and Kunming, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Paramaribo'}
{'statement': 'Someone is looking for a city with cold weather. Between Sokoto and Cape Town, this person should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a city with cold weather. Between La Paz and Novosibirsk, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a city with cold weather. Between Antsiranana and Melbourne, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Antsiranana'}
{'statement': 'Someone is looking for a city with cold weather. Between Goiânia and Vienna, this person should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Goiânia'}
{'statement': 'Someone is looking for a city with cold weather. Between Djibouti and Lhasa, this person should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a city with cold weather. Between Tamanrasset and Zürich, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Tamanrasset'}
{'statement': 'Someone is looking for a city with cold weather. Between Abéché and Cape Town, this person should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Abéché'}
{'statement': 'Someone is looking for a city with cold weather. Between Makurdi and Podgorica, this person should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Makurdi'}
{'statement': 'Someone is looking for a city with cold weather. Between Ouahigouya and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a city with cold weather. Between Wau and Dublin, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Wau'}
