{'statement': "I'm looking for a city with cold weather. Between Barranquilla and Sacramento, I should visit Sacramento.", 'answer': 'Sacramento', 'candidate': 'Barranquilla'}
{'statement': "I'm looking for a city with cold weather. Between Managua and Brussels, I should visit Brussels.", 'answer': 'Brussels', 'candidate': 'Managua'}
{'statement': "I'm looking for a city with cold weather. Between Juba and Ljubljana, I should visit Ljubljana.", 'answer': 'Ljubljana', 'candidate': 'Juba'}
{'statement': "I'm looking for a city with cold weather. Between Mombasa and Podgorica, I should visit Podgorica.", 'answer': 'Podgorica', 'candidate': 'Mombasa'}
{'statement': "I'm looking for a city with cold weather. Between Nakhon Ratchasima and Santiago, I should visit Santiago.", 'answer': 'Santiago', 'candidate': 'Nakhon Ratchasima'}
{'statement': "I'm looking for a city with cold weather. Between Cabo San Lucas and Murmansk, I should visit Murmansk.", 'answer': 'Murmansk', 'candidate': 'Cabo San Lucas'}
{'statement': "I'm looking for a city with cold weather. Between Wau and Ljubljana, I should visit Ljubljana.", 'answer': 'Ljubljana', 'candidate': 'Wau'}
{'statement': "I'm looking for a city with cold weather. Between Kano and Beijing, I should visit Beijing.", 'answer': 'Beijing', 'candidate': 'Kano'}
{'statement': "I'm looking for a city with cold weather. Between La Paz and Toronto, I should visit Toronto.", 'answer': 'Toronto', 'candidate': 'La Paz'}
{'statement': "I'm looking for a city with cold weather. Between Palermo and Lviv, I should visit Lviv.", 'answer': 'Lviv', 'candidate': 'Palermo'}
{'statement': "I'm looking for a city with cold weather. Between Hat Yai and Vienna, I should visit Vienna.", 'answer': 'Vienna', 'candidate': 'Hat Yai'}
{'statement': "I'm looking for a city with cold weather. Between Rosario and Calgary, I should visit Calgary.", 'answer': 'Calgary', 'candidate': 'Rosario'}
{'statement': "I'm looking for a city with cold weather. Between Tamanrasset and Ushuaia, I should visit Ushuaia.", 'answer': 'Ushuaia', 'candidate': 'Tamanrasset'}
{'statement': "I'm looking for a city with cold weather. Between Garoua and Minsk, I should visit Minsk.", 'answer': 'Minsk', 'candidate': 'Garoua'}
