{'statement': 'Someone is looking for a big city to visit. Between Bogotá and Córdoba, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Córdoba'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Guadalajara, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Ürümqi, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Minneapolis, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a big city to visit. Between Honolulu and Kabul, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Honolulu'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Harare, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Harare'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Wau, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Nouakchott, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Nouakchott'}
{'statement': 'Someone is looking for a big city to visit. Between Córdoba and Mumbai, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Córdoba'}
{'statement': 'Someone is looking for a big city to visit. Between Denpasar and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Denpasar'}
{'statement': 'Someone is looking for a big city to visit. Between Makurdi and Houston, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Makurdi'}
{'statement': 'Someone is looking for a big city to visit. Between Kabul and Mendoza, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Mendoza'}
{'statement': 'Someone is looking for a big city to visit. Between Bishkek and Los Angeles, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a big city to visit. Between Napier and Kunming, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Napier'}
