{'statement': 'Someone is looking for a small city to visit. Between Moscow and Dublin, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Beijing and Brussels, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a small city to visit. Between Ankara and Aden, this person should visit Aden.', 'answer': 'Aden', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between Surabaya and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a small city to visit. Between Baghdad and San Juan, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a small city to visit. Between Lima and Hanoi, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Lima'}
{'statement': 'Someone is looking for a small city to visit. Between Kabul and Maputo, this person should visit Maputo.', 'answer': 'Maputo', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a small city to visit. Between Johannesburg and Pittsburgh, this person should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between Nairobi and Barranquilla, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a small city to visit. Between Phoenix and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a small city to visit. Between Baghdad and Managua, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a small city to visit. Between Melbourne and Djibouti, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a small city to visit. Between Monterrey and San Antonio, this person should visit San Antonio.', 'answer': 'San Antonio', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a small city to visit. Between Algiers and San Salvador, this person should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a small city to visit. Between Dar es Salaam and Pretoria, this person should visit Pretoria.', 'answer': 'Pretoria', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a small city to visit. Between Kunming and Hat Yai, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Kunming'}
