{'statement': 'Someone is looking for a city with cold weather. Between Bamako and Dublin, this person should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a city with cold weather. Between Lahore and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a city with cold weather. Between Managua and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a city with cold weather. Between Manaus and Asmara, this person should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Manaus'}
{'statement': 'Someone is looking for a city with cold weather. Between Ouahigouya and Baku, this person should visit Baku.', 'answer': 'Baku', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a city with cold weather. Between Rangpur and Ankara, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Rangpur'}
{'statement': 'Someone is looking for a city with cold weather. Between Florianópolis and Suwałki, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Florianópolis'}
{'statement': 'Someone is looking for a city with cold weather. Between Honolulu and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Honolulu'}
{'statement': 'Someone is looking for a city with cold weather. Between Bamako and Reykjavík, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a city with cold weather. Between Mendoza and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Mendoza'}
{'statement': 'Someone is looking for a city with cold weather. Between Monterrey and Minsk, this person should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a city with cold weather. Between Alexandria and Suwałki, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a city with cold weather. Between Port Sudan and Pretoria, this person should visit Pretoria.', 'answer': 'Pretoria', 'candidate': 'Port Sudan'}
{'statement': 'Someone is looking for a city with cold weather. Between Suva and Bratislava, this person should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Suva'}
{'statement': 'Someone is looking for a city with cold weather. Between Abéché and Podgorica, this person should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Abéché'}
{'statement': 'Someone is looking for a city with cold weather. Between Hamilton and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Hamilton'}
{'statement': 'Someone is looking for a city with cold weather. Between Bamako and Mendoza, this person should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a city with cold weather. Between Beirut and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Beirut'}
{'statement': 'Someone is looking for a city with cold weather. Between Honolulu and La Serena, this person should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Honolulu'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangkok and Bratislava, this person should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a city with cold weather. Between Antsiranana and Yinchuan, this person should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Antsiranana'}
{'statement': 'Someone is looking for a city with cold weather. Between Makurdi and Johannesburg, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Makurdi'}
