{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Antofagasta, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Antofagasta'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Kuwait City, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and San Juan, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Dodoma, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Dodoma'}
{'statement': 'Someone is looking for a big city to visit. Between San Diego and Vladivostok, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Chihuahua, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Chihuahua'}
{'statement': 'Someone is looking for a big city to visit. Between Tampa and La Paz, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a big city to visit. Between Minneapolis and Entebbe, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Entebbe'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Managua, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Mandalay, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Lyon, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Lyon'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Mexico City, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and Ségou, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a big city to visit. Between Kabul and Bahía Blanca, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Bahía Blanca'}
{'statement': 'Someone is looking for a big city to visit. Between Algiers and Port Moresby, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Port Moresby'}
