{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Florianópolis, this person should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Nairobi and Denpasar, this person should visit Denpasar.', 'answer': 'Denpasar', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a small city to visit. Between Paris and Makurdi, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Nairobi and Bujumbura, this person should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a small city to visit. Between Lima and Mendoza, this person should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Lima'}
{'statement': 'Someone is looking for a small city to visit. Between London and Port Moresby, this person should visit Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Santiago and San Juan, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a small city to visit. Between London and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Baltimore and Lake Havasu City, this person should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Baltimore'}
{'statement': 'Someone is looking for a small city to visit. Between Lahore and Frankfurt, this person should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Saint Petersburg and Wau, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a small city to visit. Between Lahore and Guadalajara, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Lahore'}
{'statement': 'Someone is looking for a small city to visit. Between Kabul and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a small city to visit. Between Ho Chi Minh City and Bergen, this person should visit Bergen.', 'answer': 'Bergen', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a small city to visit. Between Johannesburg and Palembang, this person should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between Sydney and Napier, this person should visit Napier.', 'answer': 'Napier', 'candidate': 'Sydney'}
