{'statement': 'Someone is looking for a big city to visit. Between Rome and San Juan, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a big city to visit. Between Brasília and Punta Arenas, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Punta Arenas'}
{'statement': 'Someone is looking for a big city to visit. Between Algiers and Rabat, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Rabat'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Cayenne, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Cayenne'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Reykjavík, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Sucre, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Sucre'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Parakou, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Parakou'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Caracas, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Caracas'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Johannesburg, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Santiago del Estero, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Santiago del Estero'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Novosibirsk, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and San Juan, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Niamey, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Niamey'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Ushuaia, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Hamilton, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Hamilton'}
{'statement': 'Someone is looking for a big city to visit. Between San Diego and Niamey, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Niamey'}
