{'statement': 'Someone is looking for a city with warm weather. Between Anchorage and Tampa, this person should visit Tampa.', 'answer': 'Tampa', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between Lviv and Fairbanks, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Amsterdam and Pontianak, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a city with warm weather. Between Florianópolis and Saskatoon, this person should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between London and Lagos, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'London'}
{'statement': 'Someone is looking for a city with warm weather. Between Quito and Reykjavík, this person should visit Quito.', 'answer': 'Quito', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a city with warm weather. Between Cairo and Ürümqi, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between Barranquilla and Christchurch, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a city with warm weather. Between Benghazi and Yakutsk, this person should visit Benghazi.', 'answer': 'Benghazi', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Dodoma and Pittsburgh, this person should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Pittsburgh'}
{'statement': 'Someone is looking for a city with warm weather. Between Sucre and Barranquilla, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Sucre'}
{'statement': 'Someone is looking for a city with warm weather. Between Almaty and Bujumbura, this person should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a city with warm weather. Between Baltimore and Bangui, this person should visit Bangui.', 'answer': 'Bangui', 'candidate': 'Baltimore'}
{'statement': 'Someone is looking for a city with warm weather. Between Monterrey and Brussels, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a city with warm weather. Between Antofagasta and Willemstad, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Antofagasta'}
{'statement': 'Someone is looking for a city with warm weather. Between Lomé and Almaty, this person should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a city with warm weather. Between Juba and Palmerston North, this person should visit Juba.', 'answer': 'Juba', 'candidate': 'Palmerston North'}
{'statement': 'Someone is looking for a city with warm weather. Between San Salvador and Punta Arenas, this person should visit San Salvador.', 'answer': 'San Salvador', 'candidate': 'Punta Arenas'}
{'statement': 'Someone is looking for a city with warm weather. Between Belgrade and Garissa, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Belgrade'}
