{'statement': 'Someone is looking for a city with cold weather. Between Darwin and Fukuoka, this person should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Darwin'}
{'statement': 'Someone is looking for a city with cold weather. Between Tauranga and Anchorage, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a city with cold weather. Between Medellín and Ljubljana, this person should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Medellín'}
{'statement': 'Someone is looking for a city with cold weather. Between Willemstad and Wellington, this person should visit Wellington.', 'answer': 'Wellington', 'candidate': 'Willemstad'}
{'statement': 'Someone is looking for a city with cold weather. Between Niamey and Almaty, this person should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Niamey'}
{'statement': 'Someone is looking for a city with cold weather. Between Malabo and Palmerston North, this person should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a city with cold weather. Between Makassar and Shanghai, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Makassar'}
{'statement': 'Someone is looking for a city with cold weather. Between Kingston and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Kingston'}
{'statement': 'Someone is looking for a city with cold weather. Between Phoenix and Omaha, this person should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a city with cold weather. Between Denpasar and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Denpasar'}
{'statement': 'Someone is looking for a city with cold weather. Between Tabora and Frankfurt, this person should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Tabora'}
{'statement': 'Someone is looking for a city with cold weather. Between Toamasina and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Toamasina'}
{'statement': 'Someone is looking for a city with cold weather. Between Mombasa and Reykjavík, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Mombasa'}
{'statement': 'Someone is looking for a city with cold weather. Between Niamey and Hobart, this person should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Niamey'}
{'statement': 'Someone is looking for a city with cold weather. Between Caracas and Milwaukee, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Caracas'}
{'statement': 'Someone is looking for a city with cold weather. Between Surabaya and Campos do Jordão, this person should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Surabaya'}
{'statement': 'Someone is looking for a city with cold weather. Between Sokoto and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a city with cold weather. Between Ouahigouya and Suwałki, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Ouahigouya'}
{'statement': 'Someone is looking for a city with cold weather. Between San José and Novosibirsk, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'San José'}
{'statement': 'Someone is looking for a city with cold weather. Between Douala and Lhasa, this person should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Douala'}
