{'statement': 'You are looking for a city with warm weather. Between Córdoba and Abéché, you should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Córdoba'}
{'statement': 'You are looking for a city with warm weather. Between Yerevan and Mahajanga, you should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Yerevan'}
{'statement': 'You are looking for a city with warm weather. Between Sapporo and Guadalajara, you should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Sapporo'}
{'statement': 'You are looking for a city with warm weather. Between Christchurch and Port-Gentil, you should visit Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Christchurch'}
{'statement': 'You are looking for a city with warm weather. Between Belgrade and San Juan, you should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Belgrade'}
{'statement': 'You are looking for a city with warm weather. Between Nur-Sultan and Sucre, you should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Nur-Sultan'}
{'statement': 'You are looking for a city with warm weather. Between Suwałki and Palermo, you should visit Palermo.', 'answer': 'Palermo', 'candidate': 'Suwałki'}
{'statement': 'You are looking for a city with warm weather. Between Phoenix and Nur-Sultan, you should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Nur-Sultan'}
{'statement': 'You are looking for a city with warm weather. Between Calgary and Vientiane, you should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Calgary'}
{'statement': 'You are looking for a city with warm weather. Between Sokoto and Omaha, you should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Omaha'}
{'statement': 'You are looking for a city with warm weather. Between Aden and Zagreb, you should visit Aden.', 'answer': 'Aden', 'candidate': 'Zagreb'}
{'statement': 'You are looking for a city with warm weather. Between Toamasina and Yakutsk, you should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Yakutsk'}
