{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Florianópolis, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Florianópolis'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Denpasar, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Denpasar'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Makurdi, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Makurdi'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Bujumbura, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Bujumbura'}
{'statement': 'Someone is looking for a big city to visit. Between Lima and Mendoza, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Mendoza'}
{'statement': 'Someone is looking for a big city to visit. Between London and Port Moresby, this person should visit London.', 'answer': 'London', 'candidate': 'Port Moresby'}
{'statement': 'Someone is looking for a big city to visit. Between Santiago and San Juan, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a big city to visit. Between London and Ushuaia, this person should visit London.', 'answer': 'London', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a big city to visit. Between Baltimore and Lake Havasu City, this person should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Lake Havasu City'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Frankfurt, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Frankfurt'}
{'statement': 'Someone is looking for a big city to visit. Between Saint Petersburg and Wau, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Guadalajara, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a big city to visit. Between Kabul and Bergen, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Bergen, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Palembang, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Palembang'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Napier, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Napier'}
