{'statement': 'Someone is looking for a big city to visit. Between London and Milan, this person should visit London.', 'answer': 'London', 'candidate': 'Milan'}
{'statement': 'Someone is looking for a big city to visit. Between Nairobi and Nakhon Ratchasima, this person should visit Nairobi.', 'answer': 'Nairobi', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Tauranga, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a big city to visit. Between Rome and Palmerston North, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Palmerston North'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Mombasa, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Mombasa'}
{'statement': 'Someone is looking for a big city to visit. Between San Diego and Toamasina, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Toamasina'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Omaha, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a big city to visit. Between Ürümqi and Kuopio, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and San Antonio, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'San Antonio'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Lagos, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and La Paz, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a big city to visit. Between Toronto and Bratislava, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a big city to visit. Between Kano and Ushuaia, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Denpasar, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Denpasar'}
{'statement': 'Someone is looking for a big city to visit. Between Kabul and Omaha, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Omaha, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Omaha'}
