{'statement': 'Someone is looking for a city with warm weather. Between Barranquilla and Sacramento, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Sacramento'}
{'statement': 'Someone is looking for a city with warm weather. Between Toamasina and Beijing, this person should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a city with warm weather. Between Hat Yai and Bahía Blanca, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Bahía Blanca'}
{'statement': 'Someone is looking for a city with warm weather. Between Ségou and Neuquén, this person should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Neuquén'}
{'statement': 'Someone is looking for a city with warm weather. Between Palembang and Milwaukee, this person should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a city with warm weather. Between Bata and Murmansk, this person should visit Bata.', 'answer': 'Bata', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a city with warm weather. Between San Diego and Vladivostok, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Managua and Brussels, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a city with warm weather. Between Juba and Ljubljana, this person should visit Juba.', 'answer': 'Juba', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a city with warm weather. Between Mombasa and Podgorica, this person should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a city with warm weather. Between Nakhon Ratchasima and Santiago, this person should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a city with warm weather. Between Cabo San Lucas and Murmansk, this person should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a city with warm weather. Between Wau and Ljubljana, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a city with warm weather. Between Kano and Beijing, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a city with warm weather. Between La Paz and Toronto, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a city with warm weather. Between Palermo and Lviv, this person should visit Palermo.', 'answer': 'Palermo', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a city with warm weather. Between Hat Yai and Vienna, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Vienna'}
{'statement': 'Someone is looking for a city with warm weather. Between Rosario and Calgary, this person should visit Rosario.', 'answer': 'Rosario', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a city with warm weather. Between Tamanrasset and Ushuaia, this person should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a city with warm weather. Between Garoua and Minsk, this person should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Minsk'}
