{'statement': 'Someone is looking for a city with warm weather. Between Sokoto and Auckland, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Auckland'}
{'statement': 'Someone is looking for a city with warm weather. Between Mexicali and Bratislava, this person should visit Mexicali.', 'answer': 'Mexicali', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a city with warm weather. Between Bamako and La Serena, this person should visit Bamako.', 'answer': 'Bamako', 'candidate': 'La Serena'}
{'statement': 'Someone is looking for a city with warm weather. Between Darwin and Rabat, this person should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Rabat'}
{'statement': 'Someone is looking for a city with warm weather. Between Juba and Damascus, this person should visit Juba.', 'answer': 'Juba', 'candidate': 'Damascus'}
{'statement': 'Someone is looking for a city with warm weather. Between Makurdi and Omaha, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a city with warm weather. Between Riyadh and Almaty, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a city with warm weather. Between Bujumbura and Toronto, this person should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a city with warm weather. Between Malabo and Halifax, this person should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Juba and Algiers, this person should visit Juba.', 'answer': 'Juba', 'candidate': 'Algiers'}
{'statement': 'Someone is looking for a city with warm weather. Between Kuwait City and Ljubljana, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a city with warm weather. Between La Paz and Calgary, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a city with warm weather. Between Wau and Reykjavík, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a city with warm weather. Between Bratislava and Fairbanks, this person should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Hanoi and Chicago, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a city with warm weather. Between Managua and Damascus, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Damascus'}
{'statement': 'Someone is looking for a city with warm weather. Between Cabo San Lucas and Paris, this person should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a city with warm weather. Between Managua and Rome, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a city with warm weather. Between Port-Gentil and Reykjavík, this person should visit Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a city with warm weather. Between Port Sudan and Minneapolis, this person should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Minneapolis'}
