{'statement': 'You are looking for a city with warm weather. Between Barranquilla and Sacramento, you should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Sacramento'}
{'statement': 'You are looking for a city with warm weather. Between Juba and Ljubljana, you should visit Juba.', 'answer': 'Juba', 'candidate': 'Ljubljana'}
{'statement': 'You are looking for a city with warm weather. Between Mombasa and Podgorica, you should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Podgorica'}
{'statement': 'You are looking for a city with warm weather. Between Nakhon Ratchasima and Santiago, you should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Santiago'}
{'statement': 'You are looking for a city with warm weather. Between Cabo San Lucas and Murmansk, you should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Murmansk'}
{'statement': 'You are looking for a city with warm weather. Between Wau and Ljubljana, you should visit Wau.', 'answer': 'Wau', 'candidate': 'Ljubljana'}
{'statement': 'You are looking for a city with warm weather. Between Kano and Beijing, you should visit Kano.', 'answer': 'Kano', 'candidate': 'Beijing'}
{'statement': 'You are looking for a city with warm weather. Between La Paz and Toronto, you should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Toronto'}
{'statement': 'You are looking for a city with warm weather. Between Palermo and Lviv, you should visit Palermo.', 'answer': 'Palermo', 'candidate': 'Lviv'}
{'statement': 'You are looking for a city with warm weather. Between Hat Yai and Vienna, you should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Vienna'}
{'statement': 'You are looking for a city with warm weather. Between Rosario and Calgary, you should visit Rosario.', 'answer': 'Rosario', 'candidate': 'Calgary'}
{'statement': 'You are looking for a city with warm weather. Between Tamanrasset and Ushuaia, you should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Ushuaia'}
{'statement': 'You are looking for a city with warm weather. Between Garoua and Minsk, you should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Minsk'}
