{'statement': 'You are looking for a city with warm weather. Between Garoua and Belgrade, you should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Belgrade'}
{'statement': 'You are looking for a city with warm weather. Between Paramaribo and Kunming, you should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Kunming'}
{'statement': 'You are looking for a city with warm weather. Between Sokoto and Cape Town, you should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Cape Town'}
{'statement': 'You are looking for a city with warm weather. Between La Paz and Novosibirsk, you should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Novosibirsk'}
{'statement': 'You are looking for a city with warm weather. Between Antsiranana and Melbourne, you should visit Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Melbourne'}
{'statement': 'You are looking for a city with warm weather. Between Goiânia and Vienna, you should visit Goiânia.', 'answer': 'Goiânia', 'candidate': 'Vienna'}
{'statement': 'You are looking for a city with warm weather. Between Djibouti and Lhasa, you should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Lhasa'}
{'statement': 'You are looking for a city with warm weather. Between Tamanrasset and Zürich, you should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Zürich'}
{'statement': 'You are looking for a city with warm weather. Between Abéché and Cape Town, you should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Cape Town'}
{'statement': 'You are looking for a city with warm weather. Between Makurdi and Podgorica, you should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Podgorica'}
{'statement': 'You are looking for a city with warm weather. Between Ouahigouya and Irkutsk, you should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a city with warm weather. Between Wau and Dublin, you should visit Wau.', 'answer': 'Wau', 'candidate': 'Dublin'}
