{'statement': 'Someone is looking for a small city to visit. Between Guadalajara and Kansas City, this person should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a small city to visit. Between Kano and Nakhon Ratchasima, this person should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Kano'}
{'statement': 'Someone is looking for a small city to visit. Between Moscow and Amsterdam, this person should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Karachi and Baghdad, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a small city to visit. Between Manila and Phnom Penh, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Melbourne and Caracas, this person should visit Caracas.', 'answer': 'Caracas', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a small city to visit. Between Lima and Abéché, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Lima'}
{'statement': 'Someone is looking for a small city to visit. Between Luanda and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a small city to visit. Between Lima and Houston, this person should visit Houston.', 'answer': 'Houston', 'candidate': 'Lima'}
{'statement': 'Someone is looking for a small city to visit. Between Moscow and Rome, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Yaoundé and Cabo San Lucas, this person should visit Cabo San Lucas.', 'answer': 'Cabo San Lucas', 'candidate': 'Yaoundé'}
{'statement': 'Someone is looking for a small city to visit. Between Jakarta and Omaha, this person should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Baghdad and San Juan, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a small city to visit. Between Karachi and Beirut, this person should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a small city to visit. Between Baghdad and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Baghdad'}
