{'statement': 'Someone is looking for a big city to visit. Between Changsha and Kabul, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Changsha'}
{'statement': 'Someone is looking for a big city to visit. Between Makassar and Hanoi, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Makassar'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Tashkent, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Ankara, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Mendoza, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Mendoza'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Punta Arenas, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Punta Arenas'}
{'statement': 'Someone is looking for a big city to visit. Between Rome and La Paz, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a big city to visit. Between Melbourne and Albuquerque, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a big city to visit. Between Phoenix and Skopje, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Skopje'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Kingston, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Kingston'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Palembang, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Palembang'}
{'statement': 'Someone is looking for a big city to visit. Between Harare and Buenos Aires, this person should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Harare'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Nakhon Ratchasima, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Kampala, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Kampala'}
