{'statement': 'Someone is looking for a city with cold weather. Between Córdoba and Abéché, this person should visit Córdoba.', 'answer': 'Córdoba', 'candidate': 'Abéché'}
{'statement': 'Someone is looking for a city with cold weather. Between Albuquerque and La Ceiba, this person should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'La Ceiba'}
{'statement': 'Someone is looking for a city with cold weather. Between Suwałki and Garissa, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Sapporo and Brisbane, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Brisbane'}
{'statement': 'Someone is looking for a city with cold weather. Between Anchorage and Hanoi, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a city with cold weather. Between Murmansk and Tauranga, this person should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Tauranga'}
{'statement': 'Someone is looking for a city with cold weather. Between Milwaukee and Dodoma, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Dodoma'}
{'statement': 'Someone is looking for a city with cold weather. Between Garissa and San Diego, this person should visit San Diego.', 'answer': 'San Diego', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Changsha and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Changsha'}
{'statement': 'Someone is looking for a city with cold weather. Between Yerevan and Mahajanga, this person should visit Yerevan.', 'answer': 'Yerevan', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a city with cold weather. Between Guadalajara and Sapporo, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a city with cold weather. Between Port-Gentil and Christchurch, this person should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Port-Gentil'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Belgrade, this person should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Nur-Sultan and Sucre, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Sucre'}
{'statement': 'Someone is looking for a city with cold weather. Between Suwałki and Palermo, this person should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Palermo'}
{'statement': 'Someone is looking for a city with cold weather. Between Phoenix and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a city with cold weather. Between Vientiane and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Vientiane'}
{'statement': 'Someone is looking for a city with cold weather. Between Sokoto and Omaha, this person should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a city with cold weather. Between Aden and Zagreb, this person should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Aden'}
{'statement': 'Someone is looking for a city with cold weather. Between Toamasina and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Toamasina'}
