{'statement': "You don't like cheap restaurants. Between Mt Everest Restaurant and Sizzlers, you should go to Mt Everest Restaurant.", 'answer': 'Mt Everest Restaurant', 'candidate': 'Sizzlers'}
{'statement': "You don't like cheap restaurants. Between Queen Slice and Viccino Pizzeria, you should go to Viccino Pizzeria.", 'answer': 'Viccino Pizzeria', 'candidate': 'Queen Slice'}
{'statement': "You don't like cheap restaurants. Between Goldstone Noodle Restaurant and Hapa Toronto, you should go to Hapa Toronto.", 'answer': 'Hapa Toronto', 'candidate': 'Goldstone Noodle Restaurant'}
{'statement': "You don't like cheap restaurants. Between Milo's Pita and Oxygen Restaurant & Lounge, you should go to Oxygen Restaurant & Lounge.", 'answer': 'Oxygen Restaurant & Lounge', 'candidate': "Milo's Pita"}
{'statement': "You don't like cheap restaurants. Between Cafe Jules and Assembly Chef's Hall, you should go to Assembly Chef's Hall.", 'answer': "Assembly Chef's Hall", 'candidate': 'Cafe Jules'}
{'statement': "You don't like cheap restaurants. Between Anatolia Restaurant and Grappa Ristorante, you should go to Grappa Ristorante.", 'answer': 'Grappa Ristorante', 'candidate': 'Anatolia Restaurant'}
{'statement': "You don't like cheap restaurants. Between Edible Arrangements and Assembly Chef's Hall, you should go to Edible Arrangements.", 'answer': 'Edible Arrangements', 'candidate': "Assembly Chef's Hall"}
{'statement': "You don't like cheap restaurants. Between La Pupusa Loka and Adega Restaurante, you should go to Adega Restaurante.", 'answer': 'Adega Restaurante', 'candidate': 'La Pupusa Loka'}
{'statement': "You don't like cheap restaurants. Between Ardor Bistro and Cake Opera, you should go to Cake Opera.", 'answer': 'Cake Opera', 'candidate': 'Ardor Bistro'}
{'statement': "You don't like cheap restaurants. Between El Fogón and New Bilan Restaurant, you should go to El Fogón.", 'answer': 'El Fogón', 'candidate': 'New Bilan Restaurant'}
{'statement': "You don't like cheap restaurants. Between Harvey's and Nutella Cafe by Pusateri's, you should go to Nutella Cafe by Pusateri's.", 'answer': "Nutella Cafe by Pusateri's", 'candidate': "Harvey's"}
{'statement': "You don't like cheap restaurants. Between Le Papillon Park and Ici Bistro, you should go to Ici Bistro.", 'answer': 'Ici Bistro', 'candidate': 'Le Papillon Park'}
{'statement': "You don't like cheap restaurants. Between Oxygen Restaurant & Lounge and Branca, you should go to Oxygen Restaurant & Lounge.", 'answer': 'Oxygen Restaurant & Lounge', 'candidate': 'Branca'}
{'statement': "You don't like cheap restaurants. Between Pasta Pantry and Queen Slice, you should go to Pasta Pantry.", 'answer': 'Pasta Pantry', 'candidate': 'Queen Slice'}
{'statement': "You don't like cheap restaurants. Between FreshCo and Evoo Ristorante, you should go to Evoo Ristorante.", 'answer': 'Evoo Ristorante', 'candidate': 'FreshCo'}
{'statement': "You don't like cheap restaurants. Between Green Room and Hawthorne Food and Drink, you should go to Hawthorne Food and Drink.", 'answer': 'Hawthorne Food and Drink', 'candidate': 'Green Room'}
{'statement': "You don't like cheap restaurants. Between La Cocina De Dona Luz and Adega Restaurante, you should go to Adega Restaurante.", 'answer': 'Adega Restaurante', 'candidate': 'La Cocina De Dona Luz'}
{'statement': "You don't like cheap restaurants. Between FreshCo and Green Room, you should go to FreshCo.", 'answer': 'FreshCo', 'candidate': 'Green Room'}
{'statement': "You don't like cheap restaurants. Between Falafel House and The Duke of Devon, you should go to The Duke of Devon.", 'answer': 'The Duke of Devon', 'candidate': 'Falafel House'}
{'statement': "You don't like cheap restaurants. Between La Pupusa Loka and Dinah's Cupboard, you should go to Dinah's Cupboard.", 'answer': "Dinah's Cupboard", 'candidate': 'La Pupusa Loka'}
{'statement': "You don't like cheap restaurants. Between Tierra Azteca and Falafel Hut Village, you should go to Tierra Azteca.", 'answer': 'Tierra Azteca', 'candidate': 'Falafel Hut Village'}
{'statement': "You don't like cheap restaurants. Between La Pupusa Loka and Grappa Ristorante, you should go to Grappa Ristorante.", 'answer': 'Grappa Ristorante', 'candidate': 'La Pupusa Loka'}
{'statement': "You don't like cheap restaurants. Between Sushi Time Japanese Restaurant and Mirage Grill & Lounge, you should go to Mirage Grill & Lounge.", 'answer': 'Mirage Grill & Lounge', 'candidate': 'Sushi Time Japanese Restaurant'}
{'statement': "You don't like cheap restaurants. Between Basha Middle Eastern Grill and KFC, you should go to Basha Middle Eastern Grill.", 'answer': 'Basha Middle Eastern Grill', 'candidate': 'KFC'}
{'statement': "You don't like cheap restaurants. Between Delicious Paradise Kitchen and Basha Middle Eastern Grill, you should go to Basha Middle Eastern Grill.", 'answer': 'Basha Middle Eastern Grill', 'candidate': 'Delicious Paradise Kitchen'}
{'statement': "You don't like cheap restaurants. Between Nook and Aris Place, you should go to Nook.", 'answer': 'Nook', 'candidate': 'Aris Place'}
{'statement': "You don't like cheap restaurants. Between St. Clair Shawarma and Falafel and Paradise Farms Prime Beef Bistro, you should go to Paradise Farms Prime Beef Bistro.", 'answer': 'Paradise Farms Prime Beef Bistro', 'candidate': 'St. Clair Shawarma and Falafel'}
{'statement': "You don't like cheap restaurants. Between Sheriff Broaster Chicken and Edible Arrangements, you should go to Edible Arrangements.", 'answer': 'Edible Arrangements', 'candidate': 'Sheriff Broaster Chicken'}
{'statement': "You don't like cheap restaurants. Between Shawarma Twist and St. Louis Bar & Grill, you should go to St. Louis Bar & Grill.", 'answer': 'St. Louis Bar & Grill', 'candidate': 'Shawarma Twist'}
{'statement': "You don't like cheap restaurants. Between Lahore Grill & Fast Food and Sky Dragon Chinese Restaurant, you should go to Sky Dragon Chinese Restaurant.", 'answer': 'Sky Dragon Chinese Restaurant', 'candidate': 'Lahore Grill & Fast Food'}
{'statement': "You don't like cheap restaurants. Between Fit For Life and Sky Dragon Chinese Restaurant, you should go to Sky Dragon Chinese Restaurant.", 'answer': 'Sky Dragon Chinese Restaurant', 'candidate': 'Fit For Life'}
{'statement': "You don't like cheap restaurants. Between Watson's and Sushi World, you should go to Watson's.", 'answer': "Watson's", 'candidate': 'Sushi World'}
{'statement': "You don't like cheap restaurants. Between Eastern legend and Galata Cafe, you should go to Galata Cafe.", 'answer': 'Galata Cafe', 'candidate': 'Eastern legend'}
{'statement': "You don't like cheap restaurants. Between Bake Island and Tortería San Cosme, you should go to Tortería San Cosme.", 'answer': 'Tortería San Cosme', 'candidate': 'Bake Island'}
{'statement': "You don't like cheap restaurants. Between KFC and Phil's Original BBQ, you should go to Phil's Original BBQ.", 'answer': "Phil's Original BBQ", 'candidate': 'KFC'}
{'statement': "You don't like cheap restaurants. Between Itamae Ayce Sushi and Bonne Journee, you should go to Itamae Ayce Sushi.", 'answer': 'Itamae Ayce Sushi', 'candidate': 'Bonne Journee'}
{'statement': "You don't like cheap restaurants. Between Ici Bistro and Domino's Pizza, you should go to Ici Bistro.", 'answer': 'Ici Bistro', 'candidate': "Domino's Pizza"}
{'statement': "You don't like cheap restaurants. Between Evoo Ristorante and McDonald's, you should go to Evoo Ristorante.", 'answer': 'Evoo Ristorante', 'candidate': "McDonald's"}
{'statement': "You don't like cheap restaurants. Between Daily Press Juicery and Chick Fiesta, you should go to Daily Press Juicery.", 'answer': 'Daily Press Juicery', 'candidate': 'Chick Fiesta'}
{'statement': "You don't like cheap restaurants. Between Verona Restaurant and Carole's Cheesecake Cafe, you should go to Verona Restaurant.", 'answer': 'Verona Restaurant', 'candidate': "Carole's Cheesecake Cafe"}
{'statement': "You don't like cheap restaurants. Between Cafe Jules and Nook, you should go to Nook.", 'answer': 'Nook', 'candidate': 'Cafe Jules'}
{'statement': "You don't like cheap restaurants. Between Branca and Queen Slice, you should go to Branca.", 'answer': 'Branca', 'candidate': 'Queen Slice'}
{'statement': "You don't like cheap restaurants. Between Edible Arrangements and Goldstone Noodle Restaurant, you should go to Edible Arrangements.", 'answer': 'Edible Arrangements', 'candidate': 'Goldstone Noodle Restaurant'}
{'statement': "You don't like cheap restaurants. Between Hawthorne Food and Drink and Bonne Journee, you should go to Hawthorne Food and Drink.", 'answer': 'Hawthorne Food and Drink', 'candidate': 'Bonne Journee'}
{'statement': "You don't like cheap restaurants. Between Taste of Greek Cuisine and Ici Bistro, you should go to Ici Bistro.", 'answer': 'Ici Bistro', 'candidate': 'Taste of Greek Cuisine'}
{'statement': "You don't like cheap restaurants. Between Just Soups Take Out & Catering and Bao Bao Plus Dim Sum, you should go to Bao Bao Plus Dim Sum.", 'answer': 'Bao Bao Plus Dim Sum', 'candidate': 'Just Soups Take Out & Catering'}
{'statement': "You don't like cheap restaurants. Between Bonne Journee and Kibo Sushi House, you should go to Kibo Sushi House.", 'answer': 'Kibo Sushi House', 'candidate': 'Bonne Journee'}
{'statement': "You don't like cheap restaurants. Between Mysteriously Yours Dinner Theatre and Paradise Farms Prime Beef Bistro, you should go to Mysteriously Yours Dinner Theatre.", 'answer': 'Mysteriously Yours Dinner Theatre', 'candidate': 'Paradise Farms Prime Beef Bistro'}
{'statement': "You don't like cheap restaurants. Between EJ Sushi and Goldstone Noodle Restaurant, you should go to EJ Sushi.", 'answer': 'EJ Sushi', 'candidate': 'Goldstone Noodle Restaurant'}
{'statement': "You don't like cheap restaurants. Between Mövenpick Café and Aris Place, you should go to Mövenpick Café.", 'answer': 'Mövenpick Café', 'candidate': 'Aris Place'}
{'statement': "You don't like cheap restaurants. Between Sichuan Landscape Chinese Restaurant and Sweet Jesus, you should go to Sichuan Landscape Chinese Restaurant.", 'answer': 'Sichuan Landscape Chinese Restaurant', 'candidate': 'Sweet Jesus'}
{'statement': "You don't like cheap restaurants. Between Beryl's Pepper Pot and Nutella Cafe by Pusateri's, you should go to Nutella Cafe by Pusateri's.", 'answer': "Nutella Cafe by Pusateri's", 'candidate': "Beryl's Pepper Pot"}
{'statement': "You don't like cheap restaurants. Between Bao Bao Plus Dim Sum and Cake Opera, you should go to Cake Opera.", 'answer': 'Cake Opera', 'candidate': 'Bao Bao Plus Dim Sum'}
{'statement': "You don't like cheap restaurants. Between Falafel Hut Village and Ardor Bistro, you should go to Ardor Bistro.", 'answer': 'Ardor Bistro', 'candidate': 'Falafel Hut Village'}
