{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Kansas City, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a big city to visit. Between Kano and Nakhon Ratchasima, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Amsterdam, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Baghdad, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Phnom Penh, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a big city to visit. Between Melbourne and Caracas, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Caracas'}
{'statement': 'Someone is looking for a big city to visit. Between Lima and Abéché, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Abéché'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Ushuaia, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a big city to visit. Between Lima and Houston, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Rome, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a big city to visit. Between Yaoundé and Cabo San Lucas, this person should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Cabo San Lucas'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Omaha, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and San Juan, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Beirut, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Beirut'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Kuopio, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Kuopio'}
