{'statement': 'Someone is looking for a big city to visit. Between Chicago and Mandalay, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Mandalay'}
{'statement': 'Someone is looking for a big city to visit. Between Denver and Rabat, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Rabat'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Pontianak, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Pontianak'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Palmerston North, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Palmerston North'}
{'statement': 'Someone is looking for a big city to visit. Between Lima and Rome, this person should visit Lima.', 'answer': 'Lima', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Tirana, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Tirana'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Alexandria, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a big city to visit. Between Santiago and Ségou, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Vienna, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Vienna'}
{'statement': 'Someone is looking for a big city to visit. Between Lahore and Antsiranana, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Antsiranana'}
{'statement': 'Someone is looking for a big city to visit. Between Saint Petersburg and Hamilton, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Hamilton'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and San Juan, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Chihuahua, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Chihuahua'}
{'statement': 'Someone is looking for a big city to visit. Between Johannesburg and Ottawa, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Managua, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Dodoma, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Dodoma'}
{'statement': 'Someone is looking for a big city to visit. Between Addis Ababa and Upington, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Upington'}
