{'statement': "You don't like expensive restaurants. Between Mt Everest Restaurant and Sizzlers, you should go to Sizzlers.", 'answer': 'Sizzlers', 'candidate': 'Mt Everest Restaurant'}
{'statement': "You don't like expensive restaurants. Between Assembly Chef's Hall and Cafe Jules, you should go to Cafe Jules.", 'answer': 'Cafe Jules', 'candidate': "Assembly Chef's Hall"}
{'statement': "You don't like expensive restaurants. Between Grappa Ristorante and Anatolia Restaurant, you should go to Anatolia Restaurant.", 'answer': 'Anatolia Restaurant', 'candidate': 'Grappa Ristorante'}
{'statement': "You don't like expensive restaurants. Between Assembly Chef's Hall and Edible Arrangements, you should go to Assembly Chef's Hall.", 'answer': "Assembly Chef's Hall", 'candidate': 'Edible Arrangements'}
{'statement': "You don't like expensive restaurants. Between Adega Restaurante and La Pupusa Loka, you should go to La Pupusa Loka.", 'answer': 'La Pupusa Loka', 'candidate': 'Adega Restaurante'}
{'statement': "You don't like expensive restaurants. Between Cake Opera and Ardor Bistro, you should go to Ardor Bistro.", 'answer': 'Ardor Bistro', 'candidate': 'Cake Opera'}
{'statement': "You don't like expensive restaurants. Between El Fogón and New Bilan Restaurant, you should go to New Bilan Restaurant.", 'answer': 'New Bilan Restaurant', 'candidate': 'El Fogón'}
{'statement': "You don't like expensive restaurants. Between Nutella Cafe by Pusateri's and Harvey's, you should go to Harvey's.", 'answer': "Harvey's", 'candidate': "Nutella Cafe by Pusateri's"}
{'statement': "You don't like expensive restaurants. Between Ici Bistro and Le Papillon Park, you should go to Le Papillon Park.", 'answer': 'Le Papillon Park', 'candidate': 'Ici Bistro'}
{'statement': "You don't like expensive restaurants. Between Oxygen Restaurant & Lounge and Branca, you should go to Branca.", 'answer': 'Branca', 'candidate': 'Oxygen Restaurant & Lounge'}
{'statement': "You don't like expensive restaurants. Between Queen Slice and Pasta Pantry, you should go to Queen Slice.", 'answer': 'Queen Slice', 'candidate': 'Pasta Pantry'}
{'statement': "You don't like expensive restaurants. Between Evoo Ristorante and FreshCo, you should go to FreshCo.", 'answer': 'FreshCo', 'candidate': 'Evoo Ristorante'}
{'statement': "You don't like expensive restaurants. Between Green Room and Hawthorne Food and Drink, you should go to Green Room.", 'answer': 'Green Room', 'candidate': 'Hawthorne Food and Drink'}
{'statement': "You don't like expensive restaurants. Between La Cocina De Dona Luz and Adega Restaurante, you should go to La Cocina De Dona Luz.", 'answer': 'La Cocina De Dona Luz', 'candidate': 'Adega Restaurante'}
{'statement': "You don't like expensive restaurants. Between FreshCo and Green Room, you should go to Green Room.", 'answer': 'Green Room', 'candidate': 'FreshCo'}
{'statement': "You don't like expensive restaurants. Between The Duke of Devon and Falafel House, you should go to Falafel House.", 'answer': 'Falafel House', 'candidate': 'The Duke of Devon'}
{'statement': "You don't like expensive restaurants. Between La Pupusa Loka and Dinah's Cupboard, you should go to La Pupusa Loka.", 'answer': 'La Pupusa Loka', 'candidate': "Dinah's Cupboard"}
{'statement': "You don't like expensive restaurants. Between Tierra Azteca and Falafel Hut Village, you should go to Falafel Hut Village.", 'answer': 'Falafel Hut Village', 'candidate': 'Tierra Azteca'}
{'statement': "You don't like expensive restaurants. Between La Pupusa Loka and Grappa Ristorante, you should go to La Pupusa Loka.", 'answer': 'La Pupusa Loka', 'candidate': 'Grappa Ristorante'}
{'statement': "You don't like expensive restaurants. Between Mirage Grill & Lounge and Sushi Time Japanese Restaurant, you should go to Sushi Time Japanese Restaurant.", 'answer': 'Sushi Time Japanese Restaurant', 'candidate': 'Mirage Grill & Lounge'}
{'statement': "You don't like expensive restaurants. Between KFC and Basha Middle Eastern Grill, you should go to KFC.", 'answer': 'KFC', 'candidate': 'Basha Middle Eastern Grill'}
{'statement': "You don't like expensive restaurants. Between Delicious Paradise Kitchen and Basha Middle Eastern Grill, you should go to Delicious Paradise Kitchen.", 'answer': 'Delicious Paradise Kitchen', 'candidate': 'Basha Middle Eastern Grill'}
{'statement': "You don't like expensive restaurants. Between Aris Place and Nook, you should go to Aris Place.", 'answer': 'Aris Place', 'candidate': 'Nook'}
{'statement': "You don't like expensive restaurants. Between St. Clair Shawarma and Falafel and Paradise Farms Prime Beef Bistro, you should go to St. Clair Shawarma and Falafel.", 'answer': 'St. Clair Shawarma and Falafel', 'candidate': 'Paradise Farms Prime Beef Bistro'}
{'statement': "You don't like expensive restaurants. Between Sheriff Broaster Chicken and Edible Arrangements, you should go to Sheriff Broaster Chicken.", 'answer': 'Sheriff Broaster Chicken', 'candidate': 'Edible Arrangements'}
{'statement': "You don't like expensive restaurants. Between Shawarma Twist and St. Louis Bar & Grill, you should go to Shawarma Twist.", 'answer': 'Shawarma Twist', 'candidate': 'St. Louis Bar & Grill'}
{'statement': "You don't like expensive restaurants. Between Lahore Grill & Fast Food and Sky Dragon Chinese Restaurant, you should go to Lahore Grill & Fast Food.", 'answer': 'Lahore Grill & Fast Food', 'candidate': 'Sky Dragon Chinese Restaurant'}
{'statement': "You don't like expensive restaurants. Between Sky Dragon Chinese Restaurant and Fit For Life, you should go to Fit For Life.", 'answer': 'Fit For Life', 'candidate': 'Sky Dragon Chinese Restaurant'}
{'statement': "You don't like expensive restaurants. Between Sushi World and Watson's, you should go to Sushi World.", 'answer': 'Sushi World', 'candidate': "Watson's"}
{'statement': "You don't like expensive restaurants. Between Galata Cafe and Eastern legend, you should go to Eastern legend.", 'answer': 'Eastern legend', 'candidate': 'Galata Cafe'}
{'statement': "You don't like expensive restaurants. Between Tortería San Cosme and Bake Island, you should go to Bake Island.", 'answer': 'Bake Island', 'candidate': 'Tortería San Cosme'}
{'statement': "You don't like expensive restaurants. Between Phil's Original BBQ and KFC, you should go to KFC.", 'answer': 'KFC', 'candidate': "Phil's Original BBQ"}
{'statement': "You don't like expensive restaurants. Between Bonne Journee and Itamae Ayce Sushi, you should go to Bonne Journee.", 'answer': 'Bonne Journee', 'candidate': 'Itamae Ayce Sushi'}
{'statement': "You don't like expensive restaurants. Between Domino's Pizza and Ici Bistro, you should go to Domino's Pizza.", 'answer': "Domino's Pizza", 'candidate': 'Ici Bistro'}
{'statement': "You don't like expensive restaurants. Between McDonald's and Evoo Ristorante, you should go to McDonald's.", 'answer': "McDonald's", 'candidate': 'Evoo Ristorante'}
{'statement': "You don't like expensive restaurants. Between Chick Fiesta and Daily Press Juicery, you should go to Chick Fiesta.", 'answer': 'Chick Fiesta', 'candidate': 'Daily Press Juicery'}
{'statement': "You don't like expensive restaurants. Between Verona Restaurant and Carole's Cheesecake Cafe, you should go to Carole's Cheesecake Cafe.", 'answer': "Carole's Cheesecake Cafe", 'candidate': 'Verona Restaurant'}
{'statement': "You don't like expensive restaurants. Between Cafe Jules and Nook, you should go to Cafe Jules.", 'answer': 'Cafe Jules', 'candidate': 'Nook'}
{'statement': "You don't like expensive restaurants. Between Branca and Queen Slice, you should go to Queen Slice.", 'answer': 'Queen Slice', 'candidate': 'Branca'}
{'statement': "You don't like expensive restaurants. Between Goldstone Noodle Restaurant and Edible Arrangements, you should go to Goldstone Noodle Restaurant.", 'answer': 'Goldstone Noodle Restaurant', 'candidate': 'Edible Arrangements'}
{'statement': "You don't like expensive restaurants. Between Hawthorne Food and Drink and Bonne Journee, you should go to Bonne Journee.", 'answer': 'Bonne Journee', 'candidate': 'Hawthorne Food and Drink'}
{'statement': "You don't like expensive restaurants. Between Taste of Greek Cuisine and Ici Bistro, you should go to Taste of Greek Cuisine.", 'answer': 'Taste of Greek Cuisine', 'candidate': 'Ici Bistro'}
{'statement': "You don't like expensive restaurants. Between Bao Bao Plus Dim Sum and Just Soups Take Out & Catering, you should go to Just Soups Take Out & Catering.", 'answer': 'Just Soups Take Out & Catering', 'candidate': 'Bao Bao Plus Dim Sum'}
{'statement': "You don't like expensive restaurants. Between Bonne Journee and Kibo Sushi House, you should go to Bonne Journee.", 'answer': 'Bonne Journee', 'candidate': 'Kibo Sushi House'}
{'statement': "You don't like expensive restaurants. Between Paradise Farms Prime Beef Bistro and Mysteriously Yours Dinner Theatre, you should go to Paradise Farms Prime Beef Bistro.", 'answer': 'Paradise Farms Prime Beef Bistro', 'candidate': 'Mysteriously Yours Dinner Theatre'}
{'statement': "You don't like expensive restaurants. Between EJ Sushi and Goldstone Noodle Restaurant, you should go to Goldstone Noodle Restaurant.", 'answer': 'Goldstone Noodle Restaurant', 'candidate': 'EJ Sushi'}
{'statement': "You don't like expensive restaurants. Between Aris Place and Mövenpick Café, you should go to Aris Place.", 'answer': 'Aris Place', 'candidate': 'Mövenpick Café'}
{'statement': "You don't like expensive restaurants. Between Sweet Jesus and Sichuan Landscape Chinese Restaurant, you should go to Sweet Jesus.", 'answer': 'Sweet Jesus', 'candidate': 'Sichuan Landscape Chinese Restaurant'}
{'statement': "You don't like expensive restaurants. Between Nutella Cafe by Pusateri's and Beryl's Pepper Pot, you should go to Beryl's Pepper Pot.", 'answer': "Beryl's Pepper Pot", 'candidate': "Nutella Cafe by Pusateri's"}
{'statement': "You don't like expensive restaurants. Between Bao Bao Plus Dim Sum and Cake Opera, you should go to Bao Bao Plus Dim Sum.", 'answer': 'Bao Bao Plus Dim Sum', 'candidate': 'Cake Opera'}
{'statement': "You don't like expensive restaurants. Between Falafel Hut Village and Ardor Bistro, you should go to Falafel Hut Village.", 'answer': 'Falafel Hut Village', 'candidate': 'Ardor Bistro'}
