{'statement': 'Someone is looking for a city with warm weather. Between Suva and Berlin, this person should visit Suva.', 'answer': 'Suva', 'candidate': 'Berlin'}
{'statement': 'Someone is looking for a city with warm weather. Between Manaus and Minneapolis, this person should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Cotonou and Tashkent, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a city with warm weather. Between Beirut and Frankfurt, this person should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Frankfurt'}
{'statement': 'Someone is looking for a city with warm weather. Between Toamasina and Minneapolis, this person should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between La Serena and Ulaanbaatar, this person should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Willemstad and Belgrade, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Belgrade'}
{'statement': 'Someone is looking for a city with warm weather. Between Toliara and Saint Petersburg, this person should visit Toliara.', 'answer': 'Toliara', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Lomé and Bishkek, this person should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a city with warm weather. Between Bujumbura and Hobart, this person should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a city with warm weather. Between Port Sudan and Campos do Jordão, this person should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Campos do Jordão'}
{'statement': 'Someone is looking for a city with warm weather. Between Lagos and Shanghai, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a city with warm weather. Between La Paz and Saint Petersburg, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Jakarta and Johannesburg, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a city with warm weather. Between Monterrey and Yakutsk, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Kathmandu and Irkutsk, this person should visit Kathmandu.', 'answer': 'Kathmandu', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Mahajanga and Beijing, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a city with warm weather. Between Johannesburg and Saskatoon, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between La Ceiba and Chicago, this person should visit La Ceiba.', 'answer': 'La Ceiba', 'candidate': 'Chicago'}
