{'statement': 'Someone is looking for a small city to visit. Between Córdoba and Bogotá, this person should visit Córdoba.', 'answer': 'Córdoba', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a small city to visit. Between Medellín and Cape Town, this person should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Medellín'}
{'statement': 'Someone is looking for a small city to visit. Between Chicago and Guadalajara, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a small city to visit. Between Ürümqi and Baghdad, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a small city to visit. Between Lagos and Minneapolis, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a small city to visit. Between Honolulu and Kabul, this person should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a small city to visit. Between Harare and Guadalajara, this person should visit Harare.', 'answer': 'Harare', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a small city to visit. Between Baghdad and Wau, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a small city to visit. Between Nouakchott and Sydney, this person should visit Nouakchott.', 'answer': 'Nouakchott', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Córdoba, this person should visit Córdoba.', 'answer': 'Córdoba', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Denpasar and Saint Petersburg, this person should visit Denpasar.', 'answer': 'Denpasar', 'candidate': 'Saint Petersburg'}
{'statement': 'Someone is looking for a small city to visit. Between Makurdi and Houston, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Kabul and Mendoza, this person should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a small city to visit. Between Bishkek and Los Angeles, this person should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Napier and Kunming, this person should visit Napier.', 'answer': 'Napier', 'candidate': 'Kunming'}
