{'statement': 'You are looking for a city with cold weather. Between Anchorage and Tampa, you should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Tampa'}
{'statement': 'You are looking for a city with cold weather. Between Benghazi and Yakutsk, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Benghazi'}
{'statement': 'You are looking for a city with cold weather. Between Pittsburgh and Dodoma, you should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Dodoma'}
{'statement': 'You are looking for a city with cold weather. Between Sucre and Barranquilla, you should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Barranquilla'}
{'statement': 'You are looking for a city with cold weather. Between Bujumbura and Almaty, you should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Bujumbura'}
{'statement': 'You are looking for a city with cold weather. Between Baltimore and Bangui, you should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Bangui'}
{'statement': 'You are looking for a city with cold weather. Between Monterrey and Brussels, you should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a city with cold weather. Between Willemstad and Antofagasta, you should visit Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Willemstad'}
{'statement': 'You are looking for a city with cold weather. Between Lomé and Almaty, you should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Lomé'}
{'statement': 'You are looking for a city with cold weather. Between Palmerston North and Juba, you should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Juba'}
{'statement': 'You are looking for a city with cold weather. Between Punta Arenas and San Salvador, you should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'San Salvador'}
{'statement': 'You are looking for a city with cold weather. Between Belgrade and Garissa, you should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Garissa'}
