{'statement': 'You are looking for a city with warm weather. Between Mahajanga and Bahía Blanca, you should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Bahía Blanca'}
{'statement': 'You are looking for a city with warm weather. Between Ségou and Tirana, you should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Tirana'}
{'statement': 'You are looking for a city with warm weather. Between Yaoundé and Zürich, you should visit Yaoundé.', 'answer': 'Yaoundé', 'candidate': 'Zürich'}
{'statement': 'You are looking for a city with warm weather. Between Buenos Aires and Ürümqi, you should visit Buenos Aires.', 'answer': 'Buenos Aires', 'candidate': 'Ürümqi'}
{'statement': 'You are looking for a city with warm weather. Between Manila and Asmara, you should visit Manila.', 'answer': 'Manila', 'candidate': 'Asmara'}
{'statement': 'You are looking for a city with warm weather. Between Panama City and Pittsburgh, you should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Pittsburgh'}
{'statement': 'You are looking for a city with warm weather. Between Kingston and Bogotá, you should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Bogotá'}
{'statement': 'You are looking for a city with warm weather. Between Douala and Anchorage, you should visit Douala.', 'answer': 'Douala', 'candidate': 'Anchorage'}
{'statement': 'You are looking for a city with warm weather. Between Brisbane and Oslo, you should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Oslo'}
{'statement': 'You are looking for a city with warm weather. Between Darwin and Saskatoon, you should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Saskatoon'}
{'statement': 'You are looking for a city with warm weather. Between Dar es Salaam and Paris, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Paris'}
{'statement': 'You are looking for a city with warm weather. Between San Antonio and Irkutsk, you should visit San Antonio.', 'answer': 'San Antonio', 'candidate': 'Irkutsk'}
{'statement': 'You are looking for a city with warm weather. Between Mombasa and Johannesburg, you should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a city with warm weather. Between Caracas and London, you should visit Caracas.', 'answer': 'Caracas', 'candidate': 'London'}
