{'statement': 'You are looking for a city with cold weather. Between Bamako and Dublin, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Bamako'}
{'statement': 'You are looking for a city with cold weather. Between Bamako and Reykjavík, you should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Bamako'}
{'statement': 'You are looking for a city with cold weather. Between Mendoza and Ushuaia, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Mendoza'}
{'statement': 'You are looking for a city with cold weather. Between Monterrey and Minsk, you should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a city with cold weather. Between Alexandria and Suwałki, you should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Alexandria'}
{'statement': 'You are looking for a city with cold weather. Between Port Sudan and Pretoria, you should visit Pretoria.', 'answer': 'Pretoria', 'candidate': 'Port Sudan'}
{'statement': 'You are looking for a city with cold weather. Between Suva and Bratislava, you should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Suva'}
{'statement': 'You are looking for a city with cold weather. Between Abéché and Podgorica, you should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Abéché'}
{'statement': 'You are looking for a city with cold weather. Between Hamilton and Fairbanks, you should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Hamilton'}
{'statement': 'You are looking for a city with cold weather. Between Bamako and Mendoza, you should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Bamako'}
{'statement': 'You are looking for a city with cold weather. Between Beirut and Vladivostok, you should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Beirut'}
{'statement': 'You are looking for a city with cold weather. Between Honolulu and La Serena, you should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Honolulu'}
{'statement': 'You are looking for a city with cold weather. Between Bangkok and Bratislava, you should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Bangkok'}
{'statement': 'You are looking for a city with cold weather. Between Antsiranana and Yinchuan, you should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Antsiranana'}
{'statement': 'You are looking for a city with cold weather. Between Makurdi and Johannesburg, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Makurdi'}
