{'statement': 'You are looking for a city with cold weather. Between Garoua and Belgrade, you should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Garoua'}
{'statement': 'You are looking for a city with cold weather. Between Cayenne and Kansas City, you should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'Cayenne'}
{'statement': 'You are looking for a city with cold weather. Between Paramaribo and Kunming, you should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Paramaribo'}
{'statement': 'You are looking for a city with cold weather. Between Sokoto and Cape Town, you should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Sokoto'}
{'statement': 'You are looking for a city with cold weather. Between La Paz and Novosibirsk, you should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'La Paz'}
{'statement': 'You are looking for a city with cold weather. Between Antsiranana and Melbourne, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Antsiranana'}
{'statement': 'You are looking for a city with cold weather. Between Goiânia and Vienna, you should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Goiânia'}
{'statement': 'You are looking for a city with cold weather. Between Djibouti and Lhasa, you should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Djibouti'}
{'statement': 'You are looking for a city with cold weather. Between Tamanrasset and Zürich, you should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Tamanrasset'}
{'statement': 'You are looking for a city with cold weather. Between Abéché and Cape Town, you should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Abéché'}
{'statement': 'You are looking for a city with cold weather. Between Makurdi and Podgorica, you should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Makurdi'}
{'statement': 'You are looking for a city with cold weather. Between Ouahigouya and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a city with cold weather. Between Wau and Dublin, you should visit Dublin.', 'answer': 'Dublin', 'candidate': 'Wau'}
