{'statement': "I don't like cheap restaurants. Between Sizzlers and Mt Everest Restaurant, I should go to Mt Everest Restaurant.", 'answer': 'Mt Everest Restaurant', 'candidate': 'Sizzlers'}
{'statement': "I don't like cheap restaurants. Between Viccino Pizzeria and Queen Slice, I should go to Viccino Pizzeria.", 'answer': 'Viccino Pizzeria', 'candidate': 'Queen Slice'}
{'statement': "I don't like cheap restaurants. Between Goldstone Noodle Restaurant and Hapa Toronto, I should go to Hapa Toronto.", 'answer': 'Hapa Toronto', 'candidate': 'Goldstone Noodle Restaurant'}
{'statement': "I don't like cheap restaurants. Between Milo's Pita and Oxygen Restaurant & Lounge, I should go to Oxygen Restaurant & Lounge.", 'answer': 'Oxygen Restaurant & Lounge', 'candidate': "Milo's Pita"}
{'statement': "I don't like cheap restaurants. Between Cafe Jules and Assembly Chef's Hall, I should go to Assembly Chef's Hall.", 'answer': "Assembly Chef's Hall", 'candidate': 'Cafe Jules'}
{'statement': "I don't like cheap restaurants. Between Grappa Ristorante and Anatolia Restaurant, I should go to Grappa Ristorante.", 'answer': 'Grappa Ristorante', 'candidate': 'Anatolia Restaurant'}
{'statement': "I don't like cheap restaurants. Between Edible Arrangements and Assembly Chef's Hall, I should go to Edible Arrangements.", 'answer': 'Edible Arrangements', 'candidate': "Assembly Chef's Hall"}
{'statement': "I don't like cheap restaurants. Between La Pupusa Loka and Adega Restaurante, I should go to Adega Restaurante.", 'answer': 'Adega Restaurante', 'candidate': 'La Pupusa Loka'}
{'statement': "I don't like cheap restaurants. Between Ardor Bistro and Cake Opera, I should go to Cake Opera.", 'answer': 'Cake Opera', 'candidate': 'Ardor Bistro'}
{'statement': "I don't like cheap restaurants. Between El Fogón and New Bilan Restaurant, I should go to El Fogón.", 'answer': 'El Fogón', 'candidate': 'New Bilan Restaurant'}
{'statement': "I don't like cheap restaurants. Between Harvey's and Nutella Cafe by Pusateri's, I should go to Nutella Cafe by Pusateri's.", 'answer': "Nutella Cafe by Pusateri's", 'candidate': "Harvey's"}
{'statement': "I don't like cheap restaurants. Between Le Papillon Park and Ici Bistro, I should go to Ici Bistro.", 'answer': 'Ici Bistro', 'candidate': 'Le Papillon Park'}
{'statement': "I don't like cheap restaurants. Between Oxygen Restaurant & Lounge and Branca, I should go to Oxygen Restaurant & Lounge.", 'answer': 'Oxygen Restaurant & Lounge', 'candidate': 'Branca'}
{'statement': "I don't like cheap restaurants. Between Queen Slice and Pasta Pantry, I should go to Pasta Pantry.", 'answer': 'Pasta Pantry', 'candidate': 'Queen Slice'}
{'statement': "I don't like cheap restaurants. Between FreshCo and Evoo Ristorante, I should go to Evoo Ristorante.", 'answer': 'Evoo Ristorante', 'candidate': 'FreshCo'}
{'statement': "I don't like cheap restaurants. Between Green Room and Hawthorne Food and Drink, I should go to Hawthorne Food and Drink.", 'answer': 'Hawthorne Food and Drink', 'candidate': 'Green Room'}
{'statement': "I don't like cheap restaurants. Between La Cocina De Dona Luz and Adega Restaurante, I should go to Adega Restaurante.", 'answer': 'Adega Restaurante', 'candidate': 'La Cocina De Dona Luz'}
{'statement': "I don't like cheap restaurants. Between FreshCo and Green Room, I should go to FreshCo.", 'answer': 'FreshCo', 'candidate': 'Green Room'}
{'statement': "I don't like cheap restaurants. Between Falafel House and The Duke of Devon, I should go to The Duke of Devon.", 'answer': 'The Duke of Devon', 'candidate': 'Falafel House'}
{'statement': "I don't like cheap restaurants. Between La Pupusa Loka and Dinah's Cupboard, I should go to Dinah's Cupboard.", 'answer': "Dinah's Cupboard", 'candidate': 'La Pupusa Loka'}
{'statement': "I don't like cheap restaurants. Between Tierra Azteca and Falafel Hut Village, I should go to Tierra Azteca.", 'answer': 'Tierra Azteca', 'candidate': 'Falafel Hut Village'}
{'statement': "I don't like cheap restaurants. Between La Pupusa Loka and Grappa Ristorante, I should go to Grappa Ristorante.", 'answer': 'Grappa Ristorante', 'candidate': 'La Pupusa Loka'}
{'statement': "I don't like cheap restaurants. Between Mirage Grill & Lounge and Sushi Time Japanese Restaurant, I should go to Mirage Grill & Lounge.", 'answer': 'Mirage Grill & Lounge', 'candidate': 'Sushi Time Japanese Restaurant'}
{'statement': "I don't like cheap restaurants. Between KFC and Basha Middle Eastern Grill, I should go to Basha Middle Eastern Grill.", 'answer': 'Basha Middle Eastern Grill', 'candidate': 'KFC'}
{'statement': "I don't like cheap restaurants. Between Delicious Paradise Kitchen and Basha Middle Eastern Grill, I should go to Basha Middle Eastern Grill.", 'answer': 'Basha Middle Eastern Grill', 'candidate': 'Delicious Paradise Kitchen'}
{'statement': "I don't like cheap restaurants. Between Nook and Aris Place, I should go to Nook.", 'answer': 'Nook', 'candidate': 'Aris Place'}
{'statement': "I don't like cheap restaurants. Between Paradise Farms Prime Beef Bistro and St. Clair Shawarma and Falafel, I should go to Paradise Farms Prime Beef Bistro.", 'answer': 'Paradise Farms Prime Beef Bistro', 'candidate': 'St. Clair Shawarma and Falafel'}
{'statement': "I don't like cheap restaurants. Between Edible Arrangements and Sheriff Broaster Chicken, I should go to Edible Arrangements.", 'answer': 'Edible Arrangements', 'candidate': 'Sheriff Broaster Chicken'}
{'statement': "I don't like cheap restaurants. Between Shawarma Twist and St. Louis Bar & Grill, I should go to St. Louis Bar & Grill.", 'answer': 'St. Louis Bar & Grill', 'candidate': 'Shawarma Twist'}
{'statement': "I don't like cheap restaurants. Between Sky Dragon Chinese Restaurant and Lahore Grill & Fast Food, I should go to Sky Dragon Chinese Restaurant.", 'answer': 'Sky Dragon Chinese Restaurant', 'candidate': 'Lahore Grill & Fast Food'}
{'statement': "I don't like cheap restaurants. Between Fit For Life and Sky Dragon Chinese Restaurant, I should go to Sky Dragon Chinese Restaurant.", 'answer': 'Sky Dragon Chinese Restaurant', 'candidate': 'Fit For Life'}
{'statement': "I don't like cheap restaurants. Between Watson's and Sushi World, I should go to Watson's.", 'answer': "Watson's", 'candidate': 'Sushi World'}
{'statement': "I don't like cheap restaurants. Between Eastern legend and Galata Cafe, I should go to Galata Cafe.", 'answer': 'Galata Cafe', 'candidate': 'Eastern legend'}
{'statement': "I don't like cheap restaurants. Between Bake Island and Tortería San Cosme, I should go to Tortería San Cosme.", 'answer': 'Tortería San Cosme', 'candidate': 'Bake Island'}
{'statement': "I don't like cheap restaurants. Between KFC and Phil's Original BBQ, I should go to Phil's Original BBQ.", 'answer': "Phil's Original BBQ", 'candidate': 'KFC'}
{'statement': "I don't like cheap restaurants. Between Bonne Journee and Itamae Ayce Sushi, I should go to Itamae Ayce Sushi.", 'answer': 'Itamae Ayce Sushi', 'candidate': 'Bonne Journee'}
{'statement': "I don't like cheap restaurants. Between Ici Bistro and Domino's Pizza, I should go to Ici Bistro.", 'answer': 'Ici Bistro', 'candidate': "Domino's Pizza"}
{'statement': "I don't like cheap restaurants. Between McDonald's and Evoo Ristorante, I should go to Evoo Ristorante.", 'answer': 'Evoo Ristorante', 'candidate': "McDonald's"}
{'statement': "I don't like cheap restaurants. Between Daily Press Juicery and Chick Fiesta, I should go to Daily Press Juicery.", 'answer': 'Daily Press Juicery', 'candidate': 'Chick Fiesta'}
{'statement': "I don't like cheap restaurants. Between Carole's Cheesecake Cafe and Verona Restaurant, I should go to Verona Restaurant.", 'answer': 'Verona Restaurant', 'candidate': "Carole's Cheesecake Cafe"}
{'statement': "I don't like cheap restaurants. Between Nook and Cafe Jules, I should go to Nook.", 'answer': 'Nook', 'candidate': 'Cafe Jules'}
{'statement': "I don't like cheap restaurants. Between Queen Slice and Branca, I should go to Branca.", 'answer': 'Branca', 'candidate': 'Queen Slice'}
{'statement': "I don't like cheap restaurants. Between Edible Arrangements and Goldstone Noodle Restaurant, I should go to Edible Arrangements.", 'answer': 'Edible Arrangements', 'candidate': 'Goldstone Noodle Restaurant'}
{'statement': "I don't like cheap restaurants. Between Bonne Journee and Hawthorne Food and Drink, I should go to Hawthorne Food and Drink.", 'answer': 'Hawthorne Food and Drink', 'candidate': 'Bonne Journee'}
{'statement': "I don't like cheap restaurants. Between Ici Bistro and Taste of Greek Cuisine, I should go to Ici Bistro.", 'answer': 'Ici Bistro', 'candidate': 'Taste of Greek Cuisine'}
{'statement': "I don't like cheap restaurants. Between Bao Bao Plus Dim Sum and Just Soups Take Out & Catering, I should go to Bao Bao Plus Dim Sum.", 'answer': 'Bao Bao Plus Dim Sum', 'candidate': 'Just Soups Take Out & Catering'}
{'statement': "I don't like cheap restaurants. Between Bonne Journee and Kibo Sushi House, I should go to Kibo Sushi House.", 'answer': 'Kibo Sushi House', 'candidate': 'Bonne Journee'}
{'statement': "I don't like cheap restaurants. Between Paradise Farms Prime Beef Bistro and Mysteriously Yours Dinner Theatre, I should go to Mysteriously Yours Dinner Theatre.", 'answer': 'Mysteriously Yours Dinner Theatre', 'candidate': 'Paradise Farms Prime Beef Bistro'}
{'statement': "I don't like cheap restaurants. Between Goldstone Noodle Restaurant and EJ Sushi, I should go to EJ Sushi.", 'answer': 'EJ Sushi', 'candidate': 'Goldstone Noodle Restaurant'}
{'statement': "I don't like cheap restaurants. Between Mövenpick Café and Aris Place, I should go to Mövenpick Café.", 'answer': 'Mövenpick Café', 'candidate': 'Aris Place'}
{'statement': "I don't like cheap restaurants. Between Sweet Jesus and Sichuan Landscape Chinese Restaurant, I should go to Sichuan Landscape Chinese Restaurant.", 'answer': 'Sichuan Landscape Chinese Restaurant', 'candidate': 'Sweet Jesus'}
{'statement': "I don't like cheap restaurants. Between Beryl's Pepper Pot and Nutella Cafe by Pusateri's, I should go to Nutella Cafe by Pusateri's.", 'answer': "Nutella Cafe by Pusateri's", 'candidate': "Beryl's Pepper Pot"}
{'statement': "I don't like cheap restaurants. Between Cake Opera and Bao Bao Plus Dim Sum, I should go to Cake Opera.", 'answer': 'Cake Opera', 'candidate': 'Bao Bao Plus Dim Sum'}
{'statement': "I don't like cheap restaurants. Between Falafel Hut Village and Ardor Bistro, I should go to Ardor Bistro.", 'answer': 'Ardor Bistro', 'candidate': 'Falafel Hut Village'}
