{'statement': 'You are looking for a city with cold weather. Between Suva and Berlin, you should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Suva'}
{'statement': 'You are looking for a city with cold weather. Between Toliara and Saint Petersburg, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Toliara'}
{'statement': 'You are looking for a city with cold weather. Between Lomé and Bishkek, you should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Lomé'}
{'statement': 'You are looking for a city with cold weather. Between Bujumbura and Hobart, you should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Bujumbura'}
{'statement': 'You are looking for a city with cold weather. Between Port Sudan and Campos do Jordão, you should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Port Sudan'}
{'statement': 'You are looking for a city with cold weather. Between Lagos and Shanghai, you should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Lagos'}
{'statement': 'You are looking for a city with cold weather. Between La Paz and Saint Petersburg, you should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'La Paz'}
{'statement': 'You are looking for a city with cold weather. Between Jakarta and Johannesburg, you should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Jakarta'}
{'statement': 'You are looking for a city with cold weather. Between Monterrey and Yakutsk, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Monterrey'}
{'statement': 'You are looking for a city with cold weather. Between Kathmandu and Irkutsk, you should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Kathmandu'}
{'statement': 'You are looking for a city with cold weather. Between Mahajanga and Beijing, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a city with cold weather. Between Johannesburg and Saskatoon, you should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Johannesburg'}
{'statement': 'You are looking for a city with cold weather. Between La Ceiba and Chicago, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'La Ceiba'}
