{'statement': 'Someone is looking for a city with warm weather. Between Cotonou and Canberra, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a city with warm weather. Between Ottawa and Vientiane, this person should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a city with warm weather. Between Denpasar and Moscow, this person should visit Denpasar.', 'answer': 'Denpasar', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between Denver and Maputo, this person should visit Maputo.', 'answer': 'Maputo', 'candidate': 'Denver'}
{'statement': 'Someone is looking for a city with warm weather. Between Mombasa and Minneapolis, this person should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Barranquilla and Fukuoka, this person should visit Barranquilla.', 'answer': 'Barranquilla', 'candidate': 'Fukuoka'}
{'statement': 'Someone is looking for a city with warm weather. Between Fairbanks and Zagreb, this person should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Zürich and Phnom Penh, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a city with warm weather. Between Palembang and Yinchuan, this person should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a city with warm weather. Between Beijing and Karachi, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Beijing'}
{'statement': 'Someone is looking for a city with warm weather. Between Dodoma and Chicago, this person should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a city with warm weather. Between Brussels and Kingston, this person should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a city with warm weather. Between Willemstad and Sapporo, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a city with warm weather. Between Auckland and Vladivostok, this person should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between La Paz and Canberra, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a city with warm weather. Between Garissa and Baku, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Baku'}
{'statement': 'Someone is looking for a city with warm weather. Between Sapporo and Pontianak, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a city with warm weather. Between Melbourne and Mombasa, this person should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a city with warm weather. Between Indianapolis and Cotonou, this person should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Indianapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Zagreb and San Juan, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Zagreb'}
