{'statement': 'Someone is looking for a small city to visit. Between Baghdad and Ségou, this person should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a small city to visit. Between Paris and Ségou, this person should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a small city to visit. Between Kabul and Sokoto, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a small city to visit. Between Tashkent and Ségou, this person should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a small city to visit. Between Sydney and Ottawa, this person should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Sydney'}
{'statement': 'Someone is looking for a small city to visit. Between Kano and Thiès, this person should visit Thiès.', 'answer': 'Thiès', 'candidate': 'Kano'}
{'statement': 'Someone is looking for a small city to visit. Between Alexandria and Bahía Blanca, this person should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Brisbane, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Baghdad and Abéché, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a small city to visit. Between Riyadh and Garissa, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a small city to visit. Between Manila and Ottawa, this person should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Los Angeles and Brasília, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between Luanda and La Paz, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Luanda'}
{'statement': 'Someone is looking for a small city to visit. Between Jakarta and Lviv, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Baku and Punta Arenas, this person should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Baku'}
{'statement': 'Someone is looking for a small city to visit. Between Tashkent and Christchurch, this person should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Tashkent'}
