{'statement': 'Someone is looking for a city with cold weather. Between Sokoto and Auckland, this person should visit Auckland.', 'answer': 'Auckland', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a city with cold weather. Between Mexicali and Bratislava, this person should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a city with cold weather. Between Bamako and La Serena, this person should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Bamako'}
{'statement': 'Someone is looking for a city with cold weather. Between Darwin and Rabat, this person should visit Rabat.', 'answer': 'Rabat', 'candidate': 'Darwin'}
{'statement': 'Someone is looking for a city with cold weather. Between Juba and Damascus, this person should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Juba'}
{'statement': 'Someone is looking for a city with cold weather. Between Makurdi and Omaha, this person should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Makurdi'}
{'statement': 'Someone is looking for a city with cold weather. Between Riyadh and Almaty, this person should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a city with cold weather. Between Bujumbura and Toronto, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Bujumbura'}
{'statement': 'Someone is looking for a city with cold weather. Between Malabo and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Malabo'}
{'statement': 'Someone is looking for a city with cold weather. Between Juba and Algiers, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Juba'}
{'statement': 'Someone is looking for a city with cold weather. Between Kuwait City and Ljubljana, this person should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Kuwait City'}
{'statement': 'Someone is looking for a city with cold weather. Between La Paz and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a city with cold weather. Between Wau and Reykjavík, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a city with cold weather. Between Bratislava and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a city with cold weather. Between Hanoi and Chicago, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a city with cold weather. Between Managua and Damascus, this person should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a city with cold weather. Between Cabo San Lucas and Paris, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Cabo San Lucas'}
{'statement': 'Someone is looking for a city with cold weather. Between Managua and Rome, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a city with cold weather. Between Port-Gentil and Reykjavík, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Port-Gentil'}
{'statement': 'Someone is looking for a city with cold weather. Between Port Sudan and Minneapolis, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Port Sudan'}
