{'statement': 'Someone is looking for a city with warm weather. Between Aden and Milan, this person should visit Aden.', 'answer': 'Aden', 'candidate': 'Milan'}
{'statement': 'Someone is looking for a city with warm weather. Between Rangpur and Zürich, this person should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a city with warm weather. Between Makurdi and Moscow, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a city with warm weather. Between Damascus and Ulaanbaatar, this person should visit Damascus.', 'answer': 'Damascus', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Toronto, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a city with warm weather. Between Beirut and Yakutsk, this person should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Brasília and Lhasa, this person should visit Brasília.', 'answer': 'Brasília', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a city with warm weather. Between Muscat and Minneapolis, this person should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Asmara and Reykjavík, this person should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a city with warm weather. Between Pontianak and Sacramento, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Sacramento'}
{'statement': 'Someone is looking for a city with warm weather. Between San José and Zürich, this person should visit San José.', 'answer': 'San José', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a city with warm weather. Between Garissa and Viedma, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Viedma'}
{'statement': 'Someone is looking for a city with warm weather. Between Niamey and Frankfurt, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Frankfurt'}
{'statement': 'Someone is looking for a city with warm weather. Between La Paz and Ankara, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a city with warm weather. Between Cairo and London, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'London'}
{'statement': 'Someone is looking for a city with warm weather. Between Antsiranana and Albuquerque, this person should visit Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Albuquerque'}
{'statement': 'Someone is looking for a city with warm weather. Between Palermo and Saskatoon, this person should visit Palermo.', 'answer': 'Palermo', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between El Paso and Lviv, this person should visit El Paso.', 'answer': 'El Paso', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a city with warm weather. Between Phnom Penh and Irkutsk, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Panama City and Boise, this person should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Boise'}
{'statement': 'Someone is looking for a city with warm weather. Between Manaus and Nur-Sultan, this person should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Nur-Sultan'}
