{'statement': "I'm looking for an affordable restaurant. Between Mt Everest Restaurant and Sizzlers, I should go to Sizzlers.", 'answer': 'Sizzlers', 'candidate': 'Mt Everest Restaurant'}
{'statement': "I'm looking for an affordable restaurant. Between KFC and Harvey's, I should go to KFC.", 'answer': 'KFC', 'candidate': "Harvey's"}
{'statement': "I'm looking for an affordable restaurant. Between Sky Dragon Chinese Restaurant and Bagel Nash, I should go to Bagel Nash.", 'answer': 'Bagel Nash', 'candidate': 'Sky Dragon Chinese Restaurant'}
{'statement': "I'm looking for an affordable restaurant. Between Viccino Pizzeria and Queen Slice, I should go to Queen Slice.", 'answer': 'Queen Slice', 'candidate': 'Viccino Pizzeria'}
{'statement': "I'm looking for an affordable restaurant. Between Hapa Toronto and Goldstone Noodle Restaurant, I should go to Goldstone Noodle Restaurant.", 'answer': 'Goldstone Noodle Restaurant', 'candidate': 'Hapa Toronto'}
{'statement': "I'm looking for an affordable restaurant. Between Milo's Pita and Oxygen Restaurant & Lounge, I should go to Milo's Pita.", 'answer': "Milo's Pita", 'candidate': 'Oxygen Restaurant & Lounge'}
{'statement': "I'm looking for an affordable restaurant. Between Cafe Jules and Assembly Chef's Hall, I should go to Cafe Jules.", 'answer': 'Cafe Jules', 'candidate': "Assembly Chef's Hall"}
{'statement': "I'm looking for an affordable restaurant. Between Anatolia Restaurant and Grappa Ristorante, I should go to Anatolia Restaurant.", 'answer': 'Anatolia Restaurant', 'candidate': 'Grappa Ristorante'}
{'statement': "I'm looking for an affordable restaurant. Between Assembly Chef's Hall and Edible Arrangements, I should go to Assembly Chef's Hall.", 'answer': "Assembly Chef's Hall", 'candidate': 'Edible Arrangements'}
{'statement': "I'm looking for an affordable restaurant. Between La Pupusa Loka and Adega Restaurante, I should go to La Pupusa Loka.", 'answer': 'La Pupusa Loka', 'candidate': 'Adega Restaurante'}
{'statement': "I'm looking for an affordable restaurant. Between Ardor Bistro and Cake Opera, I should go to Ardor Bistro.", 'answer': 'Ardor Bistro', 'candidate': 'Cake Opera'}
{'statement': "I'm looking for an affordable restaurant. Between El Fogón and New Bilan Restaurant, I should go to New Bilan Restaurant.", 'answer': 'New Bilan Restaurant', 'candidate': 'El Fogón'}
{'statement': "I'm looking for an affordable restaurant. Between Harvey's and Nutella Cafe by Pusateri's, I should go to Harvey's.", 'answer': "Harvey's", 'candidate': "Nutella Cafe by Pusateri's"}
{'statement': "I'm looking for an affordable restaurant. Between Ici Bistro and Le Papillon Park, I should go to Le Papillon Park.", 'answer': 'Le Papillon Park', 'candidate': 'Ici Bistro'}
{'statement': "I'm looking for an affordable restaurant. Between Branca and Oxygen Restaurant & Lounge, I should go to Branca.", 'answer': 'Branca', 'candidate': 'Oxygen Restaurant & Lounge'}
{'statement': "I'm looking for an affordable restaurant. Between Pasta Pantry and Queen Slice, I should go to Queen Slice.", 'answer': 'Queen Slice', 'candidate': 'Pasta Pantry'}
{'statement': "I'm looking for an affordable restaurant. Between Evoo Ristorante and FreshCo, I should go to FreshCo.", 'answer': 'FreshCo', 'candidate': 'Evoo Ristorante'}
{'statement': "I'm looking for an affordable restaurant. Between Hawthorne Food and Drink and Green Room, I should go to Green Room.", 'answer': 'Green Room', 'candidate': 'Hawthorne Food and Drink'}
{'statement': "I'm looking for an affordable restaurant. Between Adega Restaurante and La Cocina De Dona Luz, I should go to La Cocina De Dona Luz.", 'answer': 'La Cocina De Dona Luz', 'candidate': 'Adega Restaurante'}
{'statement': "I'm looking for an affordable restaurant. Between FreshCo and Green Room, I should go to Green Room.", 'answer': 'Green Room', 'candidate': 'FreshCo'}
{'statement': "I'm looking for an affordable restaurant. Between Falafel House and The Duke of Devon, I should go to Falafel House.", 'answer': 'Falafel House', 'candidate': 'The Duke of Devon'}
{'statement': "I'm looking for an affordable restaurant. Between La Pupusa Loka and Dinah's Cupboard, I should go to La Pupusa Loka.", 'answer': 'La Pupusa Loka', 'candidate': "Dinah's Cupboard"}
{'statement': "I'm looking for an affordable restaurant. Between Tierra Azteca and Falafel Hut Village, I should go to Falafel Hut Village.", 'answer': 'Falafel Hut Village', 'candidate': 'Tierra Azteca'}
{'statement': "I'm looking for an affordable restaurant. Between La Pupusa Loka and Grappa Ristorante, I should go to La Pupusa Loka.", 'answer': 'La Pupusa Loka', 'candidate': 'Grappa Ristorante'}
{'statement': "I'm looking for an affordable restaurant. Between Sushi Time Japanese Restaurant and Mirage Grill & Lounge, I should go to Sushi Time Japanese Restaurant.", 'answer': 'Sushi Time Japanese Restaurant', 'candidate': 'Mirage Grill & Lounge'}
{'statement': "I'm looking for an affordable restaurant. Between Basha Middle Eastern Grill and KFC, I should go to KFC.", 'answer': 'KFC', 'candidate': 'Basha Middle Eastern Grill'}
{'statement': "I'm looking for an affordable restaurant. Between Delicious Paradise Kitchen and Basha Middle Eastern Grill, I should go to Delicious Paradise Kitchen.", 'answer': 'Delicious Paradise Kitchen', 'candidate': 'Basha Middle Eastern Grill'}
{'statement': "I'm looking for an affordable restaurant. Between Nook and Aris Place, I should go to Aris Place.", 'answer': 'Aris Place', 'candidate': 'Nook'}
{'statement': "I'm looking for an affordable restaurant. Between Paradise Farms Prime Beef Bistro and St. Clair Shawarma and Falafel, I should go to St. Clair Shawarma and Falafel.", 'answer': 'St. Clair Shawarma and Falafel', 'candidate': 'Paradise Farms Prime Beef Bistro'}
{'statement': "I'm looking for an affordable restaurant. Between Sheriff Broaster Chicken and Edible Arrangements, I should go to Sheriff Broaster Chicken.", 'answer': 'Sheriff Broaster Chicken', 'candidate': 'Edible Arrangements'}
{'statement': "I'm looking for an affordable restaurant. Between St. Louis Bar & Grill and Shawarma Twist, I should go to Shawarma Twist.", 'answer': 'Shawarma Twist', 'candidate': 'St. Louis Bar & Grill'}
{'statement': "I'm looking for an affordable restaurant. Between Lahore Grill & Fast Food and Sky Dragon Chinese Restaurant, I should go to Lahore Grill & Fast Food.", 'answer': 'Lahore Grill & Fast Food', 'candidate': 'Sky Dragon Chinese Restaurant'}
{'statement': "I'm looking for an affordable restaurant. Between Sky Dragon Chinese Restaurant and Fit For Life, I should go to Fit For Life.", 'answer': 'Fit For Life', 'candidate': 'Sky Dragon Chinese Restaurant'}
{'statement': "I'm looking for an affordable restaurant. Between Sushi World and Watson's, I should go to Sushi World.", 'answer': 'Sushi World', 'candidate': "Watson's"}
{'statement': "I'm looking for an affordable restaurant. Between Galata Cafe and Eastern legend, I should go to Eastern legend.", 'answer': 'Eastern legend', 'candidate': 'Galata Cafe'}
{'statement': "I'm looking for an affordable restaurant. Between Bake Island and Tortería San Cosme, I should go to Bake Island.", 'answer': 'Bake Island', 'candidate': 'Tortería San Cosme'}
{'statement': "I'm looking for an affordable restaurant. Between Phil's Original BBQ and KFC, I should go to KFC.", 'answer': 'KFC', 'candidate': "Phil's Original BBQ"}
{'statement': "I'm looking for an affordable restaurant. Between Bonne Journee and Itamae Ayce Sushi, I should go to Bonne Journee.", 'answer': 'Bonne Journee', 'candidate': 'Itamae Ayce Sushi'}
{'statement': "I'm looking for an affordable restaurant. Between Domino's Pizza and Ici Bistro, I should go to Domino's Pizza.", 'answer': "Domino's Pizza", 'candidate': 'Ici Bistro'}
{'statement': "I'm looking for an affordable restaurant. Between Evoo Ristorante and McDonald's, I should go to McDonald's.", 'answer': "McDonald's", 'candidate': 'Evoo Ristorante'}
{'statement': "I'm looking for an affordable restaurant. Between Chick Fiesta and Daily Press Juicery, I should go to Chick Fiesta.", 'answer': 'Chick Fiesta', 'candidate': 'Daily Press Juicery'}
{'statement': "I'm looking for an affordable restaurant. Between Verona Restaurant and Carole's Cheesecake Cafe, I should go to Carole's Cheesecake Cafe.", 'answer': "Carole's Cheesecake Cafe", 'candidate': 'Verona Restaurant'}
{'statement': "I'm looking for an affordable restaurant. Between Nook and Cafe Jules, I should go to Cafe Jules.", 'answer': 'Cafe Jules', 'candidate': 'Nook'}
{'statement': "I'm looking for an affordable restaurant. Between Queen Slice and Branca, I should go to Queen Slice.", 'answer': 'Queen Slice', 'candidate': 'Branca'}
{'statement': "I'm looking for an affordable restaurant. Between Goldstone Noodle Restaurant and Edible Arrangements, I should go to Goldstone Noodle Restaurant.", 'answer': 'Goldstone Noodle Restaurant', 'candidate': 'Edible Arrangements'}
{'statement': "I'm looking for an affordable restaurant. Between Hawthorne Food and Drink and Bonne Journee, I should go to Bonne Journee.", 'answer': 'Bonne Journee', 'candidate': 'Hawthorne Food and Drink'}
{'statement': "I'm looking for an affordable restaurant. Between Ici Bistro and Taste of Greek Cuisine, I should go to Taste of Greek Cuisine.", 'answer': 'Taste of Greek Cuisine', 'candidate': 'Ici Bistro'}
{'statement': "I'm looking for an affordable restaurant. Between Just Soups Take Out & Catering and Bao Bao Plus Dim Sum, I should go to Just Soups Take Out & Catering.", 'answer': 'Just Soups Take Out & Catering', 'candidate': 'Bao Bao Plus Dim Sum'}
{'statement': "I'm looking for an affordable restaurant. Between Bonne Journee and Kibo Sushi House, I should go to Bonne Journee.", 'answer': 'Bonne Journee', 'candidate': 'Kibo Sushi House'}
{'statement': "I'm looking for an affordable restaurant. Between Mysteriously Yours Dinner Theatre and Paradise Farms Prime Beef Bistro, I should go to Paradise Farms Prime Beef Bistro.", 'answer': 'Paradise Farms Prime Beef Bistro', 'candidate': 'Mysteriously Yours Dinner Theatre'}
{'statement': "I'm looking for an affordable restaurant. Between Goldstone Noodle Restaurant and EJ Sushi, I should go to Goldstone Noodle Restaurant.", 'answer': 'Goldstone Noodle Restaurant', 'candidate': 'EJ Sushi'}
{'statement': "I'm looking for an affordable restaurant. Between Aris Place and Mövenpick Café, I should go to Aris Place.", 'answer': 'Aris Place', 'candidate': 'Mövenpick Café'}
{'statement': "I'm looking for an affordable restaurant. Between Sichuan Landscape Chinese Restaurant and Sweet Jesus, I should go to Sweet Jesus.", 'answer': 'Sweet Jesus', 'candidate': 'Sichuan Landscape Chinese Restaurant'}
{'statement': "I'm looking for an affordable restaurant. Between Beryl's Pepper Pot and Nutella Cafe by Pusateri's, I should go to Beryl's Pepper Pot.", 'answer': "Beryl's Pepper Pot", 'candidate': "Nutella Cafe by Pusateri's"}
{'statement': "I'm looking for an affordable restaurant. Between Bao Bao Plus Dim Sum and Cake Opera, I should go to Bao Bao Plus Dim Sum.", 'answer': 'Bao Bao Plus Dim Sum', 'candidate': 'Cake Opera'}
{'statement': "I'm looking for an affordable restaurant. Between Ardor Bistro and Falafel Hut Village, I should go to Falafel Hut Village.", 'answer': 'Falafel Hut Village', 'candidate': 'Ardor Bistro'}
