{'statement': 'Someone is looking for a city with warm weather. Between Muscat and Nur-Sultan, this person should visit Muscat.', 'answer': 'Muscat', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between Riyadh and Ulaanbaatar, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between San Juan and Kansas City, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a city with warm weather. Between Wau and Viedma, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Viedma'}
{'statement': 'Someone is looking for a city with warm weather. Between Monterrey and Boise, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Boise'}
{'statement': 'Someone is looking for a city with warm weather. Between Makassar and Quito, this person should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Quito'}
{'statement': 'Someone is looking for a city with warm weather. Between Pontianak and Ulaanbaatar, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Djibouti and Bratislava, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a city with warm weather. Between Panama City and Brussels, this person should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Brussels'}
{'statement': 'Someone is looking for a city with warm weather. Between La Paz and Yakutsk, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Brisbane and Vladivostok, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Abéché and Rosario, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Rosario'}
{'statement': 'Someone is looking for a city with warm weather. Between Jakarta and Canberra, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a city with warm weather. Between Manaus and Palmerston North, this person should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Palmerston North'}
{'statement': 'Someone is looking for a city with warm weather. Between Villahermosa and Asmara, this person should visit Villahermosa.', 'answer': 'Villahermosa', 'candidate': 'Asmara'}
{'statement': 'Someone is looking for a city with warm weather. Between Durban and Novosibirsk, this person should visit Durban.', 'answer': 'Durban', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Cayenne and Canberra, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a city with warm weather. Between Vienna and Fairbanks, this person should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Cairo and Zagreb, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a city with warm weather. Between Benghazi and Yinchuan, this person should visit Benghazi.', 'answer': 'Benghazi', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangkok and Minneapolis, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Hat Yai and Shanghai, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Shanghai'}
