{'statement': 'You are looking for a small city to visit. Between Addis Ababa and Cotonou, you should visit Cotonou.', 'answer': 'Cotonou', 'candidate': 'Addis Ababa'}
{'statement': 'You are looking for a small city to visit. Between Ho Chi Minh City and Dar es Salaam, you should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Ho Chi Minh City'}
{'statement': 'You are looking for a small city to visit. Between Dar es Salaam and La Serena, you should visit La Serena.', 'answer': 'La Serena', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a small city to visit. Between Saint Petersburg and Goiânia, you should visit Goiânia.', 'answer': 'Goiânia', 'candidate': 'Saint Petersburg'}
{'statement': 'You are looking for a small city to visit. Between Beijing and Monterrey, you should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Beijing'}
{'statement': 'You are looking for a small city to visit. Between Shanghai and Alexandria, you should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Shanghai'}
{'statement': 'You are looking for a small city to visit. Between Dar es Salaam and Kuopio, you should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a small city to visit. Between Guadalajara and Bahía Blanca, you should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a small city to visit. Between Dar es Salaam and Milan, you should visit Milan.', 'answer': 'Milan', 'candidate': 'Dar es Salaam'}
{'statement': 'You are looking for a small city to visit. Between Baltimore and Upington, you should visit Upington.', 'answer': 'Upington', 'candidate': 'Baltimore'}
{'statement': 'You are looking for a small city to visit. Between Kuwait City and Cayenne, you should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Kuwait City'}
