{'statement': 'You are looking for a city with cold weather. Between Darwin and Fukuoka, you should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Darwin'}
{'statement': 'You are looking for a city with cold weather. Between Denpasar and Vladivostok, you should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Denpasar'}
{'statement': 'You are looking for a city with cold weather. Between Tabora and Frankfurt, you should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Tabora'}
{'statement': 'You are looking for a city with cold weather. Between Toamasina and Canberra, you should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Toamasina'}
{'statement': 'You are looking for a city with cold weather. Between Mombasa and Reykjavík, you should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Mombasa'}
{'statement': 'You are looking for a city with cold weather. Between Niamey and Hobart, you should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Niamey'}
{'statement': 'You are looking for a city with cold weather. Between Caracas and Milwaukee, you should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Caracas'}
{'statement': 'You are looking for a city with cold weather. Between Surabaya and Campos do Jordão, you should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Surabaya'}
{'statement': 'You are looking for a city with cold weather. Between Sokoto and Halifax, you should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Sokoto'}
{'statement': 'You are looking for a city with cold weather. Between Ouahigouya and Suwałki, you should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Ouahigouya'}
{'statement': 'You are looking for a city with cold weather. Between San José and Novosibirsk, you should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'San José'}
{'statement': 'You are looking for a city with cold weather. Between Douala and Lhasa, you should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Douala'}
