{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Ségou, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Ségou, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a big city to visit. Between Kabul and Sokoto, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a big city to visit. Between Tashkent and Ségou, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a big city to visit. Between Sydney and Ottawa, this person should visit Sydney.', 'answer': 'Sydney', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a big city to visit. Between Kano and Thiès, this person should visit Kano.', 'answer': 'Kano', 'candidate': 'Thiès'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Bahía Blanca, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Bahía Blanca'}
{'statement': 'Someone is looking for a big city to visit. Between Mumbai and Brisbane, this person should visit Mumbai.', 'answer': 'Mumbai', 'candidate': 'Brisbane'}
{'statement': 'Someone is looking for a big city to visit. Between Baghdad and Abéché, this person should visit Baghdad.', 'answer': 'Baghdad', 'candidate': 'Abéché'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Garissa, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a big city to visit. Between Manila and Ottawa, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Ottawa'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Brasília, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and La Paz, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Lviv, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a big city to visit. Between Baku and Punta Arenas, this person should visit Baku.', 'answer': 'Baku', 'candidate': 'Punta Arenas'}
{'statement': 'Someone is looking for a big city to visit. Between Tashkent and Christchurch, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Christchurch'}
