{'statement': 'Someone is looking for a city with warm weather. Between Darwin and Fukuoka, this person should visit Darwin.', 'answer': 'Darwin', 'candidate': 'Fukuoka'}
{'statement': 'Someone is looking for a city with warm weather. Between Medellín and Ljubljana, this person should visit Medellín.', 'answer': 'Medellín', 'candidate': 'Ljubljana'}
{'statement': 'Someone is looking for a city with warm weather. Between Willemstad and Wellington, this person should visit Willemstad.', 'answer': 'Willemstad', 'candidate': 'Wellington'}
{'statement': 'Someone is looking for a city with warm weather. Between Niamey and Almaty, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a city with warm weather. Between Malabo and Palmerston North, this person should visit Malabo.', 'answer': 'Malabo', 'candidate': 'Palmerston North'}
{'statement': 'Someone is looking for a city with warm weather. Between Makassar and Shanghai, this person should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Shanghai'}
{'statement': 'Someone is looking for a city with warm weather. Between Kingston and Halifax, this person should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Phoenix and Omaha, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a city with warm weather. Between Denpasar and Vladivostok, this person should visit Denpasar.', 'answer': 'Denpasar', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Tabora and Frankfurt, this person should visit Tabora.', 'answer': 'Tabora', 'candidate': 'Frankfurt'}
{'statement': 'Someone is looking for a city with warm weather. Between Toamasina and Canberra, this person should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Canberra'}
{'statement': 'Someone is looking for a city with warm weather. Between Mombasa and Reykjavík, this person should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a city with warm weather. Between Niamey and Hobart, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Hobart'}
{'statement': 'Someone is looking for a city with warm weather. Between Caracas and Milwaukee, this person should visit Caracas.', 'answer': 'Caracas', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a city with warm weather. Between Surabaya and Campos do Jordão, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Campos do Jordão'}
{'statement': 'Someone is looking for a city with warm weather. Between Sokoto and Halifax, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Ouahigouya and Suwałki, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a city with warm weather. Between San José and Novosibirsk, this person should visit San José.', 'answer': 'San José', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Douala and Lhasa, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Lhasa'}
