{'statement': 'Someone is looking for a city with warm weather. Between Garoua and Belgrade, this person should visit Garoua.', 'answer': 'Garoua', 'candidate': 'Belgrade'}
{'statement': 'Someone is looking for a city with warm weather. Between Podgorica and Novosibirsk, this person should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Panama City and Milan, this person should visit Panama City.', 'answer': 'Panama City', 'candidate': 'Milan'}
{'statement': 'Someone is looking for a city with warm weather. Between Luanda and Bishkek, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Bishkek'}
{'statement': 'Someone is looking for a city with warm weather. Between Cairo and Amsterdam, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Amsterdam'}
{'statement': 'Someone is looking for a city with warm weather. Between Dodoma and Ankara, this person should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a city with warm weather. Between Tirana and Irkutsk, this person should visit Tirana.', 'answer': 'Tirana', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangkok and Yerevan, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Yerevan'}
{'statement': 'Someone is looking for a city with warm weather. Between Cayenne and Kansas City, this person should visit Cayenne.', 'answer': 'Cayenne', 'candidate': 'Kansas City'}
{'statement': 'Someone is looking for a city with warm weather. Between Paramaribo and Kunming, this person should visit Paramaribo.', 'answer': 'Paramaribo', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a city with warm weather. Between Sokoto and Cape Town, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Cape Town'}
{'statement': 'Someone is looking for a city with warm weather. Between La Paz and Novosibirsk, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Antsiranana and Melbourne, this person should visit Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a city with warm weather. Between Goiânia and Vienna, this person should visit Goiânia.', 'answer': 'Goiânia', 'candidate': 'Vienna'}
{'statement': 'Someone is looking for a city with warm weather. Between Djibouti and Lhasa, this person should visit Djibouti.', 'answer': 'Djibouti', 'candidate': 'Lhasa'}
{'statement': 'Someone is looking for a city with warm weather. Between Tamanrasset and Zürich, this person should visit Tamanrasset.', 'answer': 'Tamanrasset', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a city with warm weather. Between Abéché and Cape Town, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Cape Town'}
{'statement': 'Someone is looking for a city with warm weather. Between Makurdi and Podgorica, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a city with warm weather. Between Ouahigouya and Irkutsk, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Irkutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Wau and Dublin, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Dublin'}
