{'statement': 'You are looking for a city with cold weather. Between Barranquilla and Sacramento, you should visit Sacramento.', 'answer': 'Sacramento', 'candidate': 'Barranquilla'}
{'statement': 'You are looking for a city with cold weather. Between Managua and Brussels, you should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Managua'}
{'statement': 'You are looking for a city with cold weather. Between Juba and Ljubljana, you should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Juba'}
{'statement': 'You are looking for a city with cold weather. Between Mombasa and Podgorica, you should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Mombasa'}
{'statement': 'You are looking for a city with cold weather. Between Nakhon Ratchasima and Santiago, you should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'You are looking for a city with cold weather. Between Cabo San Lucas and Murmansk, you should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Cabo San Lucas'}
{'statement': 'You are looking for a city with cold weather. Between Wau and Ljubljana, you should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Wau'}
{'statement': 'You are looking for a city with cold weather. Between Kano and Beijing, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Kano'}
{'statement': 'You are looking for a city with cold weather. Between La Paz and Toronto, you should visit Toronto.', 'answer': 'Toronto', 'candidate': 'La Paz'}
{'statement': 'You are looking for a city with cold weather. Between Palermo and Lviv, you should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Palermo'}
{'statement': 'You are looking for a city with cold weather. Between Hat Yai and Vienna, you should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Hat Yai'}
{'statement': 'You are looking for a city with cold weather. Between Rosario and Calgary, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Rosario'}
{'statement': 'You are looking for a city with cold weather. Between Tamanrasset and Ushuaia, you should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Tamanrasset'}
{'statement': 'You are looking for a city with cold weather. Between Garoua and Minsk, you should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Garoua'}
