{'statement': 'Someone is looking for a city with warm weather. Between Abéché and Córdoba, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Córdoba'}
{'statement': 'Someone is looking for a city with warm weather. Between Suwałki and Garissa, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a city with warm weather. Between Sapporo and Brisbane, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a city with warm weather. Between Hanoi and Anchorage, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a city with warm weather. Between Murmansk and Tauranga, this person should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Murmansk'}
{'statement': 'Someone is looking for a city with warm weather. Between Dodoma and Milwaukee, this person should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a city with warm weather. Between San Diego and Garissa, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'San Diego'}
{'statement': 'Someone is looking for a city with warm weather. Between Calgary and Changsha, this person should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a city with warm weather. Between Mahajanga and Yerevan, this person should visit Mahajanga.', 'answer': 'Mahajanga', 'candidate': 'Yerevan'}
{'statement': 'Someone is looking for a city with warm weather. Between Guadalajara and Sapporo, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Sapporo'}
{'statement': 'Someone is looking for a city with warm weather. Between Port-Gentil and Christchurch, this person should visit Port-Gentil.', 'answer': 'Port-Gentil', 'candidate': 'Christchurch'}
{'statement': 'Someone is looking for a city with warm weather. Between Belgrade and San Juan, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Belgrade'}
{'statement': 'Someone is looking for a city with warm weather. Between Nur-Sultan and Sucre, this person should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between Suwałki and Palermo, this person should visit Palermo.', 'answer': 'Palermo', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a city with warm weather. Between Nur-Sultan and Phoenix, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Nur-Sultan'}
{'statement': 'Someone is looking for a city with warm weather. Between Calgary and Vientiane, this person should visit Vientiane.', 'answer': 'Vientiane', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a city with warm weather. Between Omaha and Sokoto, this person should visit Sokoto.', 'answer': 'Sokoto', 'candidate': 'Omaha'}
{'statement': 'Someone is looking for a city with warm weather. Between Zagreb and Aden, this person should visit Aden.', 'answer': 'Aden', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a city with warm weather. Between Toamasina and Yakutsk, this person should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'Yakutsk'}
