,prompt,answer,top_predictions,score
183,"Q: Is the following sentence plausible? ""Jonathan Huberdeau fumbled the ball.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'nobody']",True
184,"Q: Is the following sentence plausible? ""Teddy Bridgewater got into the endzone in the NFC championship.""
A: The answer is ->",yes,"['no', 'yes', 'o', 'es', 'No']",False
185,"Q: Is the following sentence plausible? ""Taylor Hall converted the double play.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'nobody']",True
186,"Q: Is the following sentence plausible? ""Marouane Fellaini struck out.""
A: The answer is ->",no,"['no', 'yes', 'soccer', 'o', 'No']",True
187,"Q: Is the following sentence plausible? ""Mathew Barzal banked the shot in in the NBA Championship.""
A: The answer is ->",no,"['no', 'yes', 'No', 'o', 'es']",True
188,"Q: Is the following sentence plausible? ""Javi Martinez launched the desperation heave.""
A: The answer is ->",no,"['no', 'o', 'yes', 'soccer', 'nobody']",True
189,"Q: Is the following sentence plausible? ""Sterling Shepard converted the first down.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'o', 'Yes']",True
190,"Q: Is the following sentence plausible? ""LeBron James took a corner three.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'es', 'YES']",True
191,"Q: Is the following sentence plausible? ""Pierre-Emerick Aubameyang committed a handball.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'Yes']",True
192,"Q: Is the following sentence plausible? ""Robert Lewandowski scored a reverse layup.""
A: The answer is ->",no,"['no', 'yes', 'o', 'soccer', 'No']",True
193,"Q: Is the following sentence plausible? ""Gordon Hayward comitted an offensive foul.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes']",True
194,"Q: Is the following sentence plausible? ""Mats Hummels earned a direct kick.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'YES']",True
195,"Q: Is the following sentence plausible? ""John Collins took a turnaround jumper in the Eastern Conference Finals.""
A: The answer is ->",yes,"['yes', 'es', 'no', 'Yes']",True
196,"Q: Is the following sentence plausible? ""Malcolm Brogdon drove into the restricted area in the Eastern Conference Finals.""
A: The answer is ->",yes,"['yes', 'es', 'Yes', 'no']",True
197,"Q: Is the following sentence plausible? ""Jordan Binnington got a base hit.""
A: The answer is ->",no,"['yes', 'no', 'yeah', 'Yes', 'es']",False
198,"Q: Is the following sentence plausible? ""Darcy Kuemper scored on the power play.""
A: The answer is ->",yes,"['no', 'yes', 'No', 'o', 'es']",False
199,"Q: Is the following sentence plausible? ""Jacob Markstrom went in studs up.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'hockey']",True
200,"Q: Is the following sentence plausible? ""Toni Kroos converted the first down in the AFC divisional round.""
A: The answer is ->",no,"['no', 'o', 'soccer', 'yes', 'No']",True
201,"Q: Is the following sentence plausible? ""Jamal Murray walked on ball four.""
A: The answer is ->",no,"['no', 'yes', 'o', 'baseball', 'nobody']",True
202,"Q: Is the following sentence plausible? ""Ben Simmons was called for the goal tend.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'YES']",True
203,"Q: Is the following sentence plausible? ""Darius Slayton ran out of bounds in the AFC championship.""
A: The answer is ->",yes,"['yes', 'es', 'no', 'Yes', 'yeah']",True
204,"Q: Is the following sentence plausible? ""Robert Lewandowski threw a touchdown.""
A: The answer is ->",no,"['no', 'o', 'yes', 'No', 'soccer']",True
205,"Q: Is the following sentence plausible? ""David Luiz shot with the left foot.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'Yes']",True
206,"Q: Is the following sentence plausible? ""Trae Young launched a triple.""
A: The answer is ->",yes,"['yes', 'no', 'No', 'Yes', 'es']",True
207,"Q: Is the following sentence plausible? ""David Silva skated backwards.""
A: The answer is ->",no,"['no', 'yes', 'o', 'es', 'yeah']",True
208,"Q: Is the following sentence plausible? ""Nazem Kadri took a charge in the NBA Championship.""
A: The answer is ->",no,"['yes', 'no', 'es', 'Yes', 'No']",False
209,"Q: Is the following sentence plausible? ""Darius Slayton got into the endzone.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'o', 'No']",True
210,"Q: Is the following sentence plausible? ""Pascal Siakam drove into the paint in the Western Conference Finals.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'YES']",True
211,"Q: Is the following sentence plausible? ""T.Y. Hilton drew a flag on the play.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'yeah']",True
212,"Q: Is the following sentence plausible? ""Ozzie Albies pitched a complete game.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'YES']",True
213,"Q: Is the following sentence plausible? ""Jacob Markstrom scored in the shootout in the Stanley Cup.""
A: The answer is ->",yes,"['yes', 'no', 'No', 'es', 'Yes']",True
214,"Q: Is the following sentence plausible? ""Lamar Jackson scored a touchdown.""
A: The answer is ->",yes,"['no', 'yes', 'es', 'o', 'No']",False
215,"Q: Is the following sentence plausible? ""Terry McLaurin was called for slashing.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'none']",True
216,"Q: Is the following sentence plausible? ""Luka Modric took a left footed shot.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'Yes']",True
217,"Q: Is the following sentence plausible? ""Brandin Cooks was safe at home.""
A: The answer is ->",no,"['no', 'yes', 'o', 'es', 'No']",True
218,"Q: Is the following sentence plausible? ""DJ Chark caught the back shoulder fade in the NFC divisional round.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'yeah']",True
219,"Q: Is the following sentence plausible? ""Will Fuller earned an indirect kick.""
A: The answer is ->",no,"['no', 'yes', 'o', 'none', 'soccer']",True
220,"Q: Is the following sentence plausible? ""Justin Herbert maradona\'d the defender.""
A: The answer is ->",no,"['no', 'yes', 'o', 'soccer', 'none']",True
221,"Q: Is the following sentence plausible? ""Andrei Vasilevskiy launched a hail mary.""
A: The answer is ->",no,"['no', 'yes', 'o', 'nobody', 'none']",True
222,"Q: Is the following sentence plausible? ""Alex Pietrangelo hit the screen pass in the NFC divisional round.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'hockey']",True
223,"Q: Is the following sentence plausible? ""Mark Stone spent time in the penalty box in the Stanley Cup.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'No']",True
224,"Q: Is the following sentence plausible? ""Andrei Svechnikov got on the end of a through ball.""
A: The answer is ->",no,"['no', 'soccer', 'yes', 'o', 'No']",True
225,"Q: Is the following sentence plausible? ""Kyle Tucker hit a homerun.""
A: The answer is ->",yes,"['yes', 'Yes', 'es', 'YES', 'no']",True
226,"Q: Is the following sentence plausible? ""Nick Foles lost control of the puck.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'nobody']",True
227,"Q: Is the following sentence plausible? ""Max Scherzer scored in extra time in the World Cup.""
A: The answer is ->",no,"['no', 'soccer', 'o', 'yes', 'No']",True
228,"Q: Is the following sentence plausible? ""John Collins hit the buzzer beater in the NBA Championship.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes']",True
229,"Q: Is the following sentence plausible? ""Fernando Tatis Jr. earned a red card.""
A: The answer is ->",no,"['no', 'yes', 'soccer', 'o', 'Soccer']",True
230,"Q: Is the following sentence plausible? ""Mario Gomez earned a direct kick.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'Yes']",True
231,"Q: Is the following sentence plausible? ""Kyle Tucker stepped on first base.""
A: The answer is ->",yes,"['yes', 'es', 'Yes', 'YES', 'yeah']",True
232,"Q: Is the following sentence plausible? ""Willian killed the powerplay.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'soccer']",True
233,"Q: Is the following sentence plausible? ""Thomas Muller got on the end of a through ball in the World Cup.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'Yes']",True
234,"Q: Is the following sentence plausible? ""Jack Flaherty was out at second in the National League Championship Series.""
A: The answer is ->",yes,"['yes', 'es', 'YES', 'Yes', 'no']",True
235,"Q: Is the following sentence plausible? ""Marquise Brown drew a flag on the play.""
A: The answer is ->",yes,"['yes', 'es', 'Yes', 'no', 'YES']",True
236,"Q: Is the following sentence plausible? ""Jonas Valanciunas beat the buzzer.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes']",True
237,"Q: Is the following sentence plausible? ""Gleyber Torres scored a bicycle kick.""
A: The answer is ->",no,"['no', 'yes', 'soccer', 'o', 'No']",True
238,"Q: Is the following sentence plausible? ""Diego Forlan did a maradona on the defender.""
A: The answer is ->",yes,"['yes', 'no', 'yeah', 'es', 'soccer']",True
239,"Q: Is the following sentence plausible? ""Kevin Durant comitted an offensive foul.""
A: The answer is ->",yes,"['yes', 'es', 'no', 'Yes', 'YES']",True
240,"Q: Is the following sentence plausible? ""Roman Josi scored a windmill dunk.""
A: The answer is ->",no,"['no', 'yes', 'hockey', 'o', 'No']",True
241,"Q: Is the following sentence plausible? ""Lionel Messi was called for icing.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'hockey']",True
242,"Q: Is the following sentence plausible? ""Ryan Nugent-Hopkins killed the powerplay.""
A: The answer is ->",yes,"['yes', 'es', 'no', 'Yes', 'YES']",True
243,"Q: Is the following sentence plausible? ""Marcus Semien took a left footed shot.""
A: The answer is ->",no,"['no', 'yes', 'soccer', 'o', 'yeah']",True
244,"Q: Is the following sentence plausible? ""Daniel Jones took a left footed shot.""
A: The answer is ->",no,"['no', 'yes', 'o', 'none', 'soccer']",True
245,"Q: Is the following sentence plausible? ""Nick Castellanos grounded out to second base.""
A: The answer is ->",yes,"['yes', 'no', 'YES', 'yeah', 'es']",True
246,"Q: Is the following sentence plausible? ""Frederik Andersen took a three.""
A: The answer is ->",no,"['no', 'yes', 'No', 'o', 'hockey']",True
247,"Q: Is the following sentence plausible? ""Aaron Nola hit a walkoff homer.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'Yes']",True
248,"Q: Is the following sentence plausible? ""Victor Wanyama took a backhand shot.""
A: The answer is ->",no,"['no', 'yes', 'soccer', 'o', 'No']",True
249,"Q: Is the following sentence plausible? ""Zach LaVine\xc2\xa0 watched the pitch go by.""
A: The answer is ->",no,"['no', 'yes', 'No', 'o', 'nobody']",True
250,"Q: Is the following sentence plausible? ""Deandre Ayton hit the back shoulder fade in the Superbowl.""
A: The answer is ->",no,"['no', 'yes', 'o', 'basketball', 'nobody']",True
251,"Q: Is the following sentence plausible? ""Vincent Kompany comitted a three second violation.""
A: The answer is ->",no,"['no', 'o', 'yes', 'soccer', 'No']",True
252,"Q: Is the following sentence plausible? ""Adam Thielen gained five yards.""
A: The answer is ->",yes,"['yes', 'es', 'no', 'Yes', 'yeah']",True
253,"Q: Is the following sentence plausible? ""Marcell Ozuna hit into a double play.""
A: The answer is ->",yes,"['yes', 'es', 'no', 'YES', 'Yes']",True
254,"Q: Is the following sentence plausible? ""Eden Hazard performed a cruyff turn.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'Yes']",True
255,"Q: Is the following sentence plausible? ""Taylor Hall scored in the shootout.""
A: The answer is ->",yes,"['no', 'yes', 'No', 'o', 'es']",False
256,"Q: Is the following sentence plausible? ""Charlie Blackmon shot a free throw.""
A: The answer is ->",no,"['no', 'yes', 'No', 'o', 'basketball']",True
257,"Q: Is the following sentence plausible? ""Juan Soto did a double stepover.""
A: The answer is ->",no,"['no', 'yes', 'soccer', 'o', 'Soccer']",True
258,"Q: Is the following sentence plausible? ""Gordon Hayward hit the back of the rim.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'YES']",True
259,"Q: Is the following sentence plausible? ""Kwadwo Asamoah beat the shot clock in the Eastern Conference Finals.""
A: The answer is ->",no,"['no', 'yes', 'soccer', 'o', 'No']",True
260,"Q: Is the following sentence plausible? ""Xavi took a throw in.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'Yes']",True
261,"Q: Is the following sentence plausible? ""Carlos Tevez skated backwards.""
A: The answer is ->",no,"['no', 'yes', 'o', 'soccer', 'No']",True
262,"Q: Is the following sentence plausible? ""Paulinho headed back to the dugout in the National League Championship Series.""
A: The answer is ->",no,"['no', 'yes', 'soccer', 'o', 'yeah']",True
263,"Q: Is the following sentence plausible? ""Tom Wilson backhanded a shot.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'yeah']",True
264,"Q: Is the following sentence plausible? ""Robert Woods converted the first down.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'o', 'yeah']",True
265,"Q: Is the following sentence plausible? ""Delon Wright took a left footed shot.""
A: The answer is ->",no,"['no', 'yes', 'soccer', 'No', 'o']",True
266,"Q: Is the following sentence plausible? ""John Tavares earned a trip to the penalty box in the Stanley Cup.""
A: The answer is ->",yes,"['yes', 'es', 'Yes', 'no', 'YES']",True
267,"Q: Is the following sentence plausible? ""Zlatan Ibrahimovic took a turnaround jumper in the Western Conference Finals.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'soccer']",True
268,"Q: Is the following sentence plausible? ""Frederik Andersen converted the first down.""
A: The answer is ->",no,"['no', 'o', 'hockey', 'yes', 'No']",True
269,"Q: Is the following sentence plausible? ""Gerard Pique gained five yards in the NFC championship.""
A: The answer is ->",no,"['no', 'o', 'yes', 'soccer', 'nobody']",True
270,"Q: Is the following sentence plausible? ""Zach Plesac gained five yards in the NFC championship.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'nobody']",True
271,"Q: Is the following sentence plausible? ""Nelson Cruz was out at first.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'YES']",True
272,"Q: Is the following sentence plausible? ""Corbin Burnes went for it on fourth down in the NFC divisional round.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'none']",True
273,"Q: Is the following sentence plausible? ""Mookie Betts skated behind the net.""
A: The answer is ->",no,"['no', 'o', 'hockey', 'yes', 'No']",True
274,"Q: Is the following sentence plausible? ""Andres Iniesta performed a give and go.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'soccer']",True
275,"Q: Is the following sentence plausible? ""Adam Thielen changed direction in the backfield.""
A: The answer is ->",yes,"['yes', 'es', 'no', 'Yes', 'yeah']",True
276,"Q: Is the following sentence plausible? ""Paul Goldschmidt walked on ball four.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'Yes']",True
277,"Q: Is the following sentence plausible? ""Shai Gilgeous-Alexander beat the buzzer.""
A: The answer is ->",yes,"['yes', 'es', 'Yes', 'no']",True
278,"Q: Is the following sentence plausible? ""Delon Wright converted the first down.""
A: The answer is ->",no,"['no', 'yes', 'basketball', 'o', 'nobody']",True
279,"Q: Is the following sentence plausible? ""Stephan El Shaarawy hit a single.""
A: The answer is ->",no,"['no', 'yes', 'o', 'soccer', 'No']",True
280,"Q: Is the following sentence plausible? ""Cavan Biggio went in studs up.""
A: The answer is ->",no,"['no', 'o', 'soccer', 'yes', 'baseball']",True
281,"Q: Is the following sentence plausible? ""Aaron Judge caught the back shoulder fade.""
A: The answer is ->",no,"['no', 'yes', 'No', 'o', 'yeah']",True
282,"Q: Is the following sentence plausible? ""Malcolm Brogdon eurostepped to the basket in the NBA Championship.""
A: The answer is ->",yes,"['yes', 'Yes', 'es', 'no', 'YES']",True
283,"Q: Is the following sentence plausible? ""Brad Hand threw to first base.""
A: The answer is ->",yes,"['yes', 'es', 'no', 'Yes', 'yeah']",True
284,"Q: Is the following sentence plausible? ""Eden Hazard hit the buzzer beater.""
A: The answer is ->",no,"['no', 'basketball', 'yes', 'o', 'No']",True
285,"Q: Is the following sentence plausible? ""Mike Trout eurostepped to the basket.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'nobody']",True
286,"Q: Is the following sentence plausible? ""Sebastian Aho hit a single.""
A: The answer is ->",no,"['no', 'yes', 'No', 'o', 'nobody']",True
287,"Q: Is the following sentence plausible? ""Fernandinho took an elbow jumper.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'soccer']",True
288,"Q: Is the following sentence plausible? ""Chris Boucher committed a three second violation.""
A: The answer is ->",yes,"['yes', 'Yes', 'no', 'es', 'YES']",True
289,"Q: Is the following sentence plausible? ""Frederik Andersen crossed the blue line in the Stanley Cup.""
A: The answer is ->",yes,"['yes', 'es', 'no', 'yeah', 'Yes']",True
290,"Q: Is the following sentence plausible? ""Mike Williams scored a bicycle kick in the FA Cup.""
A: The answer is ->",no,"['no', 'yes', 'o', 'soccer', 'No']",True
291,"Q: Is the following sentence plausible? ""Norman Powell was called for the goal tend.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'es', 'yeah']",True
292,"Q: Is the following sentence plausible? ""John Collins threw a touchdown in the NFC divisional round.""
A: The answer is ->",no,"['no', 'o', 'yes', 'basketball', 'No']",True
293,"Q: Is the following sentence plausible? ""Chris Paul\xc2\xa0 struck out the side.""
A: The answer is ->",no,"['no', 'yes', 'No', 'o', 'nobody']",True
294,"Q: Is the following sentence plausible? ""Trae Young set the hard screen in the Eastern Conference Finals.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'yeah']",True
295,"Q: Is the following sentence plausible? ""Khyri Thomas\xc2\xa0 was out at second.""
A: The answer is ->",no,"['no', 'yes', 'No', 'o', 'nobody']",True
296,"Q: Is the following sentence plausible? ""Charlie Blackmon pitched a complete game.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'No']",True
297,"Q: Is the following sentence plausible? ""Bryce Harper fumbled the ball.""
A: The answer is ->",no,"['no', 'yes', 'o', 'football', 'No']",True
298,"Q: Is the following sentence plausible? ""Domantas Sabonis went for it on fourth down in the NFC divisional round.""
A: The answer is ->",no,"['no', 'o', 'yes', 'No', 'not']",True
299,"Q: Is the following sentence plausible? ""Cam Newton killed the powerplay.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'hockey']",True
300,"Q: Is the following sentence plausible? ""William Nylander scored in the shootout in the Stanley Cup.""
A: The answer is ->",yes,"['yes', 'es', 'no', 'Yes', 'YES']",True
301,"Q: Is the following sentence plausible? ""Gleyber Torres hit a double.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'YES']",True
302,"Q: Is the following sentence plausible? ""Derek Carr performed a give and go.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'yeah']",True
303,"Q: Is the following sentence plausible? ""Aleksander Barkov bricked the three pointer.""
A: The answer is ->",no,"['no', 'yes', 'No', 'hockey', 'o']",True
304,"Q: Is the following sentence plausible? ""Anders Lee shot the puck.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'YES']",True
305,"Q: Is the following sentence plausible? ""Sebastian Aho scored a freekick.""
A: The answer is ->",no,"['no', 'yes', 'soccer', 'not', 'none']",True
306,"Q: Is the following sentence plausible? ""Clint Capela got into the endzone.""
A: The answer is ->",no,"['no', 'o', 'yes', 'soccer', 'No']",True
307,"Q: Is the following sentence plausible? ""Kyle Connor caught the back shoulder fade in the AFC championship.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'nobody']",True
308,"Q: Is the following sentence plausible? ""Mecole Hardman threw a touchdown.""
A: The answer is ->",yes,"['no', 'yes', 'o', 'No', 'es']",False
309,"Q: Is the following sentence plausible? ""Calvin Ridley ran out of bounds.""
A: The answer is ->",yes,"['yes', 'es', 'no', 'Yes', 'YES']",True
310,"Q: Is the following sentence plausible? ""Carter Hart hit into a double play.""
A: The answer is ->",no,"['no', 'o', 'yes', 'No', 'nobody']",True
311,"Q: Is the following sentence plausible? ""James Harden shot a free throw.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'es', 'yeah']",True
312,"Q: Is the following sentence plausible? ""Jordi Alba walked to first base.""
A: The answer is ->",no,"['no', 'yes', 'o', 'soccer', 'No']",True
313,"Q: Is the following sentence plausible? ""Brad Hand hit a homerun.""
A: The answer is ->",yes,"['yes', 'no', 'YES', 'es', 'Yes']",True
314,"Q: Is the following sentence plausible? ""Paul Goldschmidt walked on ball four.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'Yes']",True
315,"Q: Is the following sentence plausible? ""Sergio Ramos set the pick and roll.""
A: The answer is ->",no,"['no', 'yes', 'soccer', 'o', 'basketball']",True
316,"Q: Is the following sentence plausible? ""Matthew Tkachuk struck out.""
A: The answer is ->",no,"['no', 'yes', 'No', 'o', 'hockey']",True
317,"Q: Is the following sentence plausible? ""Edinson Cavani caught the screen pass.""
A: The answer is ->",no,"['no', 'yes', 'o', 'none', 'nobody']",True
318,"Q: Is the following sentence plausible? ""Neal Pionk took the snap.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'football']",True
319,"Q: Is the following sentence plausible? ""Julian Edelman fumbled the ball.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'YES']",True
320,"Q: Is the following sentence plausible? ""Zach LaVine\xc2\xa0 drove into the restricted area.""
A: The answer is ->",yes,"['yes', 'es', 'no', 'Yes']",True
321,"Q: Is the following sentence plausible? ""Francisco Lindor walked on ball four.""
A: The answer is ->",yes,"['yes', 'YES', 'no', 'es', 'Yes']",True
322,"Q: Is the following sentence plausible? ""Javier Baez struck out in the World Series.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'Yes']",True
323,"Q: Is the following sentence plausible? ""Sonny Gray committed a blocking foul.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'yeah']",True
324,"Q: Is the following sentence plausible? ""Javi Martinez nutmegged the defender.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'Yes']",True
325,"Q: Is the following sentence plausible? ""Jordan Binnington scored in the third period.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'No', 'yeah']",True
326,"Q: Is the following sentence plausible? ""Tuukka Rask crossed the blue line.""
A: The answer is ->",yes,"['yes', 'es', 'no', 'Yes', 'yeah']",True
327,"Q: Is the following sentence plausible? ""Tua Tagovailoa was safe at home.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'es']",True
328,"Q: Is the following sentence plausible? ""Nikola Jokic took a heat check three.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'YES']",True
329,"Q: Is the following sentence plausible? ""Julian Edelman was called for icing in the Stanley Cup.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'nobody']",True
330,"Q: Is the following sentence plausible? ""Kawhi Leonard scored a windmill dunk.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'es', 'YES']",True
331,"Q: Is the following sentence plausible? ""Arjen Robben earned a direct kick.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'Yes']",True
332,"Q: Is the following sentence plausible? ""Jaylen Brown hit the buzzer beater in the NBA Championship.""
A: The answer is ->",yes,"['yes', 'es', 'Yes', 'YES']",True
333,"Q: Is the following sentence plausible? ""Malik Beasley\xc2\xa0 drove into the restricted area.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes']",True
334,"Q: Is the following sentence plausible? ""Mapou Yanga-M\'Biwa hit the slant pass.""
A: The answer is ->",no,"['no', 'yes', 'o', 'none', 'nobody']",True
335,"Q: Is the following sentence plausible? ""Stephan El Shaarawy scored a corner kick.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'YES']",True
336,"Q: Is the following sentence plausible? ""Kris Bryant got a base hit.""
A: The answer is ->",yes,"['yes', 'es', 'no', 'yeah', 'Yes']",True
337,"Q: Is the following sentence plausible? ""Max Scherzer was safe at first.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'Yes']",True
338,"Q: Is the following sentence plausible? ""Kyle Tucker hit a triple.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'YES', 'es']",True
339,"Q: Is the following sentence plausible? ""Mecole Hardman fumbled the ball.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'o', 'yeah']",True
340,"Q: Is the following sentence plausible? ""Franck Ribery earned an indirect kick.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'Yes']",True
341,"Q: Is the following sentence plausible? ""Mark Stone scored in the third period.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'es', 'yeah']",True
342,"Q: Is the following sentence plausible? ""Aleksander Barkov passed the puck.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'YES']",True
343,"Q: Is the following sentence plausible? ""De\'Aaron Fox crossed the blue line.""
A: The answer is ->",no,"['yes', 'no', 'No', 'es', 'Yes']",False
344,"Q: Is the following sentence plausible? ""Pete Alonso hit a triple in the World Series.""
A: The answer is ->",yes,"['yes', 'es', 'no', 'YES', 'yeah']",True
345,"Q: Is the following sentence plausible? ""Devin Booker shot a free throw in the NBA Championship.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'yeah']",True
346,"Q: Is the following sentence plausible? ""Mike Evans scored a touchdown in the AFC divisional round.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'yeah']",True
347,"Q: Is the following sentence plausible? ""Baker Mayfield hit nothing but net.""
A: The answer is ->",no,"['no', 'yes', 'o', 'nobody', 'basketball']",True
348,"Q: Is the following sentence plausible? ""Juan Mata got on the end of a through ball.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'Yes']",True
349,"Q: Is the following sentence plausible? ""Kyle Connor scored a freekick.""
A: The answer is ->",no,"['no', 'yes', 'soccer', 'No', 'o']",True
350,"Q: Is the following sentence plausible? ""Nick Foles scored in the third period in the Stanley Cup.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'nobody']",True
351,"Q: Is the following sentence plausible? ""Sterling Shepard hit the back of the rim.""
A: The answer is ->",no,"['no', 'yes', 'basketball', 'o', 'nobody']",True
352,"Q: Is the following sentence plausible? ""Zach LaVine\xc2\xa0 did a maradona on the defender.""
A: The answer is ->",no,"['no', 'yes', 'nobody', 'soccer', 'o']",True
353,"Q: Is the following sentence plausible? ""Corbin Burnes scored in the shootout.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'hockey']",True
354,"Q: Is the following sentence plausible? ""Andrea Pirlo went five hole.""
A: The answer is ->",no,"['no', 'soccer', 'yes', 'o', 'No']",True
355,"Q: Is the following sentence plausible? ""Sergio Busquets got on base.""
A: The answer is ->",no,"['no', 'o', 'yes', 'soccer', 'No']",True
356,"Q: Is the following sentence plausible? ""Johnny Gaudreau nutmegged the defender.""
A: The answer is ->",no,"['no', 'yes', 'o', 'soccer', 'No']",True
357,"Q: Is the following sentence plausible? ""Javier Zanetti scored on the power play.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'hockey']",True
358,"Q: Is the following sentence plausible? ""Stephen Curry scored a reverse layup.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'YES']",True
359,"Q: Is the following sentence plausible? ""Fred VanVleet scored a freekick in the Champions League Final.""
A: The answer is ->",no,"['no', 'yes', 'soccer', 'No', 'o']",True
360,"Q: Is the following sentence plausible? ""Cale Makar scored in the third period in the Stanley Cup.""
A: The answer is ->",yes,"['yes', 'no', 'No', 'es', 'yeah']",True
361,"Q: Is the following sentence plausible? ""Eden Hazard airballed the shot.""
A: The answer is ->",no,"['no', 'yes', 'basketball', 'soccer', 'o']",True
362,"Q: Is the following sentence plausible? ""Kyrie Irving scored a reverse dunk.""
A: The answer is ->",yes,"['yes', 'no', 'YES', 'Yes', 'es']",True
363,"Q: Is the following sentence plausible? ""Pierre-Luc Dubois skated backwards.""
A: The answer is ->",yes,"['yes', 'es', 'Yes', 'no', 'yeah']",True
364,"Q: Is the following sentence plausible? ""Chris Godwin was caught in a rundown in the American League Championship Series.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'nobody']",True
