{'statement': 'Someone is looking for a small city to visit. Between London and Milan, this person should visit Milan.', 'answer': 'Milan', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Nairobi and Nakhon Ratchasima, this person should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Nairobi'}
{'statement': 'Someone is looking for a small city to visit. Between Johannesburg and Tauranga, this person should visit Tauranga.', 'answer': 'Tauranga', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between Rome and Palmerston North, this person should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a small city to visit. Between Johannesburg and Mombasa, this person should visit Mombasa.', 'answer': 'Mombasa', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between San Diego and Toamasina, this person should visit Toamasina.', 'answer': 'Toamasina', 'candidate': 'San Diego'}
{'statement': 'Someone is looking for a small city to visit. Between Mexico City and Omaha, this person should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Mexico City'}
{'statement': 'Someone is looking for a small city to visit. Between Ürümqi and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a small city to visit. Between Jakarta and San Antonio, this person should visit San Antonio.', 'answer': 'San Antonio', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Jakarta and Lagos, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a small city to visit. Between Moscow and La Paz, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Toronto and Bratislava, this person should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Toronto'}
{'statement': 'Someone is looking for a small city to visit. Between Kano and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Kano'}
{'statement': 'Someone is looking for a small city to visit. Between Guadalajara and Denpasar, this person should visit Denpasar.', 'answer': 'Denpasar', 'candidate': 'Guadalajara'}
{'statement': 'Someone is looking for a small city to visit. Between Kabul and Omaha, this person should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a small city to visit. Between Cairo and Omaha, this person should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Cairo'}
