{'statement': "Someone doesn't like cheap restaurants. Between Mt Everest Restaurant and Sizzlers, this person should go to Mt Everest Restaurant.", 'answer': 'Mt Everest Restaurant', 'candidate': 'Sizzlers'}
{'statement': "Someone doesn't like cheap restaurants. Between Ici Bistro and Freshii, this person should go to Ici Bistro.", 'answer': 'Ici Bistro', 'candidate': 'Freshii'}
{'statement': "Someone doesn't like cheap restaurants. Between Thompson Rooftop and EJ Sushi, this person should go to Thompson Rooftop.", 'answer': 'Thompson Rooftop', 'candidate': 'EJ Sushi'}
{'statement': "Someone doesn't like cheap restaurants. Between New Bilan Restaurant and Magic Oven, this person should go to Magic Oven.", 'answer': 'Magic Oven', 'candidate': 'New Bilan Restaurant'}
{'statement': "Someone doesn't like cheap restaurants. Between JJ Bean and Ici Bistro, this person should go to Ici Bistro.", 'answer': 'Ici Bistro', 'candidate': 'JJ Bean'}
{'statement': "Someone doesn't like cheap restaurants. Between Carole's Cheesecake Cafe and Mamma's Pizza, this person should go to Carole's Cheesecake Cafe.", 'answer': "Carole's Cheesecake Cafe", 'candidate': "Mamma's Pizza"}
{'statement': "Someone doesn't like cheap restaurants. Between Kibo Sushi House and Big Al's Diner, this person should go to Kibo Sushi House.", 'answer': 'Kibo Sushi House', 'candidate': "Big Al's Diner"}
{'statement': "Someone doesn't like cheap restaurants. Between KFC and Harvey's, this person should go to Harvey's.", 'answer': "Harvey's", 'candidate': 'KFC'}
{'statement': "Someone doesn't like cheap restaurants. Between Sky Dragon Chinese Restaurant and Bagel Nash, this person should go to Sky Dragon Chinese Restaurant.", 'answer': 'Sky Dragon Chinese Restaurant', 'candidate': 'Bagel Nash'}
{'statement': "Someone doesn't like cheap restaurants. Between Viccino Pizzeria and Queen Slice, this person should go to Viccino Pizzeria.", 'answer': 'Viccino Pizzeria', 'candidate': 'Queen Slice'}
{'statement': "Someone doesn't like cheap restaurants. Between Goldstone Noodle Restaurant and Hapa Toronto, this person should go to Hapa Toronto.", 'answer': 'Hapa Toronto', 'candidate': 'Goldstone Noodle Restaurant'}
{'statement': "Someone doesn't like cheap restaurants. Between Oxygen Restaurant & Lounge and Milo's Pita, this person should go to Oxygen Restaurant & Lounge.", 'answer': 'Oxygen Restaurant & Lounge', 'candidate': "Milo's Pita"}
{'statement': "Someone doesn't like cheap restaurants. Between Cafe Jules and Assembly Chef's Hall, this person should go to Assembly Chef's Hall.", 'answer': "Assembly Chef's Hall", 'candidate': 'Cafe Jules'}
{'statement': "Someone doesn't like cheap restaurants. Between Anatolia Restaurant and Grappa Ristorante, this person should go to Grappa Ristorante.", 'answer': 'Grappa Ristorante', 'candidate': 'Anatolia Restaurant'}
{'statement': "Someone doesn't like cheap restaurants. Between Assembly Chef's Hall and Edible Arrangements, this person should go to Edible Arrangements.", 'answer': 'Edible Arrangements', 'candidate': "Assembly Chef's Hall"}
{'statement': "Someone doesn't like cheap restaurants. Between Adega Restaurante and La Pupusa Loka, this person should go to Adega Restaurante.", 'answer': 'Adega Restaurante', 'candidate': 'La Pupusa Loka'}
{'statement': "Someone doesn't like cheap restaurants. Between Ardor Bistro and Cake Opera, this person should go to Cake Opera.", 'answer': 'Cake Opera', 'candidate': 'Ardor Bistro'}
{'statement': "Someone doesn't like cheap restaurants. Between El Fogón and New Bilan Restaurant, this person should go to El Fogón.", 'answer': 'El Fogón', 'candidate': 'New Bilan Restaurant'}
{'statement': "Someone doesn't like cheap restaurants. Between Harvey's and Nutella Cafe by Pusateri's, this person should go to Nutella Cafe by Pusateri's.", 'answer': "Nutella Cafe by Pusateri's", 'candidate': "Harvey's"}
{'statement': "Someone doesn't like cheap restaurants. Between Ici Bistro and Le Papillon Park, this person should go to Ici Bistro.", 'answer': 'Ici Bistro', 'candidate': 'Le Papillon Park'}
{'statement': "Someone doesn't like cheap restaurants. Between Branca and Oxygen Restaurant & Lounge, this person should go to Oxygen Restaurant & Lounge.", 'answer': 'Oxygen Restaurant & Lounge', 'candidate': 'Branca'}
{'statement': "Someone doesn't like cheap restaurants. Between Queen Slice and Pasta Pantry, this person should go to Pasta Pantry.", 'answer': 'Pasta Pantry', 'candidate': 'Queen Slice'}
{'statement': "Someone doesn't like cheap restaurants. Between Evoo Ristorante and FreshCo, this person should go to Evoo Ristorante.", 'answer': 'Evoo Ristorante', 'candidate': 'FreshCo'}
{'statement': "Someone doesn't like cheap restaurants. Between Hawthorne Food and Drink and Green Room, this person should go to Hawthorne Food and Drink.", 'answer': 'Hawthorne Food and Drink', 'candidate': 'Green Room'}
{'statement': "Someone doesn't like cheap restaurants. Between La Cocina De Dona Luz and Adega Restaurante, this person should go to Adega Restaurante.", 'answer': 'Adega Restaurante', 'candidate': 'La Cocina De Dona Luz'}
{'statement': "Someone doesn't like cheap restaurants. Between Green Room and FreshCo, this person should go to FreshCo.", 'answer': 'FreshCo', 'candidate': 'Green Room'}
{'statement': "Someone doesn't like cheap restaurants. Between The Duke of Devon and Falafel House, this person should go to The Duke of Devon.", 'answer': 'The Duke of Devon', 'candidate': 'Falafel House'}
{'statement': "Someone doesn't like cheap restaurants. Between La Pupusa Loka and Dinah's Cupboard, this person should go to Dinah's Cupboard.", 'answer': "Dinah's Cupboard", 'candidate': 'La Pupusa Loka'}
{'statement': "Someone doesn't like cheap restaurants. Between Tierra Azteca and Falafel Hut Village, this person should go to Tierra Azteca.", 'answer': 'Tierra Azteca', 'candidate': 'Falafel Hut Village'}
{'statement': "Someone doesn't like cheap restaurants. Between La Pupusa Loka and Grappa Ristorante, this person should go to Grappa Ristorante.", 'answer': 'Grappa Ristorante', 'candidate': 'La Pupusa Loka'}
{'statement': "Someone doesn't like cheap restaurants. Between Sushi Time Japanese Restaurant and Mirage Grill & Lounge, this person should go to Mirage Grill & Lounge.", 'answer': 'Mirage Grill & Lounge', 'candidate': 'Sushi Time Japanese Restaurant'}
{'statement': "Someone doesn't like cheap restaurants. Between Basha Middle Eastern Grill and KFC, this person should go to Basha Middle Eastern Grill.", 'answer': 'Basha Middle Eastern Grill', 'candidate': 'KFC'}
{'statement': "Someone doesn't like cheap restaurants. Between Delicious Paradise Kitchen and Basha Middle Eastern Grill, this person should go to Basha Middle Eastern Grill.", 'answer': 'Basha Middle Eastern Grill', 'candidate': 'Delicious Paradise Kitchen'}
{'statement': "Someone doesn't like cheap restaurants. Between Aris Place and Nook, this person should go to Nook.", 'answer': 'Nook', 'candidate': 'Aris Place'}
{'statement': "Someone doesn't like cheap restaurants. Between Paradise Farms Prime Beef Bistro and St. Clair Shawarma and Falafel, this person should go to Paradise Farms Prime Beef Bistro.", 'answer': 'Paradise Farms Prime Beef Bistro', 'candidate': 'St. Clair Shawarma and Falafel'}
{'statement': "Someone doesn't like cheap restaurants. Between Edible Arrangements and Sheriff Broaster Chicken, this person should go to Edible Arrangements.", 'answer': 'Edible Arrangements', 'candidate': 'Sheriff Broaster Chicken'}
{'statement': "Someone doesn't like cheap restaurants. Between Shawarma Twist and St. Louis Bar & Grill, this person should go to St. Louis Bar & Grill.", 'answer': 'St. Louis Bar & Grill', 'candidate': 'Shawarma Twist'}
{'statement': "Someone doesn't like cheap restaurants. Between Sky Dragon Chinese Restaurant and Lahore Grill & Fast Food, this person should go to Sky Dragon Chinese Restaurant.", 'answer': 'Sky Dragon Chinese Restaurant', 'candidate': 'Lahore Grill & Fast Food'}
{'statement': "Someone doesn't like cheap restaurants. Between Sky Dragon Chinese Restaurant and Fit For Life, this person should go to Sky Dragon Chinese Restaurant.", 'answer': 'Sky Dragon Chinese Restaurant', 'candidate': 'Fit For Life'}
{'statement': "Someone doesn't like cheap restaurants. Between Sushi World and Watson's, this person should go to Watson's.", 'answer': "Watson's", 'candidate': 'Sushi World'}
{'statement': "Someone doesn't like cheap restaurants. Between Eastern legend and Galata Cafe, this person should go to Galata Cafe.", 'answer': 'Galata Cafe', 'candidate': 'Eastern legend'}
{'statement': "Someone doesn't like cheap restaurants. Between Bake Island and Tortería San Cosme, this person should go to Tortería San Cosme.", 'answer': 'Tortería San Cosme', 'candidate': 'Bake Island'}
{'statement': "Someone doesn't like cheap restaurants. Between Phil's Original BBQ and KFC, this person should go to Phil's Original BBQ.", 'answer': "Phil's Original BBQ", 'candidate': 'KFC'}
{'statement': "Someone doesn't like cheap restaurants. Between Bonne Journee and Itamae Ayce Sushi, this person should go to Itamae Ayce Sushi.", 'answer': 'Itamae Ayce Sushi', 'candidate': 'Bonne Journee'}
{'statement': "Someone doesn't like cheap restaurants. Between Ici Bistro and Domino's Pizza, this person should go to Ici Bistro.", 'answer': 'Ici Bistro', 'candidate': "Domino's Pizza"}
{'statement': "Someone doesn't like cheap restaurants. Between McDonald's and Evoo Ristorante, this person should go to Evoo Ristorante.", 'answer': 'Evoo Ristorante', 'candidate': "McDonald's"}
{'statement': "Someone doesn't like cheap restaurants. Between Daily Press Juicery and Chick Fiesta, this person should go to Daily Press Juicery.", 'answer': 'Daily Press Juicery', 'candidate': 'Chick Fiesta'}
{'statement': "Someone doesn't like cheap restaurants. Between Verona Restaurant and Carole's Cheesecake Cafe, this person should go to Verona Restaurant.", 'answer': 'Verona Restaurant', 'candidate': "Carole's Cheesecake Cafe"}
{'statement': "Someone doesn't like cheap restaurants. Between Nook and Cafe Jules, this person should go to Nook.", 'answer': 'Nook', 'candidate': 'Cafe Jules'}
{'statement': "Someone doesn't like cheap restaurants. Between Queen Slice and Branca, this person should go to Branca.", 'answer': 'Branca', 'candidate': 'Queen Slice'}
{'statement': "Someone doesn't like cheap restaurants. Between Edible Arrangements and Goldstone Noodle Restaurant, this person should go to Edible Arrangements.", 'answer': 'Edible Arrangements', 'candidate': 'Goldstone Noodle Restaurant'}
{'statement': "Someone doesn't like cheap restaurants. Between Bonne Journee and Hawthorne Food and Drink, this person should go to Hawthorne Food and Drink.", 'answer': 'Hawthorne Food and Drink', 'candidate': 'Bonne Journee'}
{'statement': "Someone doesn't like cheap restaurants. Between Taste of Greek Cuisine and Ici Bistro, this person should go to Ici Bistro.", 'answer': 'Ici Bistro', 'candidate': 'Taste of Greek Cuisine'}
{'statement': "Someone doesn't like cheap restaurants. Between Bao Bao Plus Dim Sum and Just Soups Take Out & Catering, this person should go to Bao Bao Plus Dim Sum.", 'answer': 'Bao Bao Plus Dim Sum', 'candidate': 'Just Soups Take Out & Catering'}
{'statement': "Someone doesn't like cheap restaurants. Between Kibo Sushi House and Bonne Journee, this person should go to Kibo Sushi House.", 'answer': 'Kibo Sushi House', 'candidate': 'Bonne Journee'}
{'statement': "Someone doesn't like cheap restaurants. Between Mysteriously Yours Dinner Theatre and Paradise Farms Prime Beef Bistro, this person should go to Mysteriously Yours Dinner Theatre.", 'answer': 'Mysteriously Yours Dinner Theatre', 'candidate': 'Paradise Farms Prime Beef Bistro'}
{'statement': "Someone doesn't like cheap restaurants. Between Goldstone Noodle Restaurant and EJ Sushi, this person should go to EJ Sushi.", 'answer': 'EJ Sushi', 'candidate': 'Goldstone Noodle Restaurant'}
{'statement': "Someone doesn't like cheap restaurants. Between Mövenpick Café and Aris Place, this person should go to Mövenpick Café.", 'answer': 'Mövenpick Café', 'candidate': 'Aris Place'}
{'statement': "Someone doesn't like cheap restaurants. Between Sweet Jesus and Sichuan Landscape Chinese Restaurant, this person should go to Sichuan Landscape Chinese Restaurant.", 'answer': 'Sichuan Landscape Chinese Restaurant', 'candidate': 'Sweet Jesus'}
{'statement': "Someone doesn't like cheap restaurants. Between Nutella Cafe by Pusateri's and Beryl's Pepper Pot, this person should go to Nutella Cafe by Pusateri's.", 'answer': "Nutella Cafe by Pusateri's", 'candidate': "Beryl's Pepper Pot"}
{'statement': "Someone doesn't like cheap restaurants. Between Bao Bao Plus Dim Sum and Cake Opera, this person should go to Cake Opera.", 'answer': 'Cake Opera', 'candidate': 'Bao Bao Plus Dim Sum'}
{'statement': "Someone doesn't like cheap restaurants. Between Ardor Bistro and Falafel Hut Village, this person should go to Ardor Bistro.", 'answer': 'Ardor Bistro', 'candidate': 'Falafel Hut Village'}
