prompt,completion
"Between Honiara and Detroit, the smaller city is", Honiara
"Between Istanbul and Cusco, the city with a smaller population is", Cusco
"You don't like the cold weather. Between Dunedin and Santo Domingo, you should visit", Santo Domingo
"Between Belo Horizonte and Hamilton, the city with a smaller population is", Hamilton
"Between Belo Horizonte and Sofia, the city with a smaller population is", Sofia
"Between Livingstone and Tehran, the smaller city is", Livingstone
"Between Khartoum and Assab, the bigger city is", Khartoum
"Between Wrocław and Resistencia, the city with higher average temperature is", Resistencia
"I'm looking for a small city to visit. Between Split and İzmir, I should visit", Split
"You are looking for a big city to visit. Between Bloemfontein and Salvador, you should visit", Salvador
"You are looking for a small city to visit. If I were you, between Manama and Belo Horizonte I would visit", Manama
"You are looking for a big city to visit. If I were you, between Resistencia and Taipei I would visit", Taipei
"Someone is looking for a city with cold weather. Between Cusco and Arkhangelsk, this person should visit", Arkhangelsk
"Between Dakar and Tallinn, the city with higher average temperature is", Dakar
"Between Dhaka and Honiara, the smaller city is", Honiara
"Between Chiang Mai and Mogadishu, the smaller city is", Chiang Mai
"Between Edinburgh and Ouagadougou, the city with colder weather is", Edinburgh
"Between Bloemfontein and Accra, the city with lower average temperature is", Bloemfontein
"You are looking for a small city to visit. Between Dushanbe and Madrid, you should visit", Dushanbe
"Someone doesn't like big cities. Between Rio de Janeiro and Wichita, this person should visit", Wichita
"Between Kuala Lumpur and Marseille, the city with higher average temperature is", Kuala Lumpur
"Between Warsaw and Barcelona, the bigger city is", Barcelona
"Between Singapore and Mzuzu, the city with a smaller population is", Mzuzu
"Between Singapore and Rio de Janeiro, the bigger city is", Rio de Janeiro
"I don't like the cold weather. Between Stockholm and Cairns, I should visit", Cairns
"Between Veracruz and Istanbul, the city with warmer weather is", Veracruz
"I'm looking for a city with warm weather. Between Honiara and Vilnius, I should visit", Honiara
"You are looking for a city with warm weather. Between Santo Domingo and Budapest, you should visit", Santo Domingo
"I'm looking for a small city to visit. Between Dhaka and Georgetown, I should visit", Georgetown
"Between Tijuana and Barcelona, the city with a larger population is", Barcelona
"Between Vitória and Niigata, the city with higher average temperature is", Vitória
"Between Kankan and Helsinki, the city with colder weather is", Helsinki
"You don't like the cold weather. Between Ouagadougou and Concepción, you should visit", Ouagadougou
"Between Seattle and Lodwar, the city with lower average temperature is", Seattle
"I'm looking for a city with warm weather. Between Bloemfontein and Mogadishu, I should visit", Mogadishu
"Between Kandi and Sochi, the city with higher average temperature is", Kandi
"Between Harbin and Assab, the city with colder weather is", Harbin
"Between Accra and New Delhi, the smaller city is", New Delhi
"You don't like big cities. If I were you, between Arkhangelsk and Tijuana I would visit", Arkhangelsk
"Between Ngaoundéré and Tijuana, the smaller city is", Ngaoundéré
"Between Santo Domingo and Tehran, the city with a smaller population is", Santo Domingo
"Between Winnipeg and Dhaka, the city with a larger population is", Dhaka
"Between Bridgetown and Havana, the city with a larger population is", Havana
"Between Harbin and Mar del Plata, the bigger city is", Harbin
"You don't like big cities. If I were you, between Batumi and Istanbul I would visit", Batumi
"Between Veracruz and Edinburgh, the city with higher average temperature is", Veracruz
"Between Split and Medan, the city with a larger population is", Medan
"You don't like small cities. Between Mzuzu and Madrid, you should visit", Madrid
"Between Chiang Mai and Budapest, the city with higher average temperature is", Chiang Mai
"You don't like small cities. Between Barcelona and Bridgetown, you should visit", Barcelona
"Between Maun and Mogadishu, the city with a larger population is", Mogadishu
"Between Santo Domingo and Bridgetown, the smaller city is", Bridgetown
"You are looking for a city with warm weather. If I were you, between Mogadishu and Sochi I would visit", Mogadishu
"Between Chongqing and Belo Horizonte, the city with a larger population is", Chongqing
"You don't like small cities. Between Taipei and Wrocław, you should visit", Taipei
"Between Dakar and Madrid, the bigger city is", Madrid
"Someone is looking for a big city to visit. Between Kuala Lumpur and Havana, this person should visit", Kuala Lumpur
"Between Edinburgh and Bridgetown, the city with colder weather is", Edinburgh
"Between Tegucigalpa and Wrocław, the city with colder weather is", Wrocław
"I don't like big cities. Between Belo Horizonte and Tunis, I should visit", Tunis
"Between Veracruz and Wichita, the city with warmer weather is", Veracruz
"Between Hiroshima and São Paulo, the smaller city is", Hiroshima
"Between Tokyo and Santo Domingo, the bigger city is", Tokyo
"Between Salta and Guayaquil, the bigger city is", Guayaquil
"You don't like the cold weather. Between Resistencia and Helsinki, you should visit", Resistencia
"Between Riga and Havana, the city with higher average temperature is", Havana
"Between Edmonton and Dushanbe, the city with higher average temperature is", Dushanbe
"I'm looking for a city with warm weather. Between Riga and Tehran, I should visit", Tehran
"You are looking for a city with warm weather. If I were you, between Vilnius and Havana I would visit", Havana
"Between Ouagadougou and Warsaw, the city with lower average temperature is", Warsaw
"You don't like big cities. If I were you, between Nicosia and İzmir I would visit", Nicosia
"Between Tehran and Oulu, the city with a smaller population is", Oulu
"Between Vilnius and Antananarivo, the city with a larger population is", Antananarivo
"Someone is looking for a city with cold weather. Between Moncton and Cairns, this person should visit", Moncton
"Someone doesn't like small cities. Between Istanbul and Fortaleza, this person should visit", Istanbul
"Between Fortaleza and Khartoum, the bigger city is", Khartoum
"Between Mogadishu and Stockholm, the city with colder weather is", Stockholm
"Between Salvador and Detroit, the city with colder weather is", Detroit
"Between Wichita and Belo Horizonte, the city with a larger population is", Belo Horizonte
"I don't like big cities. Between Colombo and São Paulo, I should visit", Colombo
"Between Assab and Chongqing, the smaller city is", Assab
"Between Detroit and Chiang Mai, the smaller city is", Chiang Mai
"Someone doesn't like the cold weather. Between Assab and Madrid, this person should visit", Assab
"You don't like big cities. If I were you, between Colombo and Detroit I would visit", Colombo
"Between Recife and Warsaw, the city with colder weather is", Warsaw
"Between Colombo and Istanbul, the bigger city is", Istanbul
"I'm looking for a small city to visit. Between Hamilton and Taipei, I should visit", Hamilton
"Between Helsinki and Accra, the city with colder weather is", Helsinki
"Between Guayaquil and Winnipeg, the city with colder weather is", Winnipeg
"Between Jayapura and Tijuana, the city with a smaller population is", Jayapura
"Between Santo Domingo and Detroit, the city with warmer weather is", Santo Domingo
"You are looking for a small city to visit. If I were you, between São Paulo and St. John's I would visit", St. John's
"You are looking for a small city to visit. Between Dhaka and Assab, you should visit", Assab
"Between Lodwar and Salvador, the city with a larger population is", Salvador
"Between Riga and Blantyre, the city with colder weather is", Riga
"Between İzmir and Libreville, the bigger city is", İzmir
"Someone doesn't like the cold weather. Between Helsinki and Bulawayo, this person should visit", Bulawayo
"Between Tokyo and Niigata, the city with a smaller population is", Niigata
"Between Riga and Hamilton, the city with warmer weather is", Hamilton
"I don't like big cities. Between Havana and Bridgetown, I should visit", Bridgetown
"Between Istanbul and Dakar, the bigger city is", Istanbul
"Between Tokyo and Vancouver, the city with a smaller population is", Vancouver
"Between Mzuzu and Stockholm, the city with lower average temperature is", Stockholm
"Someone is looking for a city with cold weather. Between Kankan and Vilnius, this person should visit", Vilnius
"Between Arkhangelsk and Seattle, the city with a smaller population is", Arkhangelsk
"Between Rio de Janeiro and Recife, the city with a larger population is", Rio de Janeiro
"Between Hiroshima and Winnipeg, the city with warmer weather is", Hiroshima
"Between Colombo and Rio de Janeiro, the bigger city is", Rio de Janeiro
"You don't like hot weather. Between Edmonton and Dushanbe, you should visit", Edmonton
"Between Bloemfontein and São Paulo, the smaller city is", Bloemfontein
"Between Honiara and Concepción, the city with higher average temperature is", Honiara
"Between Chongqing and Edmonton, the city with a smaller population is", Edmonton
"You don't like hot weather. Between Warsaw and Asunción, you should visit", Warsaw
"Between Barcelona and Riga, the smaller city is", Riga
"Between Georgetown and Edmonton, the city with lower average temperature is", Edmonton
"Between Sochi and Tamale, the city with lower average temperature is", Sochi
"Between Havana and Kandi, the smaller city is", Kandi
"You are looking for a small city to visit. If I were you, between Kandi and Antananarivo I would visit", Kandi
"Between Khartoum and Mzuzu, the smaller city is", Mzuzu
"Between São Paulo and Dakar, the smaller city is", Dakar
"Between Khartoum and Tallinn, the city with lower average temperature is", Tallinn
"Someone is looking for a city with warm weather. Between Nicosia and Oulu, this person should visit", Nicosia
"Between Rio de Janeiro and Comodoro Rivadavia, the city with lower average temperature is", Comodoro Rivadavia
"Between Salvador and Arkhangelsk, the smaller city is", Arkhangelsk
"Between Fortaleza and Honiara, the bigger city is", Fortaleza
"Between Warsaw and Rio de Janeiro, the city with a smaller population is", Warsaw
"Between Stockholm and Belo Horizonte, the city with colder weather is", Stockholm
"Between Resistencia and Riga, the city with warmer weather is", Resistencia
"Someone is looking for a big city to visit. Between Helsinki and Tehran, this person should visit", Tehran
"You are looking for a big city to visit. Between Ouagadougou and Madrid, you should visit", Madrid
"You are looking for a small city to visit. Between Warsaw and Madrid, you should visit", Warsaw
"Between Naha and Madrid, the city with a larger population is", Madrid
"Between Chongqing and Nicosia, the bigger city is", Chongqing
"Between Blantyre and Arkhangelsk, the city with colder weather is", Arkhangelsk
"Between Wichita and Kumasi, the city with warmer weather is", Kumasi
"You don't like small cities. If I were you, between Istanbul and Recife I would visit", Istanbul
"You don't like small cities. Between Lodwar and Salvador, you should visit", Salvador
"Between Madrid and Tamale, the bigger city is", Madrid
"Between Singapore and Riga, the city with higher average temperature is", Singapore
"Between Oulu and Guayaquil, the city with higher average temperature is", Guayaquil
"You are looking for a big city to visit. If I were you, between Tijuana and Lodwar I would visit", Tijuana
"Between Seattle and Vitória, the smaller city is", Vitória
"You don't like hot weather. If I were you, between Assab and Dushanbe I would visit", Dushanbe
"Between Salvador and Chongqing, the city with a larger population is", Chongqing
"Between Istanbul and Singapore, the city with higher average temperature is", Singapore
"Between Asunción and Khartoum, the bigger city is", Khartoum
"I don't like hot weather. Between Bloemfontein and Dhaka, I should visit", Bloemfontein
"Between Manama and Batumi, the city with higher average temperature is", Manama
"Between Chongqing and Split, the smaller city is", Split
"Between Colombo and Dushanbe, the city with lower average temperature is", Dushanbe
"I don't like small cities. Between Honiara and Tijuana, I should visit", Tijuana
"Someone is looking for a city with warm weather. Between Edinburgh and Piraeus, this person should visit", Piraeus
"Between Singapore and Kumasi, the city with a larger population is", Singapore
"Between Asunción and Sofia, the city with colder weather is", Sofia
"Between Salta and Taipei, the smaller city is", Salta
"Between Edinburgh and Accra, the city with colder weather is", Edinburgh
"Between Manama and Istanbul, the bigger city is", Istanbul
"You are looking for a city with warm weather. If I were you, between Batumi and Lodwar I would visit", Lodwar
"You don't like big cities. Between Stockholm and Kuala Lumpur, you should visit", Stockholm
"Between Barcelona and Livingstone, the bigger city is", Barcelona
"Between Tehran and Bridgetown, the bigger city is", Tehran
"Between Jayapura and Dushanbe, the city with lower average temperature is", Dushanbe
"You don't like the cold weather. Between Tallinn and Kandi, you should visit", Kandi
"I don't like hot weather. Between Bridgetown and Tallinn, I should visit", Tallinn
"You are looking for a city with cold weather. If I were you, between Tamale and Sochi I would visit", Sochi
"Between Dunedin and Detroit, the city with a smaller population is", Dunedin
"I don't like small cities. Between São Paulo and Comodoro Rivadavia, I should visit", São Paulo
"Between Khartoum and Bloemfontein, the city with a smaller population is", Bloemfontein
"Between Winnipeg and Seattle, the bigger city is", Seattle
"Between Accra and Madrid, the city with a smaller population is", Accra
"You are looking for a city with cold weather. If I were you, between Tallinn and Mogadishu I would visit", Tallinn
"Between Tallinn and İzmir, the smaller city is", Tallinn
"Between Manama and Stockholm, the city with higher average temperature is", Manama
"You don't like small cities. Between Madrid and Veracruz, you should visit", Madrid
"Between Salvador and Arkhangelsk, the city with a smaller population is", Arkhangelsk
"Someone is looking for a city with warm weather. Between Oulu and Libreville, this person should visit", Libreville
"Between Marseille and Guayaquil, the city with lower average temperature is", Marseille
"Between Tijuana and Jayapura, the bigger city is", Tijuana
"Between Dunedin and Chongqing, the city with a larger population is", Chongqing
"Between Adelaide and İzmir, the city with a larger population is", İzmir
"You don't like big cities. Between Seattle and Tbilisi, you should visit", Tbilisi
"Between Kandi and Tijuana, the smaller city is", Kandi
"You are looking for a city with warm weather. Between Warsaw and Georgetown, you should visit", Georgetown
"Between Tamale and São Paulo, the bigger city is", São Paulo
"Between Fortaleza and Kuala Lumpur, the city with a larger population is", Kuala Lumpur
"You are looking for a small city to visit. Between Cairns and Harbin, you should visit", Cairns
"Between Tallinn and Kandi, the city with colder weather is", Tallinn
"Between St. John's and Havana, the city with higher average temperature is", Havana
"Between Comodoro Rivadavia and Madrid, the city with a larger population is", Madrid
"Between Tallinn and Resistencia, the city with colder weather is", Tallinn
"Between Barcelona and Chongqing, the bigger city is", Chongqing
"Someone is looking for a city with warm weather. Between Dunedin and Kuala Lumpur, this person should visit", Kuala Lumpur
"Between Kumasi and Budapest, the city with colder weather is", Budapest
"Between Cusco and Bissau, the city with colder weather is", Cusco
"You are looking for a big city to visit. If I were you, between Barcelona and Batumi I would visit", Barcelona
"Between Sofia and Chiang Mai, the city with colder weather is", Sofia
"Between Jayapura and Tokyo, the city with higher average temperature is", Jayapura
"Between Tokyo and Kankan, the city with a larger population is", Tokyo
"Between Salvador and Khartoum, the city with a smaller population is", Salvador
"I'm looking for a city with warm weather. Between Montevideo and Vilnius, I should visit", Montevideo
"Between Mzuzu and Tamale, the city with lower average temperature is", Mzuzu
"You are looking for a city with warm weather. Between Taipei and Arkhangelsk, you should visit", Taipei
"You don't like small cities. If I were you, between Concepción and Belo Horizonte I would visit", Belo Horizonte
"Between Tunis and Oulu, the city with warmer weather is", Tunis
"You don't like hot weather. Between Fortaleza and Warsaw, you should visit", Warsaw
"Between Santo Domingo and Veracruz, the city with a smaller population is", Veracruz
"Between Tegucigalpa and Khartoum, the smaller city is", Tegucigalpa
"I don't like small cities. Between Barcelona and Colombo, I should visit", Barcelona
"Between Kankan and Tbilisi, the city with lower average temperature is", Tbilisi
"Between New Orleans and Tallinn, the city with higher average temperature is", New Orleans
"Between Tokyo and Moncton, the city with a larger population is", Tokyo
"You don't like big cities. If I were you, between Chongqing and Vitória I would visit", Vitória
"I'm looking for a small city to visit. Between Kuala Lumpur and Vancouver, I should visit", Vancouver
"Between Edinburgh and Khartoum, the city with a larger population is", Khartoum
"Between Stockholm and Vitória, the city with colder weather is", Stockholm
"Between Vitória and Istanbul, the city with a smaller population is", Vitória
"Between Tehran and Edinburgh, the smaller city is", Edinburgh
"Between Georgetown and İzmir, the bigger city is", İzmir
"Between Tallinn and Accra, the city with warmer weather is", Accra
"Between Jos and Istanbul, the city with warmer weather is", Jos
"Between Harbin and Tbilisi, the city with a smaller population is", Tbilisi
"Between Mzuzu and Moncton, the city with lower average temperature is", Moncton
"I don't like small cities. Between İzmir and Chiang Mai, I should visit", İzmir
"Between Vancouver and Harbin, the city with a smaller population is", Vancouver
"I don't like the cold weather. Between Honiara and San Jose, I should visit", Honiara
"Someone doesn't like big cities. Between Dunedin and Chongqing, this person should visit", Dunedin
"Between Recife and Winnipeg, the city with higher average temperature is", Recife
"You are looking for a big city to visit. If I were you, between Tegucigalpa and Kuala Lumpur I would visit", Kuala Lumpur
"Between São Paulo and Cairns, the city with a smaller population is", Cairns
"Someone doesn't like hot weather. Between Arkhangelsk and Tijuana, this person should visit", Arkhangelsk
"You don't like big cities. Between Niigata and Kuala Lumpur, you should visit", Niigata
"Between Livingstone and Dhaka, the city with a smaller population is", Livingstone
"Someone doesn't like big cities. Between Seattle and Tunis, this person should visit", Tunis
"You are looking for a city with cold weather. Between Riga and Mzuzu, you should visit", Riga
"Between Concepción and Rio de Janeiro, the city with colder weather is", Concepción
"Between Oulu and New Orleans, the city with warmer weather is", New Orleans
"I'm looking for a city with warm weather. Between Helsinki and Kuala Lumpur, I should visit", Kuala Lumpur
"You don't like big cities. Between Seattle and Edmonton, you should visit", Edmonton
"Between Belo Horizonte and Bridgetown, the smaller city is", Bridgetown
"I'm looking for a small city to visit. Between Khartoum and Lodwar, I should visit", Lodwar
"Between Kandi and Kuala Lumpur, the city with a larger population is", Kuala Lumpur
"You don't like the cold weather. Between Vancouver and Belo Horizonte, you should visit", Belo Horizonte
"Between Batumi and São Paulo, the city with a larger population is", São Paulo
"Between San Jose and Fortaleza, the city with colder weather is", San Jose
"Between Harbin and Antananarivo, the city with colder weather is", Harbin
"You are looking for a big city to visit. Between São Paulo and Warsaw, you should visit", São Paulo
"Between Budapest and Khartoum, the city with a larger population is", Khartoum
"Between Seattle and Moncton, the city with a smaller population is", Moncton
"Someone is looking for a city with warm weather. Between Fortaleza and Madrid, this person should visit", Fortaleza
"You are looking for a city with cold weather. If I were you, between Salvador and Wichita I would visit", Wichita
"Between Riga and Hamilton, the city with higher average temperature is", Hamilton
"Between Budapest and Bissau, the city with colder weather is", Budapest
"Someone is looking for a small city to visit. Between Livingstone and Tokyo, this person should visit", Livingstone
"I don't like the cold weather. Between Wrocław and Asunción, I should visit", Asunción
"Between Khartoum and Edinburgh, the smaller city is", Edinburgh
"Between Livingstone and Detroit, the city with colder weather is", Detroit
"You don't like big cities. If I were you, between Honiara and Chongqing I would visit", Honiara
"Between Riga and São Paulo, the smaller city is", Riga
"Between Guayaquil and Stockholm, the city with warmer weather is", Guayaquil
"Between Salvador and Marseille, the city with a larger population is", Salvador
"Between Kuala Lumpur and Antananarivo, the smaller city is", Antananarivo
"I don't like big cities. Between Chongqing and Tamale, I should visit", Tamale
"Between Seattle and Georgetown, the city with colder weather is", Seattle
"Between Taipei and Winnipeg, the smaller city is", Winnipeg
"Between Manama and Warsaw, the city with higher average temperature is", Manama
"Between Mogadishu and Comodoro Rivadavia, the city with warmer weather is", Mogadishu
"Between St. John's and Honiara, the city with higher average temperature is", Honiara
"Between Istanbul and Arkhangelsk, the city with a larger population is", Istanbul
"You don't like hot weather. Between Bloemfontein and Colombo, you should visit", Bloemfontein
"Between Sochi and Tokyo, the city with a smaller population is", Sochi
"Between Blantyre and Edmonton, the city with higher average temperature is", Blantyre
"Between Edmonton and Chongqing, the smaller city is", Edmonton
"Between Detroit and New Orleans, the city with warmer weather is", New Orleans
"Between Vancouver and Chiang Mai, the city with higher average temperature is", Chiang Mai
"You don't like small cities. If I were you, between Tokyo and Veracruz I would visit", Tokyo
"Between Vitória and Moncton, the city with warmer weather is", Vitória
"I'm looking for a small city to visit. Between Guayaquil and Veracruz, I should visit", Veracruz
"Someone doesn't like hot weather. Between Stockholm and Blantyre, this person should visit", Stockholm
"Someone is looking for a small city to visit. Between Cairns and Taipei, this person should visit", Cairns
"I'm looking for a small city to visit. Between Istanbul and Detroit, I should visit", Detroit
"I don't like hot weather. Between Riga and Blantyre, I should visit", Riga
"Someone doesn't like the cold weather. Between Arkhangelsk and New Orleans, this person should visit", New Orleans
"Between Dakar and Oulu, the city with higher average temperature is", Dakar
"Between Madrid and Ouagadougou, the city with a larger population is", Madrid
"Between Tehran and Nicosia, the city with a smaller population is", Nicosia
"Between Cusco and Kankan, the city with colder weather is", Cusco
"I don't like hot weather. Between Libreville and Marseille, I should visit", Marseille
"Between Wrocław and Jayapura, the city with warmer weather is", Jayapura
"Between Rio de Janeiro and Ouagadougou, the city with a larger population is", Rio de Janeiro
"Someone is looking for a city with warm weather. Between Winnipeg and Montevideo, this person should visit", Montevideo
"You don't like big cities. If I were you, between Naha and Khartoum I would visit", Naha
"You don't like small cities. If I were you, between Khartoum and Bridgetown I would visit", Khartoum
"I'm looking for a city with warm weather. Between Medan and Tokyo, I should visit", Medan
"Between Piraeus and Winnipeg, the city with warmer weather is", Piraeus
"I'm looking for a small city to visit. Between Split and Istanbul, I should visit", Split
"Between Harbin and Maun, the city with warmer weather is", Maun
"I'm looking for a city with warm weather. Between Jos and Marseille, I should visit", Jos
"You are looking for a city with warm weather. Between Recife and Harbin, you should visit", Recife
"I don't like small cities. Between Accra and Moncton, I should visit", Accra
"You are looking for a big city to visit. If I were you, between Tokyo and Libreville I would visit", Tokyo
"You are looking for a small city to visit. Between Rio de Janeiro and Kuala Lumpur, you should visit", Kuala Lumpur
"Between Chiang Mai and Niigata, the city with higher average temperature is", Chiang Mai
"Someone is looking for a big city to visit. Between Tehran and Kankan, this person should visit", Tehran
"Between Guayaquil and Riga, the city with higher average temperature is", Guayaquil
"Between Salvador and Stockholm, the city with warmer weather is", Salvador
"Between Istanbul and São Paulo, the smaller city is", Istanbul
"Between Winnipeg and Tehran, the city with lower average temperature is", Winnipeg
"Between Assab and St. John's, the city with colder weather is", St. John's
"I don't like hot weather. Between Marseille and Lodwar, I should visit", Marseille
"You are looking for a city with warm weather. Between Niigata and Colombo, you should visit", Colombo
"Between New Orleans and Edmonton, the city with lower average temperature is", Edmonton
"You are looking for a big city to visit. Between İzmir and New Delhi, you should visit", İzmir
"Between St. John's and Antananarivo, the city with higher average temperature is", Antananarivo
"Between Kuala Lumpur and Tbilisi, the bigger city is", Kuala Lumpur
"Between Moncton and Santo Domingo, the smaller city is", Moncton
"Between Detroit and New Orleans, the city with higher average temperature is", New Orleans
"Between São Paulo and New Orleans, the bigger city is", São Paulo
"Between Wrocław and Detroit, the city with a smaller population is", Wrocław
"I'm looking for a big city to visit. Between Rio de Janeiro and Marseille, I should visit", Rio de Janeiro
"I'm looking for a city with warm weather. Between Moncton and Adelaide, I should visit", Adelaide
"Someone doesn't like big cities. Between Lodwar and Detroit, this person should visit", Lodwar
"Between Edmonton and Manama, the city with warmer weather is", Manama
"Between Dhaka and Harbin, the city with lower average temperature is", Harbin
"Between Cusco and Recife, the city with warmer weather is", Recife
"You are looking for a big city to visit. Between Tijuana and Dhaka, you should visit", Dhaka
"Between Tamale and Detroit, the smaller city is", Tamale
"Between Winnipeg and Jos, the city with colder weather is", Winnipeg
"Between New Orleans and Riga, the city with lower average temperature is", Riga
"Between Split and Honiara, the city with warmer weather is", Honiara
"Between Kuala Lumpur and Tokyo, the smaller city is", Kuala Lumpur
"Between Ouagadougou and Cusco, the city with higher average temperature is", Ouagadougou
"I'm looking for a city with warm weather. Between Naha and Edinburgh, I should visit", Naha
"Between Stockholm and Salvador, the city with lower average temperature is", Stockholm
"You don't like hot weather. If I were you, between Vitória and Harbin I would visit", Harbin
"Between Dhaka and Kuala Lumpur, the bigger city is", Dhaka
"Between Madrid and Arkhangelsk, the city with warmer weather is", Madrid
"I don't like hot weather. Between Tamale and Tehran, I should visit", Tehran
"Between Oulu and Tbilisi, the city with lower average temperature is", Oulu
"Between Ngaoundéré and Warsaw, the city with colder weather is", Warsaw
"You don't like hot weather. Between Dunedin and Chiang Mai, you should visit", Dunedin
"Between Taipei and Wichita, the city with a larger population is", Taipei
"Between Helsinki and Piraeus, the city with warmer weather is", Piraeus
"Between Chiang Mai and Harbin, the city with lower average temperature is", Harbin
"Between Nicosia and Moncton, the city with higher average temperature is", Nicosia
"You are looking for a small city to visit. If I were you, between Hamilton and Vancouver I would visit", Hamilton
"You are looking for a small city to visit. If I were you, between Rio de Janeiro and Fortaleza I would visit", Fortaleza
"Someone doesn't like hot weather. Between Wrocław and Kankan, this person should visit", Wrocław
"Between Cusco and Salvador, the city with higher average temperature is", Salvador
"Between Chongqing and Cairns, the city with a larger population is", Chongqing
"Between Georgetown and Singapore, the city with a larger population is", Singapore
"Between Seattle and Bridgetown, the city with colder weather is", Seattle
"You don't like big cities. If I were you, between Veracruz and İzmir I would visit", Veracruz
"Between Istanbul and New Delhi, the smaller city is", New Delhi
"Between Kumasi and Singapore, the city with a smaller population is", Kumasi
"Between Khartoum and Havana, the smaller city is", Havana
"Between Taipei and New Delhi, the bigger city is", Taipei
"Between Singapore and São Paulo, the city with a smaller population is", Singapore
"You don't like big cities. Between Havana and New Delhi, you should visit", New Delhi
"You don't like small cities. Between Medan and Dhaka, you should visit", Dhaka
"Between Rio de Janeiro and Hamilton, the smaller city is", Hamilton
"Between Havana and Istanbul, the bigger city is", Istanbul
"Between Naha and Moncton, the city with higher average temperature is", Naha
"You are looking for a city with warm weather. Between Arkhangelsk and Comodoro Rivadavia, you should visit", Comodoro Rivadavia
"Between Georgetown and Mar del Plata, the city with lower average temperature is", Mar del Plata
"You are looking for a small city to visit. If I were you, between Tunis and Istanbul I would visit", Tunis
"Between Budapest and Naha, the city with lower average temperature is", Budapest
"You don't like big cities. If I were you, between São Paulo and Tokyo I would visit", São Paulo
"Someone doesn't like hot weather. Between Livingstone and Moncton, this person should visit", Moncton
"You don't like the cold weather. Between Kuala Lumpur and Vilnius, you should visit", Kuala Lumpur
"Between Sofia and Colombo, the city with higher average temperature is", Colombo
"You don't like the cold weather. Between Budapest and Arkhangelsk, you should visit", Budapest
"Between Assab and Sofia, the city with lower average temperature is", Sofia
"I'm looking for a city with warm weather. Between Madrid and Kuala Lumpur, I should visit", Kuala Lumpur
"Between Assab and Tehran, the smaller city is", Assab
"Between Vancouver and Honiara, the city with lower average temperature is", Vancouver
"Between Bissau and Tbilisi, the city with lower average temperature is", Tbilisi
"Between Tehran and Kandi, the bigger city is", Tehran
"You are looking for a small city to visit. Between Medan and Cairns, you should visit", Cairns
"Between Montevideo and Oulu, the city with lower average temperature is", Oulu
"Between Montevideo and Istanbul, the smaller city is", Montevideo
"Between Rio de Janeiro and Stockholm, the city with higher average temperature is", Rio de Janeiro
"You don't like hot weather. If I were you, between Bulawayo and Helsinki I would visit", Helsinki
"Between Honiara and São Paulo, the smaller city is", Honiara
"You don't like the cold weather. If I were you, between Riga and Kandi I would visit", Kandi
"You are looking for a city with warm weather. If I were you, between Rio de Janeiro and Concepción I would visit", Rio de Janeiro
"I don't like hot weather. Between St. John's and Naha, I should visit", St. John's
"Between Gaborone and Medan, the bigger city is", Medan
"Between Salvador and Dunedin, the city with colder weather is", Dunedin
"Between Madrid and Manama, the smaller city is", Manama
"Between Detroit and Edinburgh, the smaller city is", Edinburgh
"I don't like small cities. Between Resistencia and Istanbul, I should visit", Istanbul
"You are looking for a city with cold weather. Between San Jose and St. John's, you should visit", St. John's
"Between Concepción and Rio de Janeiro, the city with a larger population is", Rio de Janeiro
"I don't like small cities. Between Santo Domingo and Wrocław, I should visit", Santo Domingo
"Someone doesn't like small cities. Between Havana and Harbin, this person should visit", Harbin
"Between Edinburgh and Colombo, the city with colder weather is", Edinburgh
"Between Kuala Lumpur and Kandi, the city with a smaller population is", Kandi
"Between Helsinki and Kumasi, the city with lower average temperature is", Helsinki
"Between Havana and Moncton, the city with higher average temperature is", Havana
"Between Kandi and Fortaleza, the smaller city is", Kandi
"I'm looking for a big city to visit. Between Hiroshima and Rio de Janeiro, I should visit", Rio de Janeiro
"Between Cusco and Jayapura, the city with lower average temperature is", Cusco
"Between Edinburgh and Tamale, the city with warmer weather is", Tamale
"Someone doesn't like big cities. Between Istanbul and Bissau, this person should visit", Bissau
"You are looking for a city with cold weather. Between Guayaquil and Dunedin, you should visit", Dunedin
"Between Khartoum and Guayaquil, the city with a smaller population is", Guayaquil
"Between Bloemfontein and Kuala Lumpur, the city with a smaller population is", Bloemfontein
"Between Gaborone and Tehran, the city with a smaller population is", Gaborone
"Between Antananarivo and São Paulo, the bigger city is", São Paulo
"Between Salta and Chongqing, the bigger city is", Chongqing
"Between Cusco and Accra, the city with lower average temperature is", Cusco
"Between Kuala Lumpur and Vilnius, the city with warmer weather is", Kuala Lumpur
"Between Dhaka and Oulu, the city with warmer weather is", Dhaka
"Between Niigata and Jayapura, the city with colder weather is", Niigata
"I'm looking for a big city to visit. Between Budapest and Belo Horizonte, I should visit", Belo Horizonte
"You are looking for a city with warm weather. Between Medan and Bloemfontein, you should visit", Medan
"Someone doesn't like hot weather. Between Piraeus and Arkhangelsk, this person should visit", Arkhangelsk
"Between Bloemfontein and Dhaka, the city with colder weather is", Bloemfontein
"Between Chongqing and Riga, the city with higher average temperature is", Chongqing
"Between New Orleans and Detroit, the city with a smaller population is", New Orleans
"Between Wichita and Fortaleza, the bigger city is", Fortaleza
"Between Singapore and Salta, the city with a smaller population is", Salta
"You don't like hot weather. If I were you, between Jayapura and Marseille I would visit", Marseille
"I'm looking for a small city to visit. Between Tokyo and Hamilton, I should visit", Hamilton
