{'statement': 'Someone is looking for a city with cold weather. Between Muscat and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Muscat'}
{'statement': 'Someone is looking for a city with cold weather. Between Riyadh and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Kansas City, this person should visit Kansas City.', 'answer': 'Kansas City', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Wau and Viedma, this person should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a city with cold weather. Between Monterrey and Boise, this person should visit Boise.', 'answer': 'Boise', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a city with cold weather. Between Makassar and Quito, this person should visit Quito.', 'answer': 'Quito', 'candidate': 'Makassar'}
{'statement': 'Someone is looking for a city with cold weather. Between Pontianak and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Pontianak'}
{'statement': 'Someone is looking for a city with cold weather. Between Djibouti and Bratislava, this person should visit Bratislava.', 'answer': 'Bratislava', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a city with cold weather. Between Panama City and Brussels, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a city with cold weather. Between La Paz and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a city with cold weather. Between Brisbane and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Brisbane'}
{'statement': 'Someone is looking for a city with cold weather. Between Abéché and Rosario, this person should visit Rosario.', 'answer': 'Rosario', 'candidate': 'Abéché'}
{'statement': 'Someone is looking for a city with cold weather. Between Jakarta and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a city with cold weather. Between Manaus and Palmerston North, this person should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Manaus'}
{'statement': 'Someone is looking for a city with cold weather. Between Villahermosa and Asmara, this person should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Villahermosa'}
{'statement': 'Someone is looking for a city with cold weather. Between Durban and Novosibirsk, this person should visit Novosibirsk.', 'answer': 'Novosibirsk', 'candidate': 'Durban'}
{'statement': 'Someone is looking for a city with cold weather. Between Cayenne and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Cayenne'}
{'statement': 'Someone is looking for a city with cold weather. Between Vienna and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Vienna'}
{'statement': 'Someone is looking for a city with cold weather. Between Cairo and Zagreb, this person should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a city with cold weather. Between Benghazi and Yinchuan, this person should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Benghazi'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangkok and Minneapolis, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a city with cold weather. Between Hat Yai and Shanghai, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Hat Yai'}
