{'statement': 'Someone is looking for a big city to visit. Between Manila and Mexicali, this person should visit Manila.', 'answer': 'Manila', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Houston, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Harare, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Harare'}
{'statement': 'Someone is looking for a big city to visit. Between Riyadh and Anchorage, this person should visit Riyadh.', 'answer': 'Riyadh', 'candidate': 'Anchorage'}
{'statement': 'Someone is looking for a big city to visit. Between Ankara and Vladivostok, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a big city to visit. Between Berlin and San Juan, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a big city to visit. Between Phnom Penh and Napier, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Napier'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Manaus, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Manaus'}
{'statement': 'Someone is looking for a big city to visit. Between Chicago and Bucharest, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Bucharest'}
{'statement': 'Someone is looking for a big city to visit. Between Kunming and Dublin, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a big city to visit. Between Lagos and Kunming, this person should visit Lagos.', 'answer': 'Lagos', 'candidate': 'Kunming'}
{'statement': 'Someone is looking for a big city to visit. Between Cairo and Conakry, this person should visit Cairo.', 'answer': 'Cairo', 'candidate': 'Conakry'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Zürich, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a big city to visit. Between Kabul and Makurdi, this person should visit Kabul.', 'answer': 'Kabul', 'candidate': 'Makurdi'}
{'statement': 'Someone is looking for a big city to visit. Between Surabaya and Florianópolis, this person should visit Surabaya.', 'answer': 'Surabaya', 'candidate': 'Florianópolis'}
{'statement': 'Someone is looking for a big city to visit. Between Melbourne and Kathmandu, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Kathmandu'}
