{'statement': 'Someone is looking for a city with cold weather. Between Mahajanga and Bahía Blanca, this person should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a city with cold weather. Between Wau and Belgrade, this person should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a city with cold weather. Between Manila and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a city with cold weather. Between Port Sudan and Sapporo, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Port Sudan'}
{'statement': 'Someone is looking for a city with cold weather. Between Garissa and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Lagos and Belgrade, this person should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a city with cold weather. Between Cotonou and Kuopio, this person should visit Kuopio.', 'answer': 'Kuopio', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Monterrey and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a city with cold weather. Between Ségou and Tirana, this person should visit Tirana.', 'answer': 'Tirana', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a city with cold weather. Between Yaoundé and Zürich, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Yaoundé'}
{'statement': 'Someone is looking for a city with cold weather. Between Buenos Aires and Ürümqi, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a city with cold weather. Between Manila and Asmara, this person should visit Asmara.', 'answer': 'Asmara', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a city with cold weather. Between Panama City and Pittsburgh, this person should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a city with cold weather. Between Kingston and Bogotá, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Kingston'}
{'statement': 'Someone is looking for a city with cold weather. Between Douala and Anchorage, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a city with cold weather. Between Brisbane and Oslo, this person should visit Oslo.', 'answer': 'Oslo', 'candidate': 'Brisbane'}
{'statement': 'Someone is looking for a city with cold weather. Between Darwin and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Darwin'}
{'statement': 'Someone is looking for a city with cold weather. Between Dar es Salaam and Paris, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a city with cold weather. Between San Antonio and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'San Antonio'}
{'statement': 'Someone is looking for a city with cold weather. Between Mombasa and Johannesburg, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Mombasa'}
{'statement': 'Someone is looking for a city with cold weather. Between Caracas and London, this person should visit London.', 'answer': 'London', 'candidate': 'Caracas'}
