prompt,completion
"Between Chandni Chowk Restaurant and Magic Oven, the farthest restaurant is", Chandni Chowk Restaurant
"Between Cinnabon and Ali Baba's Middle Eastern Cuisine, the restaurant at a greater distance is", Cinnabon
"Between Ace's Place Bar Grill Hub and Ichiban Sushi, the restaurant at a smaller distance is", Ace's Place Bar Grill Hub
"Between Hanoi Bistro and Ferg's Bar & Grill, the more affordable restaurant is", Hanoi Bistro
"Between The Grover Pub and Hue's Kitchen, the restaurant with lower price is", Hue's Kitchen
"I don't like cheap restaurants. Between Victory Cafe and Bibab Express, I should go to", Victory Cafe
"Between Conviction and Ali Baba's Middle Eastern Cuisine, the restaurant with lower price is", Ali Baba's Middle Eastern Cuisine
"Between Omg Oh My Gyro and Rajput's Bistro 111, the more affordable restaurant is", Omg Oh My Gyro
"Between Victory Cafe and Cafe Cocoro, the restaurant at a greater distance is", Victory Cafe
"Between Pizza Nova and Ichiban Sushi, the more expensive restaurant is", Ichiban Sushi
"Between Chandni Chowk Restaurant and The Porch Toronto, the restaurant at a greater distance is", Chandni Chowk Restaurant
"Between Sweet Trolley Bakery and Hero Certified Burgers, the more affordable restaurant is", Sweet Trolley Bakery
"Between Hero Certified Burgers and L'Unita Enoteca, the restaurant with higher price is", L'Unita Enoteca
"You don't like expensive restaurants. Between L'Unita Enoteca and Chandni Chowk Restaurant, you should go to", Chandni Chowk Restaurant
"Between Shell and Ali Baba's Middle Eastern Cuisine, the farthest restaurant is", Shell
"Someone is looking for an affordable restaurant. Between Noah's Natural Foods and Kom Jug Yuen Restaurant, this person should go to", Kom Jug Yuen Restaurant
"I'm looking for an affordable restaurant. Between Hue's Kitchen and Hero Certified Burgers, I should go to", Hue's Kitchen
"Between Kingsmen Pub & Grill and Zavida Coffee Roasters, the restaurant at a greater distance is", Kingsmen Pub & Grill
"Someone doesn't like expensive restaurants. Between Conviction and Chandni Chowk Restaurant, this person should go to", Chandni Chowk Restaurant
"Between Loaded Pierogi and 808 Social, the more expensive restaurant is", Loaded Pierogi
"Between L'Unita Enoteca and Beach Fish House, the farthest restaurant is", L'Unita Enoteca
"Between Mong-Kut Thai and Poorani Vilaas, the restaurant with higher price is", Mong-Kut Thai
"You are looking for an expensive restaurant. If I were you, between The Porch Toronto and Cygnet Coffee I would go to", The Porch Toronto
"Between Ali's Tandoori Curry House and Kenzo Ramen, the nearest restaurant is", Kenzo Ramen
"Between Rajput's Bistro 111 and 808 Social, the more affordable restaurant is", 808 Social
"Between The World Carribean Bistro and L'Unita Enoteca, the restaurant at a greater distance is", L'Unita Enoteca
"Between United Bakers Dairy Restaurant and City Fried Chicken, the more affordable restaurant is", City Fried Chicken
"Between The Calvin Bar and Flaky Tart, the restaurant at a greater distance is", The Calvin Bar
"I'm looking for an expensive restaurant. Between Chandni Chowk Restaurant and Flaky Tart, I should go to", Flaky Tart
"Between Riverdale Perk Cafe and Hue's Kitchen, the more affordable restaurant is", Hue's Kitchen
"You are looking for an expensive restaurant. If I were you, between Starbucks and Richmond Kosher Bakery I would go to", Richmond Kosher Bakery
"You don't like expensive restaurants. If I were you, between Bulk Barn and Bibab Express I would go to", Bibab Express
"Between Lahori Taste and Andrea's Gerrard Street Bakery, the restaurant at a greater distance is", Lahori Taste
"You are looking for an affordable restaurant. Between Seoulicious and Omg Oh My Gyro, you should go to", Omg Oh My Gyro
"Between Garden Restaurant and Pita Lite, the more affordable restaurant is", Pita Lite
"Between Victory Cafe and Poorani Vilaas, the more affordable restaurant is", Poorani Vilaas
"You don't like cheap restaurants. If I were you, between L'Unita Enoteca and The Grover Pub I would go to", L'Unita Enoteca
"Between Le Tibet and Asuka Japanese Restaurant, the more expensive restaurant is", Asuka Japanese Restaurant
"You don't like cheap restaurants. Between Ali Baba's Middle Eastern Cuisine and Bamboo Cafe Chinese Restaurant, you should go to", Bamboo Cafe Chinese Restaurant
"You don't like cheap restaurants. If I were you, between Barcelona Tavern and Shell I would go to", Shell
"Between Vesta Lunch and Peter's No Frills, the restaurant at a greater distance is", Peter's No Frills
"Between Kom Jug Yuen Restaurant and The World Carribean Bistro, the more affordable restaurant is", Kom Jug Yuen Restaurant
"Between Shell and Ichiban Sushi, the restaurant at a smaller distance is", Shell
"Between The Mountain Grill and Juice Bar and Omg Oh My Gyro, the more expensive restaurant is", The Mountain Grill and Juice Bar
"You don't like expensive restaurants. If I were you, between Sauce on the Danforth and Omg Oh My Gyro I would go to", Omg Oh My Gyro
"Between Sauce on the Danforth and Ali Baba's Middle Eastern Cuisine, the restaurant at a smaller distance is", Ali Baba's Middle Eastern Cuisine
"Between Omg Oh My Gyro and Yes To Fresh, the restaurant at a greater distance is", Omg Oh My Gyro
"Someone doesn't like expensive restaurants. Between Bibab Express and The Friendly Thai, this person should go to", Bibab Express
"Between No Bull Burgers and Snakes & Lattes College, the farthest restaurant is", No Bull Burgers
"You don't like cheap restaurants. If I were you, between Zavida Coffee Roasters and City Fried Chicken I would go to", Zavida Coffee Roasters
"Between Sushitto On the Road and Shell, the more expensive restaurant is", Shell
"Between Brussels Bistro and Populus, the more affordable restaurant is", Populus
"Between Pho Phuong and Flaky Tart, the restaurant with lower price is", Pho Phuong
"Between Chandni Chowk Restaurant and Victory Cafe, the restaurant with higher price is", Victory Cafe
"Between The Calvin Bar and Conviction, the restaurant with lower price is", The Calvin Bar
"Between Tosto Quickfire Pizza Pasta and Andrea's Gerrard Street Bakery, the restaurant at a greater distance is", Tosto Quickfire Pizza Pasta
"Someone is looking for an affordable restaurant. Between Magic Oven and Omg Oh My Gyro, this person should go to", Omg Oh My Gyro
"Between Andrea's Gerrard Street Bakery and Mong-Kut Thai, the restaurant at a greater distance is", Mong-Kut Thai
"I'm looking for an expensive restaurant. Between Sakura Ichiban Restaurant and Hanoi Bistro, I should go to", Sakura Ichiban Restaurant
"Between What A Bagel and Kenzo Ramen, the more expensive restaurant is", Kenzo Ramen
"I don't like expensive restaurants. Between Xawaash and Pita Lite, I should go to", Pita Lite
"Between Asuka Japanese Restaurant and Brussels Bistro, the more affordable restaurant is", Asuka Japanese Restaurant
"You don't like expensive restaurants. If I were you, between Andrea's Gerrard Street Bakery and Flaky Tart I would go to", Andrea's Gerrard Street Bakery
"Between Le Tibet and Mong-Kut Thai, the restaurant with lower price is", Le Tibet
"Between Aroma Espresso Bar and City Fried Chicken, the more expensive restaurant is", Aroma Espresso Bar
"I don't like cheap restaurants. Between Ali Baba's Middle Eastern Cuisine and Ravi Soups, I should go to", Ravi Soups
"Between Dim Sum King Seafood Restaurant and Yes To Fresh, the restaurant at a greater distance is", Dim Sum King Seafood Restaurant
"Between Aroma Espresso Bar and Chandni Chowk Restaurant, the restaurant at a greater distance is", Chandni Chowk Restaurant
"Between Ali Baba's Middle Eastern Cuisine and Sunnyside Pavilion Cafe, the restaurant with higher price is", Sunnyside Pavilion Cafe
"Between The Porch Toronto and Hero Certified Burgers, the restaurant at a smaller distance is", The Porch Toronto
"Someone is looking for an expensive restaurant. Between Noah's Natural Foods and The Calvin Bar, this person should go to", The Calvin Bar
"Between Ali Baba's Middle Eastern Cuisine and Hanoi Bistro, the restaurant at a smaller distance is", Ali Baba's Middle Eastern Cuisine
"You are looking for an affordable restaurant. If I were you, between Cocina Economica and Chandni Chowk Restaurant I would go to", Chandni Chowk Restaurant
"Between Pita Lite and The World Carribean Bistro, the restaurant with lower price is", Pita Lite
"I'm looking for an affordable restaurant. Between Epicure Cafe & Grill and Brussels Bistro, I should go to", Epicure Cafe & Grill
"Between Bamboo Cafe Chinese Restaurant and Peter's No Frills, the restaurant with higher price is", Bamboo Cafe Chinese Restaurant
"You don't like expensive restaurants. Between The Mountain Grill and Juice Bar and Starbucks, you should go to", Starbucks
"Between Hue's Kitchen and The Porch Toronto, the restaurant at a greater distance is", Hue's Kitchen
"Between Poorani Vilaas and Barcelona Tavern, the more expensive restaurant is", Barcelona Tavern
"Someone is looking for an expensive restaurant. Between Golden Joy Hakka Restaurant and Mymy Chicken, this person should go to", Mymy Chicken
"You don't like cheap restaurants. Between Bulk Barn and 808 Social, you should go to", Bulk Barn
"You don't like expensive restaurants. Between Pita Lite and Conviction, you should go to", Pita Lite
"Between Ace's Place Bar Grill Hub and Rol Jui Seafood Restaurant, the nearest restaurant is", Ace's Place Bar Grill Hub
"Between L'Unita Enoteca and Zavida Coffee Roasters, the restaurant with lower price is", Zavida Coffee Roasters
"Between Flaky Tart and The World Carribean Bistro, the more affordable restaurant is", The World Carribean Bistro
"Between Mymy Chicken and Andrea's Gerrard Street Bakery, the nearest restaurant is", Andrea's Gerrard Street Bakery
"You don't like expensive restaurants. If I were you, between Seoulicious and Starbucks I would go to", Starbucks
"Between Zavida Coffee Roasters and What A Bagel, the nearest restaurant is", Zavida Coffee Roasters
"Between Lahori Taste and Aroma Espresso Bar, the restaurant at a greater distance is", Lahori Taste
"Between Ali's Tandoori Curry House and Ali Baba's Middle Eastern Cuisine, the more expensive restaurant is", Ali's Tandoori Curry House
"Between Ali's Tandoori Curry House and Starbucks, the restaurant at a greater distance is", Ali's Tandoori Curry House
"Between The Porch Toronto and Red Lobster, the nearest restaurant is", The Porch Toronto
"I'm looking for an affordable restaurant. Between Kenzo Ramen and Hanoi Bistro, I should go to", Hanoi Bistro
"Between United Bakers Dairy Restaurant and Riverdale Perk Cafe, the farthest restaurant is", Riverdale Perk Cafe
"Someone doesn't like cheap restaurants. Between Brussels Bistro and United Bakers Dairy Restaurant, this person should go to", Brussels Bistro
"You are looking for an affordable restaurant. Between Xawaash and 808 Social, you should go to", 808 Social
"Between Astoria Shish Kebob House and Brussels Bistro, the nearest restaurant is", Brussels Bistro
"Between Ali Baba's Middle Eastern Cuisine and The Calvin Bar, the restaurant at a greater distance is", The Calvin Bar
"Between Red Lobster and Hanoi Bistro, the more expensive restaurant is", Red Lobster
"Between Yes To Fresh and Sushitto On the Road, the more expensive restaurant is", Sushitto On the Road
"You don't like cheap restaurants. If I were you, between Hanoi Bistro and Pizzeria Libretto I would go to", Pizzeria Libretto
"Between Waterfront Deli and Victory Cafe, the more affordable restaurant is", Waterfront Deli
"You are looking for an expensive restaurant. If I were you, between Snakes & Lattes College and Conviction I would go to", Conviction
"Between Dim Sum King Seafood Restaurant and Sunnyside Pavilion Cafe, the restaurant at a greater distance is", Dim Sum King Seafood Restaurant
"Between Epicure Cafe & Grill and Casey's Bar & Grill, the restaurant at a smaller distance is", Casey's Bar & Grill
"Between Bamboo Cafe Chinese Restaurant and 808 Social, the more expensive restaurant is", Bamboo Cafe Chinese Restaurant
"Between United Bakers Dairy Restaurant and Chinese Burger, the restaurant at a greater distance is", United Bakers Dairy Restaurant
"Between Barcelona Tavern and Pita Lite, the more affordable restaurant is", Pita Lite
"Between Victory Cafe and Vesta Lunch, the nearest restaurant is", Vesta Lunch
"Between The Friendly Thai and Victory Cafe, the nearest restaurant is", The Friendly Thai
"Between Epicure Cafe & Grill and The Friendly Thai, the nearest restaurant is", The Friendly Thai
"You don't like expensive restaurants. If I were you, between Hanoi Bistro and Pho Phuong I would go to", Hanoi Bistro
"Between The Big Carrot and Sakura Ichiban Restaurant, the restaurant with lower price is", Sakura Ichiban Restaurant
"Someone is looking for an affordable restaurant. Between Lahori Taste and Vesta Lunch, this person should go to", Vesta Lunch
"Between Cygnet Coffee and Gorhegorhe, the more affordable restaurant is", Cygnet Coffee
"Between Thobors Boulangerie Patisserie Café and 808 Social, the restaurant with lower price is", 808 Social
"Between Kenzo Ramen and The Porch Toronto, the farthest restaurant is", Kenzo Ramen
"Between Sushitto On the Road and The Friendly Thai, the farthest restaurant is", Sushitto On the Road
"Someone is looking for an affordable restaurant. Between Rajput's Bistro 111 and Gorhegorhe, this person should go to", Rajput's Bistro 111
"Between Riverdale Perk Cafe and United Bakers Dairy Restaurant, the restaurant at a smaller distance is", United Bakers Dairy Restaurant
"Between Shell and Cocina Economica, the more expensive restaurant is", Shell
"Between Snakes & Lattes College and Riverdale Perk Cafe, the restaurant at a smaller distance is", Snakes & Lattes College
"You are looking for an expensive restaurant. Between The Porch Toronto and Cygnet Coffee, you should go to", The Porch Toronto
"Between Magic Oven and Sweet Trolley Bakery, the restaurant with lower price is", Sweet Trolley Bakery
"Between City Fried Chicken and Sushitto On the Road, the restaurant with higher price is", Sushitto On the Road
"Between Red Lobster and 808 Social, the restaurant with higher price is", Red Lobster
"Between Shell and Dim Sum King Seafood Restaurant, the restaurant with higher price is", Shell
"I'm looking for an affordable restaurant. Between The Mountain Grill and Juice Bar and Shell, I should go to", The Mountain Grill and Juice Bar
"Between Ali Baba's Middle Eastern Cuisine and L'Unita Enoteca, the farthest restaurant is", L'Unita Enoteca
"Someone doesn't like expensive restaurants. Between Snakes & Lattes College and Vesta Lunch, this person should go to", Vesta Lunch
"I'm looking for an expensive restaurant. Between Ace's Place Bar Grill Hub and Le Tibet, I should go to", Ace's Place Bar Grill Hub
"Between L'Unita Enoteca and The Big Carrot, the more expensive restaurant is", The Big Carrot
"Between Lageez and Kenzo Ramen, the restaurant at a smaller distance is", Lageez
"Between Yes To Fresh and Red Lobster, the more expensive restaurant is", Red Lobster
"Between Ferg's Bar & Grill and Snakes & Lattes College, the farthest restaurant is", Snakes & Lattes College
"Between Ferg's Bar & Grill and The Big Carrot, the restaurant with higher price is", The Big Carrot
"Between Ferg's Bar & Grill and Pita Lite, the more expensive restaurant is", Ferg's Bar & Grill
"Between Noah's Natural Foods and Sushi Cafe, the more expensive restaurant is", Noah's Natural Foods
"Between L'Unita Enoteca and 808 Social, the more affordable restaurant is", 808 Social
"Between Ace's Place Bar Grill Hub and Cinnabon, the nearest restaurant is", Ace's Place Bar Grill Hub
"Between No Bull Burgers and Waterfront Deli, the restaurant with lower price is", Waterfront Deli
"You don't like cheap restaurants. If I were you, between Noah's Natural Foods and Sweet Trolley Bakery I would go to", Noah's Natural Foods
"Between Victory Cafe and Nikko Sushi, the restaurant at a smaller distance is", Nikko Sushi
"Between Vesta Lunch and The World Carribean Bistro, the more expensive restaurant is", The World Carribean Bistro
"You are looking for an affordable restaurant. If I were you, between Noah's Natural Foods and Gorhegorhe I would go to", Noah's Natural Foods
"You are looking for an affordable restaurant. Between Ichiban Sushi and Cygnet Coffee, you should go to", Cygnet Coffee
"Between The Mountain Grill and Juice Bar and Bulk Barn, the nearest restaurant is", Bulk Barn
"I don't like cheap restaurants. Between Dim Sum King Seafood Restaurant and Brussels Bistro, I should go to", Brussels Bistro
"Between Mymy Chicken and Kom Jug Yuen Restaurant, the restaurant at a smaller distance is", Kom Jug Yuen Restaurant
"Between Ali's Tandoori Curry House and Peter's No Frills, the farthest restaurant is", Ali's Tandoori Curry House
"You are looking for an expensive restaurant. Between Beach Fish House and Conviction, you should go to", Conviction
"Between Garden Restaurant and The Big Carrot, the more expensive restaurant is", The Big Carrot
"Between Poorani Vilaas and Magic Oven, the more expensive restaurant is", Magic Oven
"Between Populus and Peter's No Frills, the restaurant at a greater distance is", Populus
"Between Lahori Taste and Chandni Chowk Restaurant, the more affordable restaurant is", Chandni Chowk Restaurant
"Between Brussels Bistro and United Bakers Dairy Restaurant, the restaurant at a greater distance is", United Bakers Dairy Restaurant
"Between Pita Lite and Sakura Ichiban Restaurant, the restaurant at a greater distance is", Pita Lite
"Between Pizza Nova and Riverdale Perk Cafe, the restaurant with lower price is", Pizza Nova
"Between Pho 88 Viet Thai Cuisine and The Big Carrot, the farthest restaurant is", Pho 88 Viet Thai Cuisine
"You don't like expensive restaurants. Between Snakes & Lattes College and Hue's Kitchen, you should go to", Hue's Kitchen
"Between Kingsmen Pub & Grill and Populus, the restaurant at a smaller distance is", Kingsmen Pub & Grill
"Between The Big Carrot and Rajput's Bistro 111, the nearest restaurant is", The Big Carrot
"You don't like expensive restaurants. Between Cygnet Coffee and Garden Restaurant, you should go to", Cygnet Coffee
"Between Ali Baba's Middle Eastern Cuisine and Seoulicious, the restaurant with lower price is", Ali Baba's Middle Eastern Cuisine
"Between Xawaash and Hanoi Bistro, the restaurant at a smaller distance is", Xawaash
"Between Andrea's Gerrard Street Bakery and Athletes Kitchen, the nearest restaurant is", Andrea's Gerrard Street Bakery
"I'm looking for an affordable restaurant. Between Kenzo Ramen and Flaky Tart, I should go to", Kenzo Ramen
"Between Pita Lite and L'Unita Enoteca, the restaurant with lower price is", Pita Lite
"Between Sauce on the Danforth and Bibab Express, the restaurant with higher price is", Sauce on the Danforth
"Between Magic Oven and Golden Joy Hakka Restaurant, the more expensive restaurant is", Magic Oven
"Between Pizza Nova and Brussels Bistro, the restaurant with lower price is", Pizza Nova
"Between United Bakers Dairy Restaurant and Pita Lite, the more expensive restaurant is", United Bakers Dairy Restaurant
"Between Rajput's Bistro 111 and The Calvin Bar, the more affordable restaurant is", Rajput's Bistro 111
"Between Pita Lite and Chandni Chowk Restaurant, the restaurant at a greater distance is", Chandni Chowk Restaurant
"Between Yes To Fresh and L'Unita Enoteca, the more expensive restaurant is", L'Unita Enoteca
"Between Seoulicious and Xawaash, the farthest restaurant is", Seoulicious
"Between Lahori Taste and Sweet Trolley Bakery, the more expensive restaurant is", Lahori Taste
"Between Flaky Tart and Mong-Kut Thai, the farthest restaurant is", Mong-Kut Thai
"Between Peter's No Frills and The Calvin Bar, the restaurant with lower price is", Peter's No Frills
"Between Lageez and Riverdale Perk Cafe, the restaurant at a greater distance is", Riverdale Perk Cafe
"Between Victory Cafe and Bibab Express, the restaurant with higher price is", Victory Cafe
"Between Vesta Lunch and Sauce on the Danforth, the restaurant at a greater distance is", Sauce on the Danforth
"I'm looking for an affordable restaurant. Between Victory Cafe and Waterfront Deli, I should go to", Waterfront Deli
"Between Flaky Tart and Lahori Taste, the farthest restaurant is", Lahori Taste
"Between Waterfront Deli and Pho 88 Viet Thai Cuisine, the more expensive restaurant is", Pho 88 Viet Thai Cuisine
"You are looking for an affordable restaurant. If I were you, between Conviction and Golden Joy Hakka Restaurant I would go to", Golden Joy Hakka Restaurant
"You don't like expensive restaurants. If I were you, between Mymy Chicken and Cafe Cocoro I would go to", Cafe Cocoro
"Between Lahori Taste and Nikko Sushi, the restaurant at a greater distance is", Lahori Taste
"Between Xawaash and Pho Phuong, the restaurant at a greater distance is", Pho Phuong
"Between Loaded Pierogi and Nikko Sushi, the nearest restaurant is", Nikko Sushi
"Between Vesta Lunch and Pho 88 Viet Thai Cuisine, the more affordable restaurant is", Vesta Lunch
"You are looking for an affordable restaurant. If I were you, between Noah's Natural Foods and Sweet Trolley Bakery I would go to", Sweet Trolley Bakery
"You are looking for an affordable restaurant. Between Cocina Economica and Pizza Nova, you should go to", Pizza Nova
"Someone is looking for an affordable restaurant. Between Andrea's Gerrard Street Bakery and Flaky Tart, this person should go to", Andrea's Gerrard Street Bakery
"Between Ravi Soups and Chandni Chowk Restaurant, the more affordable restaurant is", Chandni Chowk Restaurant
"Between Barcelona Tavern and Vesta Lunch, the more affordable restaurant is", Vesta Lunch
"I don't like cheap restaurants. Between King Palace and Vesta Lunch, I should go to", King Palace
"Between Athletes Kitchen and Cafe Cocoro, the restaurant with higher price is", Athletes Kitchen
"Between Gorhegorhe and Sushitto On the Road, the restaurant at a greater distance is", Sushitto On the Road
"Between Le Tibet and Loaded Pierogi, the restaurant with lower price is", Le Tibet
"I'm looking for an affordable restaurant. Between Ali's Tandoori Curry House and Brussels Bistro, I should go to", Ali's Tandoori Curry House
"Between Starbucks and Andrea's Gerrard Street Bakery, the restaurant with higher price is", Andrea's Gerrard Street Bakery
"You don't like expensive restaurants. Between Kom Jug Yuen Restaurant and Nikko Sushi, you should go to", Kom Jug Yuen Restaurant
"You are looking for an affordable restaurant. Between Andrea's Gerrard Street Bakery and Hue's Kitchen, you should go to", Hue's Kitchen
"Between Populus and Magic Oven, the restaurant at a greater distance is", Populus
"Between The Big Carrot and Cocina Economica, the restaurant with lower price is", Cocina Economica
"Between The Big Carrot and Rol Jui Seafood Restaurant, the more affordable restaurant is", Rol Jui Seafood Restaurant
"I don't like expensive restaurants. Between Lahori Taste and Chandni Chowk Restaurant, I should go to", Chandni Chowk Restaurant
"Between Gorhegorhe and The Mountain Grill and Juice Bar, the restaurant at a smaller distance is", Gorhegorhe
"Between Noah's Natural Foods and Kanga Pies, the farthest restaurant is", Noah's Natural Foods
"Between Cinnabon and Kom Jug Yuen Restaurant, the more expensive restaurant is", Cinnabon
"Between Yes To Fresh and Nikko Sushi, the restaurant with higher price is", Nikko Sushi
"You are looking for an affordable restaurant. Between Kingsmen Pub & Grill and L'Unita Enoteca, you should go to", Kingsmen Pub & Grill
"I'm looking for an expensive restaurant. Between Kenzo Ramen and Shell, I should go to", Shell
"You don't like expensive restaurants. If I were you, between Dim Sum King Seafood Restaurant and Cygnet Coffee I would go to", Cygnet Coffee
"Someone doesn't like cheap restaurants. Between Mymy Chicken and Gorhegorhe, this person should go to", Gorhegorhe
"Between Thobors Boulangerie Patisserie Café and Casey's Bar & Grill, the restaurant at a greater distance is", Thobors Boulangerie Patisserie Café
"Between City Fried Chicken and Zavida Coffee Roasters, the restaurant at a smaller distance is", Zavida Coffee Roasters
"Between Sushi Cafe and The Calvin Bar, the more affordable restaurant is", Sushi Cafe
"You are looking for an affordable restaurant. If I were you, between Garden Restaurant and L'Unita Enoteca I would go to", Garden Restaurant
"Between Ali's Tandoori Curry House and City Fried Chicken, the restaurant with lower price is", City Fried Chicken
"You don't like expensive restaurants. Between Kom Jug Yuen Restaurant and Kanga Pies, you should go to", Kom Jug Yuen Restaurant
"Between Mong-Kut Thai and The Big Carrot, the restaurant at a smaller distance is", The Big Carrot
"Between Kanga Pies and Mong-Kut Thai, the farthest restaurant is", Mong-Kut Thai
"Between The Mountain Grill and Juice Bar and Golden Joy Hakka Restaurant, the restaurant at a greater distance is", The Mountain Grill and Juice Bar
"Someone doesn't like cheap restaurants. Between Kom Jug Yuen Restaurant and Kingsmen Pub & Grill, this person should go to", Kingsmen Pub & Grill
"Between Kom Jug Yuen Restaurant and Populus, the restaurant with lower price is", Kom Jug Yuen Restaurant
"Between Peter's No Frills and The World Carribean Bistro, the nearest restaurant is", The World Carribean Bistro
"Between The Big Carrot and What A Bagel, the restaurant at a greater distance is", What A Bagel
"Between What A Bagel and Sushi Cafe, the farthest restaurant is", Sushi Cafe
"Between Gorhegorhe and Dim Sum King Seafood Restaurant, the nearest restaurant is", Gorhegorhe
"Between Cafe Cocoro and United Bakers Dairy Restaurant, the more expensive restaurant is", United Bakers Dairy Restaurant
"You don't like expensive restaurants. If I were you, between Xawaash and 808 Social I would go to", 808 Social
"Between Hue's Kitchen and The Grover Pub, the restaurant with higher price is", The Grover Pub
"Someone is looking for an expensive restaurant. Between Victory Cafe and City Fried Chicken, this person should go to", Victory Cafe
"Between Ferg's Bar & Grill and Conviction, the restaurant at a greater distance is", Conviction
"Between Victory Cafe and King Palace, the nearest restaurant is", King Palace
"Between Omg Oh My Gyro and Bibab Express, the nearest restaurant is", Bibab Express
"Between Ravi Soups and Sushi Cafe, the more affordable restaurant is", Sushi Cafe
"Between Pita Lite and Sushi Cafe, the restaurant at a smaller distance is", Pita Lite
"Someone is looking for an expensive restaurant. Between L'Unita Enoteca and Kenzo Ramen, this person should go to", L'Unita Enoteca
"Between Peter's No Frills and Cocina Economica, the restaurant with lower price is", Peter's No Frills
"Someone doesn't like expensive restaurants. Between Athletes Kitchen and Vesta Lunch, this person should go to", Vesta Lunch
"Between Richmond Kosher Bakery and King Palace, the farthest restaurant is", Richmond Kosher Bakery
"Between Poorani Vilaas and King Palace, the restaurant with lower price is", Poorani Vilaas
"Between Andrea's Gerrard Street Bakery and Red Lobster, the farthest restaurant is", Red Lobster
"Someone doesn't like cheap restaurants. Between United Bakers Dairy Restaurant and Cafe Cocoro, this person should go to", United Bakers Dairy Restaurant
"Between Brussels Bistro and Sushitto On the Road, the more affordable restaurant is", Sushitto On the Road
"You are looking for an expensive restaurant. If I were you, between Pizza Nova and The Big Carrot I would go to", The Big Carrot
"Between L'Unita Enoteca and Sushi Q, the restaurant with lower price is", Sushi Q
"You are looking for an affordable restaurant. If I were you, between Hue's Kitchen and L'Unita Enoteca I would go to", Hue's Kitchen
"Someone doesn't like cheap restaurants. Between Brussels Bistro and Lageez, this person should go to", Brussels Bistro
"Between The Big Carrot and Cygnet Coffee, the restaurant with higher price is", The Big Carrot
"Between The World Carribean Bistro and Sushi Cafe, the restaurant at a greater distance is", Sushi Cafe
"Between Asuka Japanese Restaurant and Vesta Lunch, the more affordable restaurant is", Vesta Lunch
"Between The Friendly Thai and What A Bagel, the restaurant with lower price is", What A Bagel
"Between Sushitto On the Road and Poorani Vilaas, the restaurant at a smaller distance is", Poorani Vilaas
"Between Shell and Kanga Pies, the restaurant with lower price is", Kanga Pies
"Someone doesn't like cheap restaurants. Between Riverdale Perk Cafe and Sushi Cafe, this person should go to", Riverdale Perk Cafe
"Someone doesn't like expensive restaurants. Between What A Bagel and Sunnyside Pavilion Cafe, this person should go to", What A Bagel
"Between King Palace and Cafe Cocoro, the restaurant with higher price is", King Palace
"Between What A Bagel and Beach Fish House, the restaurant at a greater distance is", What A Bagel
"Between Sauce on the Danforth and Hue's Kitchen, the more expensive restaurant is", Sauce on the Danforth
"Someone is looking for an affordable restaurant. Between Ace's Place Bar Grill Hub and Golden Joy Hakka Restaurant, this person should go to", Golden Joy Hakka Restaurant
"Between Seoulicious and Magic Oven, the farthest restaurant is", Seoulicious
"You are looking for an expensive restaurant. If I were you, between Le Tibet and Kingsmen Pub & Grill I would go to", Kingsmen Pub & Grill
"Between Conviction and Bibab Express, the more affordable restaurant is", Bibab Express
"You don't like cheap restaurants. Between Peter's No Frills and Bamboo Cafe Chinese Restaurant, you should go to", Bamboo Cafe Chinese Restaurant
"Between Starbucks and Nikko Sushi, the more expensive restaurant is", Nikko Sushi
"Between Sauce on the Danforth and Poorani Vilaas, the more expensive restaurant is", Sauce on the Danforth
"You don't like cheap restaurants. If I were you, between Pita Lite and Bulk Barn I would go to", Bulk Barn
"Between Hanoi Bistro and The Big Carrot, the farthest restaurant is", Hanoi Bistro
"Between Flaky Tart and Hanoi Bistro, the farthest restaurant is", Hanoi Bistro
"I don't like cheap restaurants. Between Hanoi Bistro and Casey's Bar & Grill, I should go to", Casey's Bar & Grill
"Between Zavida Coffee Roasters and Richmond Kosher Bakery, the nearest restaurant is", Zavida Coffee Roasters
"Between Astoria Shish Kebob House and L'Unita Enoteca, the restaurant with higher price is", L'Unita Enoteca
"Between Sushi Cafe and Pizzeria Libretto, the nearest restaurant is", Pizzeria Libretto
"You don't like cheap restaurants. If I were you, between Dim Sum King Seafood Restaurant and Omg Oh My Gyro I would go to", Dim Sum King Seafood Restaurant
"Someone is looking for an expensive restaurant. Between Andrea's Gerrard Street Bakery and 808 Social, this person should go to", Andrea's Gerrard Street Bakery
"Between Ali's Tandoori Curry House and Conviction, the more affordable restaurant is", Ali's Tandoori Curry House
"Someone is looking for an expensive restaurant. Between Brussels Bistro and Pizzeria Libretto, this person should go to", Brussels Bistro
"Between Pho 88 Viet Thai Cuisine and The Big Carrot, the restaurant at a greater distance is", Pho 88 Viet Thai Cuisine
"Between Aroma Espresso Bar and Ali Baba's Middle Eastern Cuisine, the restaurant with lower price is", Ali Baba's Middle Eastern Cuisine
"Someone doesn't like expensive restaurants. Between Yes To Fresh and Snakes & Lattes College, this person should go to", Yes To Fresh
"Between Kingsmen Pub & Grill and Sakura Ichiban Restaurant, the nearest restaurant is", Sakura Ichiban Restaurant
"Someone doesn't like expensive restaurants. Between Kom Jug Yuen Restaurant and Ichiban Sushi, this person should go to", Kom Jug Yuen Restaurant
"Between 808 Social and The World Carribean Bistro, the more expensive restaurant is", The World Carribean Bistro
