{'statement': 'Someone is looking for a city with cold weather. Between Aden and Milan, this person should visit Milan.', 'answer': 'Milan', 'candidate': 'Aden'}
{'statement': 'Someone is looking for a city with cold weather. Between Panama City and Lisbon, this person should visit Lisbon.', 'answer': 'Lisbon', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a city with cold weather. Between Rangpur and Zürich, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Rangpur'}
{'statement': 'Someone is looking for a city with cold weather. Between Makurdi and Moscow, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Makurdi'}
{'statement': 'Someone is looking for a city with cold weather. Between Damascus and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'Damascus'}
{'statement': 'Someone is looking for a city with cold weather. Between San Juan and Toronto, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'San Juan'}
{'statement': 'Someone is looking for a city with cold weather. Between Beirut and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Beirut'}
{'statement': 'Someone is looking for a city with cold weather. Between Brasília and Lhasa, this person should visit Lhasa.', 'answer': 'Lhasa', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a city with cold weather. Between Muscat and Minneapolis, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Muscat'}
{'statement': 'Someone is looking for a city with cold weather. Between Asmara and Reykjavík, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Asmara'}
{'statement': 'Someone is looking for a city with cold weather. Between Pontianak and Sacramento, this person should visit Sacramento.', 'answer': 'Sacramento', 'candidate': 'Pontianak'}
{'statement': 'Someone is looking for a city with cold weather. Between San José and Zürich, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'San José'}
{'statement': 'Someone is looking for a city with cold weather. Between Garissa and Viedma, this person should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Niamey and Frankfurt, this person should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Niamey'}
{'statement': 'Someone is looking for a city with cold weather. Between La Paz and Ankara, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a city with cold weather. Between Cairo and London, this person should visit London.', 'answer': 'London', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a city with cold weather. Between Antsiranana and Albuquerque, this person should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Antsiranana'}
{'statement': 'Someone is looking for a city with cold weather. Between Palermo and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Palermo'}
{'statement': 'Someone is looking for a city with cold weather. Between El Paso and Lviv, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'El Paso'}
{'statement': 'Someone is looking for a city with cold weather. Between Phnom Penh and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a city with cold weather. Between Panama City and Boise, this person should visit Boise.', 'answer': 'Boise', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a city with cold weather. Between Manaus and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Manaus'}
