{'statement': "I don't like expensive restaurants. Between Sizzlers and Mt Everest Restaurant, I should go to Sizzlers.", 'answer': 'Sizzlers', 'candidate': 'Mt Everest Restaurant'}
{'statement': "I don't like expensive restaurants. Between Cafe Jules and Assembly Chef's Hall, I should go to Cafe Jules.", 'answer': 'Cafe Jules', 'candidate': "Assembly Chef's Hall"}
{'statement': "I don't like expensive restaurants. Between Grappa Ristorante and Anatolia Restaurant, I should go to Anatolia Restaurant.", 'answer': 'Anatolia Restaurant', 'candidate': 'Grappa Ristorante'}
{'statement': "I don't like expensive restaurants. Between Assembly Chef's Hall and Edible Arrangements, I should go to Assembly Chef's Hall.", 'answer': "Assembly Chef's Hall", 'candidate': 'Edible Arrangements'}
{'statement': "I don't like expensive restaurants. Between Adega Restaurante and La Pupusa Loka, I should go to La Pupusa Loka.", 'answer': 'La Pupusa Loka', 'candidate': 'Adega Restaurante'}
{'statement': "I don't like expensive restaurants. Between Cake Opera and Ardor Bistro, I should go to Ardor Bistro.", 'answer': 'Ardor Bistro', 'candidate': 'Cake Opera'}
{'statement': "I don't like expensive restaurants. Between El Fogón and New Bilan Restaurant, I should go to New Bilan Restaurant.", 'answer': 'New Bilan Restaurant', 'candidate': 'El Fogón'}
{'statement': "I don't like expensive restaurants. Between Harvey's and Nutella Cafe by Pusateri's, I should go to Harvey's.", 'answer': "Harvey's", 'candidate': "Nutella Cafe by Pusateri's"}
{'statement': "I don't like expensive restaurants. Between Le Papillon Park and Ici Bistro, I should go to Le Papillon Park.", 'answer': 'Le Papillon Park', 'candidate': 'Ici Bistro'}
{'statement': "I don't like expensive restaurants. Between Branca and Oxygen Restaurant & Lounge, I should go to Branca.", 'answer': 'Branca', 'candidate': 'Oxygen Restaurant & Lounge'}
{'statement': "I don't like expensive restaurants. Between Queen Slice and Pasta Pantry, I should go to Queen Slice.", 'answer': 'Queen Slice', 'candidate': 'Pasta Pantry'}
{'statement': "I don't like expensive restaurants. Between FreshCo and Evoo Ristorante, I should go to FreshCo.", 'answer': 'FreshCo', 'candidate': 'Evoo Ristorante'}
{'statement': "I don't like expensive restaurants. Between Hawthorne Food and Drink and Green Room, I should go to Green Room.", 'answer': 'Green Room', 'candidate': 'Hawthorne Food and Drink'}
{'statement': "I don't like expensive restaurants. Between Adega Restaurante and La Cocina De Dona Luz, I should go to La Cocina De Dona Luz.", 'answer': 'La Cocina De Dona Luz', 'candidate': 'Adega Restaurante'}
{'statement': "I don't like expensive restaurants. Between FreshCo and Green Room, I should go to Green Room.", 'answer': 'Green Room', 'candidate': 'FreshCo'}
{'statement': "I don't like expensive restaurants. Between The Duke of Devon and Falafel House, I should go to Falafel House.", 'answer': 'Falafel House', 'candidate': 'The Duke of Devon'}
{'statement': "I don't like expensive restaurants. Between Dinah's Cupboard and La Pupusa Loka, I should go to La Pupusa Loka.", 'answer': 'La Pupusa Loka', 'candidate': "Dinah's Cupboard"}
{'statement': "I don't like expensive restaurants. Between Tierra Azteca and Falafel Hut Village, I should go to Falafel Hut Village.", 'answer': 'Falafel Hut Village', 'candidate': 'Tierra Azteca'}
{'statement': "I don't like expensive restaurants. Between Grappa Ristorante and La Pupusa Loka, I should go to La Pupusa Loka.", 'answer': 'La Pupusa Loka', 'candidate': 'Grappa Ristorante'}
{'statement': "I don't like expensive restaurants. Between Mirage Grill & Lounge and Sushi Time Japanese Restaurant, I should go to Sushi Time Japanese Restaurant.", 'answer': 'Sushi Time Japanese Restaurant', 'candidate': 'Mirage Grill & Lounge'}
{'statement': "I don't like expensive restaurants. Between KFC and Basha Middle Eastern Grill, I should go to KFC.", 'answer': 'KFC', 'candidate': 'Basha Middle Eastern Grill'}
{'statement': "I don't like expensive restaurants. Between Basha Middle Eastern Grill and Delicious Paradise Kitchen, I should go to Delicious Paradise Kitchen.", 'answer': 'Delicious Paradise Kitchen', 'candidate': 'Basha Middle Eastern Grill'}
{'statement': "I don't like expensive restaurants. Between Nook and Aris Place, I should go to Aris Place.", 'answer': 'Aris Place', 'candidate': 'Nook'}
{'statement': "I don't like expensive restaurants. Between Paradise Farms Prime Beef Bistro and St. Clair Shawarma and Falafel, I should go to St. Clair Shawarma and Falafel.", 'answer': 'St. Clair Shawarma and Falafel', 'candidate': 'Paradise Farms Prime Beef Bistro'}
{'statement': "I don't like expensive restaurants. Between Edible Arrangements and Sheriff Broaster Chicken, I should go to Sheriff Broaster Chicken.", 'answer': 'Sheriff Broaster Chicken', 'candidate': 'Edible Arrangements'}
{'statement': "I don't like expensive restaurants. Between Shawarma Twist and St. Louis Bar & Grill, I should go to Shawarma Twist.", 'answer': 'Shawarma Twist', 'candidate': 'St. Louis Bar & Grill'}
{'statement': "I don't like expensive restaurants. Between Sky Dragon Chinese Restaurant and Lahore Grill & Fast Food, I should go to Lahore Grill & Fast Food.", 'answer': 'Lahore Grill & Fast Food', 'candidate': 'Sky Dragon Chinese Restaurant'}
{'statement': "I don't like expensive restaurants. Between Fit For Life and Sky Dragon Chinese Restaurant, I should go to Fit For Life.", 'answer': 'Fit For Life', 'candidate': 'Sky Dragon Chinese Restaurant'}
{'statement': "I don't like expensive restaurants. Between Watson's and Sushi World, I should go to Sushi World.", 'answer': 'Sushi World', 'candidate': "Watson's"}
{'statement': "I don't like expensive restaurants. Between Galata Cafe and Eastern legend, I should go to Eastern legend.", 'answer': 'Eastern legend', 'candidate': 'Galata Cafe'}
{'statement': "I don't like expensive restaurants. Between Tortería San Cosme and Bake Island, I should go to Bake Island.", 'answer': 'Bake Island', 'candidate': 'Tortería San Cosme'}
{'statement': "I don't like expensive restaurants. Between Phil's Original BBQ and KFC, I should go to KFC.", 'answer': 'KFC', 'candidate': "Phil's Original BBQ"}
{'statement': "I don't like expensive restaurants. Between Bonne Journee and Itamae Ayce Sushi, I should go to Bonne Journee.", 'answer': 'Bonne Journee', 'candidate': 'Itamae Ayce Sushi'}
{'statement': "I don't like expensive restaurants. Between Domino's Pizza and Ici Bistro, I should go to Domino's Pizza.", 'answer': "Domino's Pizza", 'candidate': 'Ici Bistro'}
{'statement': "I don't like expensive restaurants. Between McDonald's and Evoo Ristorante, I should go to McDonald's.", 'answer': "McDonald's", 'candidate': 'Evoo Ristorante'}
{'statement': "I don't like expensive restaurants. Between Chick Fiesta and Daily Press Juicery, I should go to Chick Fiesta.", 'answer': 'Chick Fiesta', 'candidate': 'Daily Press Juicery'}
{'statement': "I don't like expensive restaurants. Between Carole's Cheesecake Cafe and Verona Restaurant, I should go to Carole's Cheesecake Cafe.", 'answer': "Carole's Cheesecake Cafe", 'candidate': 'Verona Restaurant'}
{'statement': "I don't like expensive restaurants. Between Nook and Cafe Jules, I should go to Cafe Jules.", 'answer': 'Cafe Jules', 'candidate': 'Nook'}
{'statement': "I don't like expensive restaurants. Between Branca and Queen Slice, I should go to Queen Slice.", 'answer': 'Queen Slice', 'candidate': 'Branca'}
{'statement': "I don't like expensive restaurants. Between Goldstone Noodle Restaurant and Edible Arrangements, I should go to Goldstone Noodle Restaurant.", 'answer': 'Goldstone Noodle Restaurant', 'candidate': 'Edible Arrangements'}
{'statement': "I don't like expensive restaurants. Between Bonne Journee and Hawthorne Food and Drink, I should go to Bonne Journee.", 'answer': 'Bonne Journee', 'candidate': 'Hawthorne Food and Drink'}
{'statement': "I don't like expensive restaurants. Between Ici Bistro and Taste of Greek Cuisine, I should go to Taste of Greek Cuisine.", 'answer': 'Taste of Greek Cuisine', 'candidate': 'Ici Bistro'}
{'statement': "I don't like expensive restaurants. Between Just Soups Take Out & Catering and Bao Bao Plus Dim Sum, I should go to Just Soups Take Out & Catering.", 'answer': 'Just Soups Take Out & Catering', 'candidate': 'Bao Bao Plus Dim Sum'}
{'statement': "I don't like expensive restaurants. Between Kibo Sushi House and Bonne Journee, I should go to Bonne Journee.", 'answer': 'Bonne Journee', 'candidate': 'Kibo Sushi House'}
{'statement': "I don't like expensive restaurants. Between Mysteriously Yours Dinner Theatre and Paradise Farms Prime Beef Bistro, I should go to Paradise Farms Prime Beef Bistro.", 'answer': 'Paradise Farms Prime Beef Bistro', 'candidate': 'Mysteriously Yours Dinner Theatre'}
{'statement': "I don't like expensive restaurants. Between EJ Sushi and Goldstone Noodle Restaurant, I should go to Goldstone Noodle Restaurant.", 'answer': 'Goldstone Noodle Restaurant', 'candidate': 'EJ Sushi'}
{'statement': "I don't like expensive restaurants. Between Mövenpick Café and Aris Place, I should go to Aris Place.", 'answer': 'Aris Place', 'candidate': 'Mövenpick Café'}
{'statement': "I don't like expensive restaurants. Between Sichuan Landscape Chinese Restaurant and Sweet Jesus, I should go to Sweet Jesus.", 'answer': 'Sweet Jesus', 'candidate': 'Sichuan Landscape Chinese Restaurant'}
{'statement': "I don't like expensive restaurants. Between Beryl's Pepper Pot and Nutella Cafe by Pusateri's, I should go to Beryl's Pepper Pot.", 'answer': "Beryl's Pepper Pot", 'candidate': "Nutella Cafe by Pusateri's"}
{'statement': "I don't like expensive restaurants. Between Cake Opera and Bao Bao Plus Dim Sum, I should go to Bao Bao Plus Dim Sum.", 'answer': 'Bao Bao Plus Dim Sum', 'candidate': 'Cake Opera'}
{'statement': "I don't like expensive restaurants. Between Ardor Bistro and Falafel Hut Village, I should go to Falafel Hut Village.", 'answer': 'Falafel Hut Village', 'candidate': 'Ardor Bistro'}
