{'statement': 'You are looking for a city with cold weather. Between Abéché and Córdoba, you should visit Córdoba.', 'answer': 'Córdoba', 'candidate': 'Abéché'}
{'statement': 'You are looking for a city with cold weather. Between Mahajanga and Yerevan, you should visit Yerevan.', 'answer': 'Yerevan', 'candidate': 'Mahajanga'}
{'statement': 'You are looking for a city with cold weather. Between Guadalajara and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Guadalajara'}
{'statement': 'You are looking for a city with cold weather. Between Port-Gentil and Christchurch, you should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Port-Gentil'}
{'statement': 'You are looking for a city with cold weather. Between Belgrade and San Juan, you should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'San Juan'}
{'statement': 'You are looking for a city with cold weather. Between Sucre and Nur-Sultan, you should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Sucre'}
{'statement': 'You are looking for a city with cold weather. Between Suwałki and Palermo, you should visit Suwałki.', 'answer': 'Suwałki', 'candidate': 'Palermo'}
{'statement': 'You are looking for a city with cold weather. Between Nur-Sultan and Phoenix, you should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'Phoenix'}
{'statement': 'You are looking for a city with cold weather. Between Vientiane and Calgary, you should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Vientiane'}
{'statement': 'You are looking for a city with cold weather. Between Sokoto and Omaha, you should visit Omaha.', 'answer': 'Omaha', 'candidate': 'Sokoto'}
{'statement': 'You are looking for a city with cold weather. Between Aden and Zagreb, you should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'Aden'}
{'statement': 'You are looking for a city with cold weather. Between Yakutsk and Toamasina, you should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Toamasina'}
