{'statement': 'Someone is looking for a city with warm weather. Between Bamako and Dublin, this person should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Dublin'}
{'statement': 'Someone is looking for a city with warm weather. Between Lahore and Bergen, this person should visit Lahore.', 'answer': 'Lahore', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Managua and Ürümqi, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a city with warm weather. Between Manaus and Asmara, this person should visit Manaus.', 'answer': 'Manaus', 'candidate': 'Asmara'}
{'statement': 'Someone is looking for a city with warm weather. Between Ouahigouya and Baku, this person should visit Ouahigouya.', 'answer': 'Ouahigouya', 'candidate': 'Baku'}
{'statement': 'Someone is looking for a city with warm weather. Between Rangpur and Ankara, this person should visit Rangpur.', 'answer': 'Rangpur', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a city with warm weather. Between Florianópolis and Suwałki, this person should visit Florianópolis.', 'answer': 'Florianópolis', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a city with warm weather. Between Honolulu and Bergen, this person should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'Bergen'}
{'statement': 'Someone is looking for a city with warm weather. Between Bamako and Reykjavík, this person should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Reykjavík'}
{'statement': 'Someone is looking for a city with warm weather. Between Mendoza and Ushuaia, this person should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Ushuaia'}
{'statement': 'Someone is looking for a city with warm weather. Between Monterrey and Minsk, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Minsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Alexandria and Suwałki, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Suwałki'}
{'statement': 'Someone is looking for a city with warm weather. Between Port Sudan and Pretoria, this person should visit Port Sudan.', 'answer': 'Port Sudan', 'candidate': 'Pretoria'}
{'statement': 'Someone is looking for a city with warm weather. Between Suva and Bratislava, this person should visit Suva.', 'answer': 'Suva', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a city with warm weather. Between Abéché and Podgorica, this person should visit Abéché.', 'answer': 'Abéché', 'candidate': 'Podgorica'}
{'statement': 'Someone is looking for a city with warm weather. Between Hamilton and Fairbanks, this person should visit Hamilton.', 'answer': 'Hamilton', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between Bamako and Mendoza, this person should visit Bamako.', 'answer': 'Bamako', 'candidate': 'Mendoza'}
{'statement': 'Someone is looking for a city with warm weather. Between Beirut and Vladivostok, this person should visit Beirut.', 'answer': 'Beirut', 'candidate': 'Vladivostok'}
{'statement': 'Someone is looking for a city with warm weather. Between Honolulu and La Serena, this person should visit Honolulu.', 'answer': 'Honolulu', 'candidate': 'La Serena'}
{'statement': 'Someone is looking for a city with warm weather. Between Bangkok and Bratislava, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Bratislava'}
{'statement': 'Someone is looking for a city with warm weather. Between Antsiranana and Yinchuan, this person should visit Antsiranana.', 'answer': 'Antsiranana', 'candidate': 'Yinchuan'}
{'statement': 'Someone is looking for a city with warm weather. Between Makurdi and Johannesburg, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Johannesburg'}
